# Filename: 3Dvlt_macro_T_Cc1.20_lmax1_dl0.001_Op3.dat
# Source: 3Dvlt_macro.c
# Source version: 9 (2011 Aug 17 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=204.013123190187599221, THETA=0.6918
# Parameter values: N=3, Cc=1.2, K0c=0.570129, lmax=1, lsteps=1000, (dl=0.001), lpts=1001, ldatamax=250, a0=1, a03=1, a06=1
# Option values: Op=3
T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	e
0.205672	0.794328	1	7.53517	2.71828	1	4.25037e-34	-7.69019e-16
0.369043	0.630957	1	4.19943	2.71828	1	9.51503e-19	-3.3447e-09
0.498813	0.501187	1	3.10666	2.71806	0.999917	1.01491e-13	-6.07785e-07
0.601893	0.398107	1	2.5719	2.71519	0.998863	2.86166e-11	-8.30293e-06
0.683772	0.316228	1	2.2546	2.704	0.994747	7.14759e-10	-3.71957e-05
0.748811	0.251189	1	2.04059	2.68012	0.985962	5.52641e-09	-9.67783e-05
0.800474	0.199526	1	1.88273	2.64339	0.972449	2.25232e-08	-0.000186101
0.841511	0.158489	1	1.75957	2.59713	0.955432	6.21074e-08	-0.000296823
0.874107	0.125893	1	1.66063	2.54604	0.936635	1.32162e-07	-0.000418308
0.9	0.1	1	1.58019	2.49447	0.917666	2.34355e-07	-0.00054102
0.920567	0.0794328	1	1.51466	2.44567	0.899713	3.63693e-07	-0.000657936
0.936904	0.0630957	1	1.46141	2.40157	0.883488	5.10778e-07	-0.000764687
0.949881	0.0501187	1	1.41832	2.36303	0.86931	6.64944e-07	-0.00085912
0.960189	0.0398107	1	1.38357	2.33016	0.857219	8.16737e-07	-0.000940678
0.968377	0.0316228	1	1.35567	2.30263	0.847091	9.59179e-07	-0.00100984
0.974881	0.0251189	1	1.33331	2.27987	0.838717	1.08799e-06	-0.00106767
0.980047	0.0199526	1	1.31544	2.26123	0.83186	1.20119e-06	-0.00111549
0.984151	0.0158489	1	1.30118	2.24608	0.826286	1.2985e-06	-0.0011547
0.987411	0.0125893	1	1.28981	2.23383	0.821778	1.38073e-06	-0.00118664
0.99	0.01	1	1.28075	2.22396	0.818149	1.4493e-06	-0.00121252
0.992057	0.00794328	1	1.27354	2.21604	0.815235	1.50589e-06	-0.0012334
0.99369	0.00630957	1	1.26781	2.20969	0.812901	1.55221e-06	-0.00125019
0.994988	0.00501187	1	1.26325	2.20462	0.811035	1.58988e-06	-0.00126366
0.996019	0.00398107	1	1.25962	2.20057	0.809545	1.62038e-06	-0.00127445
0.996838	0.00316228	1	1.25674	2.19734	0.808357	1.64496e-06	-0.00128307
0.997488	0.00251189	1	1.25445	2.19477	0.80741	1.66472e-06	-0.00128995
0.998005	0.00199526	1	1.25263	2.19272	0.806656	1.68056e-06	-0.00129543
0.998415	0.00158489	1	1.25119	2.19109	0.806056	1.69324e-06	-0.00129981
0.998741	0.00125893	1	1.25004	2.18979	0.805579	1.70337e-06	-0.00130329
0.999	0.001	1	1.24912	2.18876	0.805199	1.71145e-06	-0.00130606
1.00126	-0.00125893	1	1.24115	2.17971	0.801869	1.78337e-06	-0.00133043
1.00158	-0.00158489	1	1.24	2.17839	0.801386	1.79397e-06	-0.00133398
1.002	-0.00199526	1	1.23855	2.17674	0.800777	1.80738e-06	-0.00133845
1.00251	-0.00251189	1	1.23672	2.17465	0.800009	1.82438e-06	-0.00134411
1.00316	-0.00316228	1	1.23443	2.17202	0.79904	1.84598e-06	-0.00135125
1.00398	-0.00398107	1	1.23153	2.16869	0.797816	1.87349e-06	-0.00136029
1.00501	-0.00501187	1	1.22788	2.16449	0.79627	1.90862e-06	-0.00137174
1.00631	-0.00630957	1	1.22329	2.15917	0.794314	1.95364e-06	-0.00138626
1.00794	-0.00794328	1	1.2175	2.15244	0.791838	2.01159e-06	-0.00140472
1.01	-0.01	1	1.2102	2.1439	0.788699	2.0866e-06	-0.00142825
1.01259	-0.0125893	1	1.201	2.13307	0.784713	2.18436e-06	-0.00145832
1.01585	-0.0158489	1	1.18942	2.11929	0.779642	2.31282e-06	-0.00149691
1.01995	-0.0199526	1	1.17481	2.10171	0.773177	2.48328e-06	-0.00154666
1.02512	-0.0251189	1	1.1564	2.07925	0.764915	2.71212e-06	-0.0016112
1.03162	-0.0316228	1	1.1332	2.05048	0.75433	3.02334e-06	-0.00169556
1.03981	-0.0398107	1	1.10401	2.01352	0.740733	3.4523e-06	-0.00180685
1.05012	-0.0501187	1	1.06733	1.96592	0.723221	4.04996e-06	-0.0019554
1.0631	-0.0630957	1	1.02129	1.90436	0.700576	4.88218e-06	-0.00215668
1.07943	-0.0794328	1	0.963238	1.82371	0.670906	6.04787e-06	-0.0024349
1.1	-0.1	1	0.889668	1.71651	0.63147	7.93382e-06	-0.00282925
1.12589	-0.125893	1	0.79683	1.57358	0.578888	1.12661e-05	-0.00340573
1.15849	-0.158489	1	0.681082	1.38394	0.509124	1.77848e-05	-0.00428305
1.19953	-0.199526	1	0.540863	1.13795	0.418629	3.23552e-05	-0.00569281
1.25119	-0.251189	1	0.381672	0.837605	0.308138	7.08607e-05	-0.00813861
1.31623	-0.316228	1	0.224121	0.517416	0.190347	0.000193481	-0.0128788
1.39811	-0.398107	1	0.103016	0.252622	0.0929346	0.000647312	-0.0235393
1.50119	-0.501187	1	0.0377737	0.0994606	0.0365895	0.00238813	-0.0513417
1.63096	-0.630957	1	0.0125203	0.0358166	0.0131762	0.00847904	-0.129049
1.79433	-0.794328	1	0.00427446	0.0134527	0.00494898	0.0267504	-0.338521
2	-1	1	0.00160751	0.00563912	0.00207452	0.0734534	-0.849372
