# Filename: 3Dvlt_macro_T_Cc1.20_lmax2_dl0.001_Op3.dat
# Source: 3Dvlt_macro.c
# Source version: 9 (2011 Aug 17 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=204.013123190187599221, THETA=0.6918
# Parameter values: N=3, Cc=1.2, K0c=0.570129, lmax=2, lsteps=2000, (dl=0.001), lpts=2001, ldatamax=250, a0=1, a03=1, a06=1
# Option values: Op=3
T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	e
0.205672	0.794328	1.284	10.01	3.61106	1	2.45862e-44	-7.69019e-16
0.369043	0.630957	1.868	10.0036	6.47533	1	1.70072e-42	-3.3447e-09
0.498813	0.501187	2.001	8.45323	7.39584	0.999917	2.47474e-35	-6.07785e-07
0.601893	0.398107	2.001	6.99814	7.38803	0.998862	6.14521e-29	-8.30301e-06
0.683772	0.316228	2.001	6.1347	7.35752	0.994737	3.36436e-25	-3.71982e-05
0.748811	0.251189	2.001	5.552	7.29204	0.985884	9.88217e-23	-9.6801e-05
0.800474	0.199526	2.001	5.12117	7.19023	0.97212	5.9273e-21	-0.000186203
0.841511	0.158489	2.001	4.7831	7.05986	0.954493	1.34705e-19	-0.000297132
0.874107	0.125893	2.001	4.50867	6.91258	0.934581	1.58611e-18	-0.000419019
0.9	0.1	2.001	4.28224	6.7599	0.913939	1.15172e-17	-0.000542372
0.920567	0.0794328	2.001	4.09438	6.61105	0.893814	5.7447e-17	-0.000660163
0.936904	0.0630957	2.001	3.93857	6.47234	0.87506	2.12015e-16	-0.000767983
0.949881	0.0501187	2.001	3.8098	6.34743	0.858173	6.12177e-16	-0.000863605
0.960189	0.0398107	2.001	3.70385	6.23788	0.843361	1.44564e-15	-0.000946398
0.968377	0.0316228	2.001	3.61711	6.14375	0.830635	2.89524e-15	-0.00101677
0.974881	0.0251189	2.001	3.54644	6.06416	0.819875	5.06786e-15	-0.00107574
0.980047	0.0199526	2.001	3.48909	5.99773	0.810893	7.94941e-15	-0.00112459
0.984151	0.0158489	2.001	3.44275	5.94283	0.803471	1.14079e-14	-0.00116472
0.987411	0.0125893	2.001	3.4054	5.89784	0.797388	1.52348e-14	-0.00119744
0.99	0.01	2.001	3.37539	5.86119	0.792433	1.91996e-14	-0.00122398
0.992057	0.00794328	2.001	3.35133	5.8315	0.788419	2.30949e-14	-0.00124542
0.99369	0.00630957	2.001	3.33207	5.80754	0.785179	2.67617e-14	-0.00126268
0.994988	0.00501187	2.001	3.31668	5.78826	0.782573	3.00971e-14	-0.00127653
0.996019	0.00398107	2.001	3.30439	5.7728	0.780482	3.30487e-14	-0.00128762
0.996838	0.00316228	2.001	3.2946	5.76042	0.778808	3.56041e-14	-0.00129649
0.997488	0.00251189	2.001	3.28679	5.75052	0.77747	3.77778e-14	-0.00130357
0.998005	0.00199526	2.001	3.28058	5.74262	0.776402	3.96013e-14	-0.00130922
0.998415	0.00158489	2.001	3.27563	5.73631	0.77555	4.1114e-14	-0.00131372
0.998741	0.00125893	2.001	3.27169	5.73129	0.774871	4.23577e-14	-0.00131731
0.999	0.001	2.001	3.26856	5.72729	0.77433	4.33731e-14	-0.00132016
1.00126	-0.00125893	2.001	3.24111	5.69203	0.769562	5.33644e-14	-0.00134529
1.00158	-0.00158489	2.001	3.23712	5.68688	0.768866	5.499e-14	-0.00134895
1.002	-0.00199526	2.001	3.2321	5.68038	0.767987	5.71091e-14	-0.00135357
1.00251	-0.00251189	2.001	3.22576	5.67216	0.766877	5.98966e-14	-0.0013594
1.00316	-0.00316228	2.001	3.21776	5.66177	0.765471	6.36056e-14	-0.00136677
1.00398	-0.00398107	2.001	3.20766	5.6486	0.763691	6.86126e-14	-0.00137611
1.00501	-0.00501187	2.001	3.19489	5.63189	0.761431	7.54966e-14	-0.00138793
1.00631	-0.00630957	2.001	3.17873	5.61063	0.758557	8.5183e-14	-0.00140295
1.00794	-0.00794328	2.001	3.15825	5.58353	0.754893	9.92186e-14	-0.00142204
1.01	-0.01	2.001	3.13224	5.54886	0.750206	1.20329e-13	-0.0014464
1.01259	-0.0125893	2.001	3.09915	5.50432	0.744184	1.53623e-13	-0.00147757
1.01585	-0.0158489	2.001	3.05692	5.44678	0.736405	2.09414e-13	-0.00151764
1.01995	-0.0199526	2.001	3.0028	5.37196	0.726289	3.10454e-13	-0.00156942
1.02512	-0.0251189	2.001	2.93308	5.27381	0.71302	5.12688e-13	-0.00163677
1.03162	-0.0316228	2.001	2.84263	5.14362	0.695417	9.73441e-13	-0.00172515
1.03981	-0.0398107	2.001	2.72417	4.96839	0.671726	2.2163e-12	-0.00184235
1.05012	-0.0501187	2.001	2.56692	4.72801	0.639227	6.40059e-12	-0.00199993
1.0631	-0.0630957	2.001	2.35418	4.38974	0.593493	2.52566e-11	-0.00221556
1.07943	-0.0794328	2.001	2.05843	3.89726	0.52691	1.49069e-10	-0.00251747
1.1	-0.1	2.001	1.63559	3.15568	0.426648	1.39383e-09	-0.00295367
1.12589	-0.125893	2.001	1.08538	2.14342	0.28979	1.47546e-08	-0.00361278
1.15849	-0.158489	2.001	0.513584	1.04359	0.141093	1.00084e-07	-0.00470848
1.19953	-0.199526	2.001	0.0702479	0.147798	0.0199824	2.70877e-06	-0.00739453
1.25119	-0.251189	2.001	0.00357495	0.00784549	0.00106071	7.94444e-05	-0.0280867
1.31623	-0.316228	2.001	0.000290757	0.000671256	9.07539e-05	0.0010222	-0.235368
1.39811	-0.398107	2.001	3.94026e-05	9.66256e-05	1.30638e-05	0.00758737	-1.63814
1.50119	-0.501187	2.001	7.57606e-06	1.99483e-05	2.69701e-06	0.0395019	-8.41933
1.63096	-0.630957	2.001	1.88008e-06	5.37831e-06	7.27148e-07	0.159215	-33.8199
1.79433	-0.794328	2.001	5.70433e-07	1.79529e-06	2.42723e-07	0.524787	-111.352
2	-1	2.001	2.04541e-07	7.17524e-07	9.70092e-08	1.46358	-310.426
