# Filename: 3Dvlt_macro_Tv_Cc0.97_lmax100_dl0.001_Op2.dat
# Source: 3Dvlt_macro.c
# Source version: 9 (2011 Aug 17 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=204.013123190187599221, THETA=0.6
# Parameter values: N=3, Cc=0.97, K0c=0.683857, lmax=100, lsteps=100000, (dl=0.001), lpts=100001, ldatamax=10, a0=1, a03=1, a06=1
# Option values: Op=2
T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	e
1	1e-08	2.234	5.00095	7.31286	0.783201	1.96964e-20	-0.00141116
1	1.25893e-08	2.234	5.00095	7.31286	0.783201	1.96964e-20	-0.00141116
1	1.58489e-08	2.234	5.00095	7.31286	0.783201	1.96964e-20	-0.00141116
1	1.99526e-08	2.234	5.00095	7.31286	0.783201	1.96964e-20	-0.00141116
1	2.51189e-08	2.234	5.00095	7.31286	0.783201	1.96964e-20	-0.00141116
1	3.16228e-08	2.234	5.00095	7.31286	0.783201	1.96963e-20	-0.00141116
1	3.98107e-08	2.234	5.00095	7.31286	0.783201	1.96963e-20	-0.00141116
1	5.01187e-08	2.234	5.00095	7.31286	0.783201	1.96963e-20	-0.00141116
1	6.30957e-08	2.234	5.00095	7.31286	0.783201	1.96963e-20	-0.00141116
1	7.94328e-08	2.234	5.00095	7.31286	0.783201	1.96962e-20	-0.00141116
1	1e-07	2.234	5.00095	7.31286	0.783201	1.96962e-20	-0.00141116
1	1.25893e-07	2.234	5.00095	7.31286	0.783202	1.96961e-20	-0.00141116
1	1.58489e-07	2.234	5.00095	7.31286	0.783202	1.9696e-20	-0.00141116
1	1.99526e-07	2.234	5.00095	7.31286	0.783202	1.96959e-20	-0.00141116
1	2.51189e-07	2.234	5.00096	7.31286	0.783202	1.96957e-20	-0.00141116
1	3.16228e-07	2.234	5.00096	7.31287	0.783202	1.96955e-20	-0.00141116
1	3.98107e-07	2.234	5.00096	7.31287	0.783202	1.96953e-20	-0.00141116
0.999999	5.01187e-07	2.234	5.00096	7.31287	0.783202	1.9695e-20	-0.00141116
0.999999	6.30957e-07	2.234	5.00096	7.31287	0.783203	1.96946e-20	-0.00141116
0.999999	7.94328e-07	2.234	5.00096	7.31287	0.783203	1.96942e-20	-0.00141115
0.999999	1e-06	2.234	5.00097	7.31288	0.783203	1.96936e-20	-0.00141115
0.999999	1.25893e-06	2.234	5.00097	7.31288	0.783204	1.96929e-20	-0.00141115
0.999998	1.58489e-06	2.234	5.00098	7.31289	0.783204	1.96919e-20	-0.00141115
0.999998	1.99526e-06	2.234	5.00099	7.3129	0.783205	1.96908e-20	-0.00141114
0.999997	2.51189e-06	2.234	5.00099	7.31291	0.783206	1.96893e-20	-0.00141113
0.999997	3.16228e-06	2.234	5.00101	7.31292	0.783207	1.96874e-20	-0.00141113
0.999996	3.98107e-06	2.234	5.00102	7.31293	0.783209	1.96851e-20	-0.00141112
0.999995	5.01187e-06	2.234	5.00104	7.31295	0.783211	1.96822e-20	-0.00141111
0.999994	6.30957e-06	2.234	5.00106	7.31297	0.783213	1.96785e-20	-0.00141109
0.999992	7.94328e-06	2.234	5.00109	7.313	0.783217	1.96738e-20	-0.00141107
0.99999	1e-05	2.234	5.00112	7.31304	0.783221	1.9668e-20	-0.00141105
0.999987	1.25893e-05	2.234	5.00117	7.31309	0.783226	1.96606e-20	-0.00141102
0.999984	1.58489e-05	2.234	5.00123	7.31315	0.783232	1.96513e-20	-0.00141098
0.99998	1.99526e-05	2.234	5.0013	7.31322	0.78324	1.96397e-20	-0.00141093
0.999975	2.51189e-05	2.234	5.00139	7.31331	0.78325	1.9625e-20	-0.00141087
0.999968	3.16228e-05	2.234	5.0015	7.31343	0.783262	1.96066e-20	-0.0014108
0.99996	3.98107e-05	2.234	5.00164	7.31358	0.783278	1.95834e-20	-0.0014107
0.99995	5.01187e-05	2.234	5.00182	7.31376	0.783298	1.95542e-20	-0.00141058
0.999937	6.30957e-05	2.234	5.00205	7.314	0.783323	1.95175e-20	-0.00141043
0.999921	7.94328e-05	2.234	5.00233	7.31429	0.783355	1.94715e-20	-0.00141024
0.9999	0.0001	2.234	5.00269	7.31466	0.783395	1.94136e-20	-0.00141
0.999874	0.000125893	2.234	5.00313	7.31513	0.783445	1.93411e-20	-0.0014097
0.999842	0.000158489	2.234	5.0037	7.31572	0.783508	1.92501e-20	-0.00140932
0.9998	0.000199526	2.234	5.00441	7.31646	0.783587	1.91363e-20	-0.00140884
0.999749	0.000251189	2.233	5.0003	7.31008	0.783686	1.98955e-20	-0.00140824
0.999684	0.000316228	2.233	5.00143	7.31125	0.783812	1.97096e-20	-0.00140749
0.999602	0.000398107	2.233	5.00285	7.31272	0.78397	1.94781e-20	-0.00140654
0.999499	0.000501187	2.233	5.00463	7.31457	0.784168	1.91905e-20	-0.00140534
0.999369	0.000630957	2.232	5.00187	7.30959	0.784418	1.9729e-20	-0.00140383
0.999206	0.000794328	2.232	5.00469	7.31251	0.784732	1.92703e-20	-0.00140194
