# Filename: 3Dvlt_macro_Tv_Op12_Cc0.55_lmax100_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=0.55, K0c=0.464697047039484, lmax=100, lsteps=10000000, (dl=1e-05), lpts=10000001, a0=1, a03=1, a06=1
Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac/a
1	10000000	1	1e-08	100	0.464697	0.0802582	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
2	10000000	1	1.25893e-08	100	0.464697	0.0802582	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
3	10000000	1	1.58489e-08	100	0.464697	0.0802582	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
4	10000000	1	1.99526e-08	100	0.464697	0.0802582	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
5	10000000	1	2.51189e-08	100	0.464697	0.0802582	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
6	10000000	1	3.16228e-08	100	0.464697	0.0802582	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
7	10000000	1	3.98107e-08	100	0.464697	0.0802582	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
8	10000000	1	5.01187e-08	100	0.464697	0.0802582	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
9	10000000	1	6.30957e-08	100	0.464697	0.0802581	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
10	10000000	1	7.94328e-08	100	0.464697	0.0802581	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
11	10000000	1	1e-07	100	0.464697	0.0802581	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
12	10000000	1	1.25893e-07	100	0.464697	0.0802581	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
13	10000000	1	1.58489e-07	100	0.464697	0.0802581	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
14	10000000	1	1.99526e-07	100	0.464697	0.0802581	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
15	10000000	1	2.51189e-07	100	0.464697	0.0802581	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
16	10000000	1	3.16228e-07	100	0.464697	0.0802581	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
17	10000000	1	3.98107e-07	100	0.464697	0.0802581	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
18	10000000	0.999999	5.01187e-07	100	0.464697	0.0802581	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
19	10000000	0.999999	6.30957e-07	100	0.464697	0.080258	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
20	10000000	0.999999	7.94328e-07	100	0.464697	0.080258	0	1	3.72008e-44	2.12716e-262	2.68812e+43	1
21	10000000	0.999999	1e-06	100	0.464698	0.080258	0	1	3.72008e-44	2.12715e-262	2.68812e+43	1
22	10000000	0.999999	1.25893e-06	100	0.464698	0.0802579	0	1	3.72008e-44	2.12715e-262	2.68812e+43	1
23	10000000	0.999998	1.58489e-06	100	0.464698	0.0802578	0	1	3.72008e-44	2.12715e-262	2.68812e+43	1
24	10000000	0.999998	1.99526e-06	100	0.464698	0.0802578	0	1	3.72008e-44	2.12715e-262	2.68812e+43	1
25	10000000	0.999997	2.51189e-06	100	0.464698	0.0802577	0	1	3.72008e-44	2.12715e-262	2.68812e+43	1
26	10000000	0.999997	3.16228e-06	100	0.464699	0.0802575	0	1	3.72008e-44	2.12714e-262	2.68812e+43	1
27	10000000	0.999996	3.98107e-06	100	0.464699	0.0802574	0	1	3.72008e-44	2.12714e-262	2.68812e+43	1
28	10000000	0.999995	5.01187e-06	100	0.464699	0.0802571	0	1	3.72008e-44	2.12713e-262	2.68812e+43	1
29	10000000	0.999994	6.30957e-06	100	0.4647	0.0802569	0	1	3.72008e-44	2.12713e-262	2.68812e+43	1
30	10000000	0.999992	7.94328e-06	100	0.464701	0.0802566	0	1	3.72008e-44	2.12712e-262	2.68812e+43	1
31	10000000	0.99999	1e-05	100	0.464702	0.0802561	0	1	3.72008e-44	2.12711e-262	2.68812e+43	1
32	10000000	0.999987	1.25893e-05	100	0.464703	0.0802556	0	1	3.72008e-44	2.12709e-262	2.68812e+43	1
33	10000000	0.999984	1.58489e-05	100	0.464704	0.080255	0	1	3.72008e-44	2.12707e-262	2.68812e+43	1
34	10000000	0.99998	1.99526e-05	100	0.464706	0.0802541	0	1	3.72008e-44	2.12705e-262	2.68812e+43	1
35	10000000	0.999975	2.51189e-05	100	0.464709	0.0802531	0	1	3.72008e-44	2.12702e-262	2.68812e+43	1
36	10000000	0.999968	3.16228e-05	100	0.464712	0.0802518	0	1	3.72008e-44	2.12699e-262	2.68812e+43	1
37	10000000	0.99996	3.98107e-05	100	0.464716	0.0802501	0	1	3.72008e-44	2.12695e-262	2.68812e+43	1
38	10000000	0.99995	5.01187e-05	100	0.46472	0.080248	0	1	3.72008e-44	2.12689e-262	2.68812e+43	1
39	10000000	0.999937	6.30957e-05	100	0.464726	0.0802454	0	1	3.72008e-44	2.12682e-262	2.68812e+43	1
40	10000000	0.999921	7.94328e-05	100	0.464734	0.0802421	0	1	3.72008e-44	2.12673e-262	2.68812e+43	1
41	10000000	0.9999	0.0001	100	0.464744	0.0802379	0	1	3.72008e-44	2.12662e-262	2.68812e+43	1
42	10000000	0.999874	0.000125893	100	0.464756	0.0802327	0	1	3.72008e-44	2.12648e-262	2.68812e+43	1
43	10000000	0.999842	0.000158489	100	0.464771	0.0802261	0	1	3.72008e-44	2.12631e-262	2.68812e+43	1
44	10000000	0.9998	0.000199526	100	0.46479	0.0802178	0	1	3.72008e-44	2.12609e-262	2.68812e+43	1
45	10000000	0.999749	0.000251189	100	0.464814	0.0802073	0	1	3.72008e-44	2.12581e-262	2.68812e+43	1
46	10000000	0.999684	0.000316228	100	0.464844	0.0801941	0	1	3.72008e-44	2.12546e-262	2.68812e+43	1
47	10000000	0.999602	0.000398107	100	0.464882	0.0801776	0	1	3.72008e-44	2.12502e-262	2.68812e+43	1
48	10000000	0.999499	0.000501187	100	0.46493	0.0801567	0	1	3.72008e-44	2.12447e-262	2.68812e+43	1
49	10000000	0.999369	0.000630957	100	0.46499	0.0801304	0	1	3.72008e-44	2.12377e-262	2.68812e+43	1
50	10000000	0.999206	0.000794328	100	0.465066	0.0800974	0	1	3.72008e-44	2.1229e-262	2.68812e+43	1
51	10000000	0.999	0.001	100	0.465162	0.0800558	0	1	3.72008e-44	2.12179e-262	2.68812e+43	1
52	10000000	0.998741	0.00125893	100	0.465283	0.0800034	0	1	3.72008e-44	2.12041e-262	2.68812e+43	1
53	10000000	0.998415	0.00158489	100	0.465435	0.0799374	0	1	3.72008e-44	2.11866e-262	2.68812e+43	1
54	10000000	0.998005	0.00199526	100	0.465626	0.0798544	0	1	3.72008e-44	2.11646e-262	2.68812e+43	1
55	10000000	0.997488	0.00251189	100	0.465867	0.07975	0	1	3.72008e-44	2.11369e-262	2.68812e+43	1
56	10000000	0.996838	0.00316228	100	0.466171	0.0796185	0	1	3.72008e-44	2.11021e-262	2.68812e+43	1
57	10000000	0.996019	0.00398107	100	0.466554	0.079453	0	1	3.72008e-44	2.10582e-262	2.68812e+43	1
58	10000000	0.994988	0.00501187	100	0.467038	0.0792448	0	1	3.72008e-44	2.1003e-262	2.68812e+43	1
59	10000000	0.99369	0.00630957	100	0.467648	0.0789829	0	1	3.72008e-44	2.09336e-262	2.68812e+43	1
60	10000000	0.992057	0.00794328	100	0.468418	0.0786534	0	1	3.72008e-44	2.08463e-262	2.68812e+43	1
