# Filename: vlt_FPquench_vst_3_T_0.5_0.1_P_00.050_lmax10_dl0.008_tmax1_dt00.0001.dat
# Source: vlt_FPquench.c
# Source version: 4 (2011 Mar 28 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6
# Parameter values: iTfrac=0.5, qTfrac=0.1, P=0.05 (Cc=1.10501, K0c=0.295614), lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, tmax=1, dt0=0.0001, a0=1, a03=1, a06=1, CONST=0.6
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	vldens
0	0	0.5	0.5	10	0.382947	0.647715	2.94062e-05	5.73512e-28	0.00379405
1	0.0001	0.1	0.9	0.6	4.98798	1.68733	0.926025	8.38911e-06	0.00369978
2	0.0002	0.1	0.9	0.6	4.98842	1.68748	0.926107	8.52346e-06	0.00368957
3	0.0003	0.1	0.9	0.6	4.98883	1.68761	0.926183	8.63725e-06	0.00368021
4	0.0004	0.1	0.9	0.6	4.98921	1.68775	0.926254	8.73765e-06	0.00367135
6	0.0006	0.1	0.9	0.6	4.98994	1.68799	0.92639	8.91251e-06	0.00365458
8	0.0008	0.1	0.9	0.6	4.99064	1.68823	0.926519	9.06479e-06	0.00363869
10	0.001	0.1	0.9	0.6	4.99131	1.68846	0.926644	9.20207e-06	0.00362343
12	0.0012	0.1	0.9	0.6	4.99196	1.68868	0.926765	9.32849e-06	0.00360867
14	0.0014	0.1	0.9	0.6	4.9926	1.68889	0.926883	9.44656e-06	0.00359432
17	0.0017	0.1	0.9	0.6	4.99353	1.68921	0.927056	9.6116e-06	0.00357345
20	0.002	0.1	0.9	0.6	4.99444	1.68951	0.927225	9.76534e-06	0.00355323
24	0.0024	0.1	0.9	0.6	4.99562	1.68991	0.927443	9.95685e-06	0.00352715
28	0.0028	0.1	0.9	0.6	4.99676	1.6903	0.927656	1.01363e-05	0.00350191
32	0.0032	0.1	0.9	0.6	4.99788	1.69068	0.927864	1.03062e-05	0.00347742
37	0.0037	0.1	0.9	0.6	4.99925	1.69114	0.928118	1.05078e-05	0.00344771
43	0.0043	0.1	0.9	0.592	4.96407	1.67924	0.928989	1.09919e-05	0.00340696
49	0.0049	0.1	0.9	0.592	4.96561	1.67976	0.929278	1.13157e-05	0.00337374
56	0.0056	0.1	0.9	0.592	4.96737	1.68036	0.929606	1.16387e-05	0.00333625
64	0.0064	0.1	0.9	0.592	4.96932	1.68102	0.929971	1.19722e-05	0.00329492
73	0.0073	0.1	0.9	0.592	4.97145	1.68174	0.93037	1.23187e-05	0.00325015
83	0.0083	0.1	0.9	0.592	4.97375	1.68252	0.930801	1.26788e-05	0.00320235
94	0.0094	0.1	0.9	0.592	4.9762	1.68335	0.93126	1.30527e-05	0.00315187
107	0.0107	0.1	0.9	0.592	4.97901	1.68429	0.931785	1.34715e-05	0.00309476
121	0.0121	0.1	0.9	0.592	4.98193	1.68528	0.932332	1.39008e-05	0.00303605
137	0.0137	0.1	0.9	0.592	4.98515	1.68637	0.932935	1.43696e-05	0.0029721
155	0.0155	0.1	0.9	0.592	4.98864	1.68755	0.933587	1.48745e-05	0.00290378
175	0.0175	0.1	0.9	0.592	4.99236	1.68881	0.934284	1.54131e-05	0.00283188
197	0.0197	0.1	0.9	0.592	4.99629	1.69014	0.935019	1.59828e-05	0.00275714
222	0.0222	0.1	0.9	0.584	4.96527	1.67965	0.936677	1.67939e-05	0.00266746
250	0.025	0.1	0.9	0.584	4.96977	1.68117	0.937526	1.77302e-05	0.00258371
282	0.0282	0.1	0.9	0.584	4.97467	1.68283	0.938451	1.8636e-05	0.00249431
318	0.0318	0.1	0.9	0.584	4.97991	1.6846	0.939438	1.95773e-05	0.00240089
357	0.0357	0.1	0.9	0.584	4.98528	1.68641	0.940452	2.05363e-05	0.00230723
402	0.0402	0.1	0.9	0.584	4.99114	1.6884	0.941557	2.15823e-05	0.00220769
452	0.0452	0.1	0.9	0.584	4.99727	1.69047	0.942714	2.26797e-05	0.00210647
508	0.0508	0.1	0.9	0.576	4.9699	1.68121	0.945081	2.42662e-05	0.00199021
572	0.0572	0.1	0.9	0.576	4.9767	1.68351	0.946373	2.57656e-05	0.00188407
642	0.0642	0.1	0.9	0.576	4.98367	1.68587	0.947699	2.7188e-05	0.0017798
722	0.0722	0.1	0.9	0.576	4.99114	1.6884	0.94912	2.86072e-05	0.00167349
811	0.0811	0.1	0.9	0.576	4.99892	1.69103	0.9506	2.99534e-05	0.00156881
911	0.0911	0.1	0.9	0.568	4.97459	1.6828	0.953571	3.17308e-05	0.00144925
1023	0.1023	0.1	0.9	0.568	4.98293	1.68562	0.955169	3.30144e-05	0.00134919
1149	0.1149	0.1	0.9	0.568	4.99173	1.6886	0.956856	3.3989e-05	0.00125189
1290	0.129	0.1	0.9	0.56	4.96933	1.68102	0.960214	3.47725e-05	0.00113953
1449	0.1449	0.1	0.9	0.56	4.97868	1.68418	0.962021	3.52797e-05	0.00105094
1627	0.1627	0.1	0.9	0.56	4.98851	1.68751	0.96392	3.51821e-05	0.000966926
1826	0.1826	0.1	0.9	0.56	4.99883	1.691	0.965914	3.45705e-05	0.000887546
2050	0.205	0.1	0.9	0.552	4.97715	1.68366	0.969449	3.37098e-05	0.000794869
2301	0.2301	0.1	0.9	0.552	4.98789	1.6873	0.971542	3.22197e-05	0.000724717
2583	0.2583	0.1	0.9	0.552	4.99914	1.6911	0.973733	3.02787e-05	0.000657514
2899	0.2899	0.1	0.9	0.544	4.97677	1.68354	0.977161	2.81372e-05	0.000578683
3254	0.3254	0.1	0.9	0.544	4.98802	1.68734	0.97937	2.56158e-05	0.00051755
3652	0.3652	0.1	0.9	0.544	4.9995	1.69123	0.981625	2.28916e-05	0.00045783
4099	0.4099	0.1	0.9	0.536	4.97513	1.68298	0.984687	2.01842e-05	0.000389633
4600	0.46	0.1	0.9	0.536	4.98579	1.68659	0.986796	1.73904e-05	0.000334825
5162	0.5162	0.1	0.9	0.536	4.99618	1.6901	0.988851	1.46487e-05	0.000282104
5793	0.5793	0.1	0.9	0.528	4.96845	1.68072	0.991262	1.21149e-05	0.000226546
6501	0.6501	0.1	0.9	0.528	4.97696	1.6836	0.992959	9.74294e-06	0.000182245
7296	0.7296	0.1	0.9	0.528	4.98465	1.6862	0.994494	7.59942e-06	0.000142373
8187	0.8187	0.1	0.9	0.528	4.99137	1.68848	0.995835	5.73448e-06	0.000107631
9187	0.9187	0.1	0.9	0.528	4.99704	1.69039	0.996965	4.16916e-06	7.83853e-05
