# Filename: vlt_FPquench_vst_3_T_1_0.999_P_00.050_lmax10_dl0.008_tmax100_dt00.0001.dat
# Source: vlt_FPquench.c
# Source version: 4 (2011 Mar 28 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6
# Parameter values: iTfrac=1, qTfrac=0.999, P=0.05 (Cc=1.10501, K0c=0.295614), lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, tmax=100, dt0=0.0001, a0=1, a03=1, a06=1, CONST=0.6
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	vldens
73034	7.3034	0.999	0.001	10	0.378488	1.27907	5.80695e-05	5.73852e-28	0.000902447
81946	8.1946	0.999	0.001	10	0.378516	1.27916	5.80738e-05	5.73899e-28	0.000642332
91946	9.1946	0.999	0.001	10	0.378546	1.27926	5.80783e-05	5.73953e-28	0.000458691
103166	10.3166	0.999	0.001	10	0.378578	1.27937	5.80833e-05	5.74013e-28	0.000329796
115756	11.5756	0.999	0.001	10	0.378613	1.27949	5.80886e-05	5.7408e-28	0.000239365
129881	12.9881	0.999	0.001	10	0.37865	1.27961	5.80943e-05	5.74155e-28	0.000175678
145730	14.573	0.999	0.001	10	0.37869	1.27975	5.81004e-05	5.74239e-28	0.000130497
163513	16.3513	0.999	0.001	10	0.378732	1.27989	5.8107e-05	5.74333e-28	9.81529e-05
183465	18.3465	0.999	0.001	10	0.378778	1.28004	5.81139e-05	5.74437e-28	7.47665e-05
205852	20.5852	0.999	0.001	10	0.378827	1.28021	5.81214e-05	5.74555e-28	5.76824e-05
230971	23.0971	0.999	0.001	10	0.378879	1.28039	5.81294e-05	5.74686e-28	4.50763e-05
259155	25.9155	0.999	0.001	10	0.378934	1.28057	5.81379e-05	5.74832e-28	3.56843e-05
290778	29.0778	0.999	0.001	10	0.378994	1.28077	5.8147e-05	5.74996e-28	2.86223e-05
326259	32.6259	0.999	0.001	10	0.379057	1.28099	5.81568e-05	5.75178e-28	2.32664e-05
366070	36.607	0.999	0.001	10	0.379125	1.28122	5.81673e-05	5.75381e-28	1.91719e-05
410738	41.0738	0.999	0.001	10	0.379198	1.28147	5.81785e-05	5.75607e-28	1.60194e-05
460857	46.0857	0.999	0.001	10	0.379277	1.28173	5.81905e-05	5.75858e-28	1.35768e-05
517091	51.7091	0.999	0.001	10	0.379361	1.28202	5.82034e-05	5.76138e-28	1.16743e-05
580187	58.0187	0.999	0.001	2.944	4.99629	16.8845	0.889047	8.13278e-11	3.0782e-06
650982	65.0982	0.999	0.001	2.872	4.99855	16.8921	0.955852	4.58196e-11	1.72672e-06
730414	73.0414	0.999	0.001	2.84	4.97042	16.7971	0.98138	2.27633e-11	8.85293e-07
819539	81.9539	0.999	0.001	2.832	4.9852	16.847	0.992204	9.86549e-12	3.92188e-07
919539	91.9539	0.999	0.001	2.824	4.97018	16.7963	0.997161	3.76077e-12	1.49077e-07
