# Filename: 2DKT_FPquench_vsl_T_1_0.1_lmax10_dl0.00025_tmax10_dt01e-05_BC3_dbug.dat
# Source: 2DKT_FPquench.c
# Source version: 4 (2011 May 26 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: BC=3, iTfrac=1, qTfrac=0.1, lmax=10, lsteps=40000, (dl=0.00025), lpts=40001, ldatamax=100, tmax=10, dt0=1e-05, a0=1, a02=1, a04=1, K0c=0.747853

# time step n_t = 2	t = 2.000000e-05	(dt = 1.000000e-05)
# T/Tc	1-T/Tc	l	K	K/K0	G
0.1	0.9	0	7.47853	1	26.7191
0.1	0.9	0.00025	-7.54949e+06	-1.00949e+06	26.3211
0.1	0.9	0.0005	-2.18595e+104	-2.92297e+103	-52.2619
0.1	0.9	0.00075	inf	inf	37.1994
0.1	0.9	0.001	-nan	-nan	-12.9967
0.1	0.9	0.00125	-nan	-nan	1.85606
0.1	0.9	0.0015	-nan	-nan	0.00061948
0.1	0.9	0.00175	-nan	-nan	0.000611929
0.1	0.9	0.002	-nan	-nan	0.000615762
0.1	0.9	0.00225	-nan	-nan	0.000614714
0.1	0.9	0.0025	-nan	-nan	0.000610064
0.1	0.9	0.00275	-nan	-nan	0.00061553
0.1	0.9	0.003	-nan	-nan	0.00060878
0.1	0.9	0.00325	-nan	-nan	0.000613117
0.1	0.9	0.0035	-nan	-nan	0.000607427
0.1	0.9	0.1	-nan	-nan	0.000388675
0.1	0.9	0.2	-nan	-nan	0.000243924
0.1	0.9	0.3	-nan	-nan	0.000153593
0.1	0.9	0.4	-nan	-nan	9.68333e-05
0.1	0.9	0.5	-nan	-nan	6.11773e-05
0.1	0.9	0.6	-nan	-nan	3.87204e-05
0.1	0.9	0.7	-nan	-nan	2.45482e-05
0.1	0.9	0.8	-nan	-nan	1.55883e-05
0.1	0.9	0.9	-nan	-nan	9.91377e-06
0.1	0.9	1	-nan	-nan	6.31397e-06
0.1	0.9	1.1	-nan	-nan	4.02678e-06
0.1	0.9	1.2	-nan	-nan	2.57142e-06
0.1	0.9	1.3	-nan	-nan	1.64407e-06
0.1	0.9	1.4	-nan	-nan	1.05239e-06
0.1	0.9	1.5	-nan	-nan	6.74388e-07
0.1	0.9	1.6	-nan	-nan	4.32616e-07
0.1	0.9	1.7	-nan	-nan	2.778e-07
0.1	0.9	1.8	-nan	-nan	1.78558e-07
0.1	0.9	1.9	-nan	-nan	1.14875e-07
0.1	0.9	2	-nan	-nan	7.39694e-08
0.1	0.9	2.1	-nan	-nan	4.76698e-08
0.1	0.9	2.2	-nan	-nan	3.07457e-08
0.1	0.9	2.3	-nan	-nan	1.98454e-08
0.1	0.9	2.4	-nan	-nan	1.28191e-08
0.1	0.9	2.5	-nan	-nan	8.28638e-09
0.1	0.9	2.6	-nan	-nan	5.36005e-09
0.1	0.9	2.7	-nan	-nan	3.46943e-09
0.1	0.9	2.8	-nan	-nan	2.24711e-09
0.1	0.9	2.9	-nan	-nan	1.45631e-09
0.1	0.9	3	-nan	-nan	9.44365e-10
0.1	0.9	3.1	-nan	-nan	6.12735e-10
0.1	0.9	3.2	-nan	-nan	3.97781e-10
0.1	0.9	3.3	-nan	-nan	2.58372e-10
0.1	0.9	3.4	-nan	-nan	1.67907e-10
0.1	0.9	3.5	-nan	-nan	1.09171e-10
0.1	0.9	3.6	-nan	-nan	7.10159e-11
0.1	0.9	3.7	-nan	-nan	4.62173e-11
0.1	0.9	3.8	-nan	-nan	3.00918e-11
0.1	0.9	3.9	-nan	-nan	1.96012e-11
0.1	0.9	4	-nan	-nan	1.27732e-11
0.1	0.9	4.1	-nan	-nan	8.32714e-12
0.1	0.9	4.2	-nan	-nan	5.43081e-12
0.1	0.9	4.3	-nan	-nan	3.54325e-12
0.1	0.9	4.4	-nan	-nan	2.31261e-12
0.1	0.9	4.5	-nan	-nan	1.50994e-12
0.1	0.9	4.6	-nan	-nan	9.86219e-13
0.1	0.9	4.7	-nan	-nan	6.44372e-13
0.1	0.9	4.8	-nan	-nan	4.21159e-13
0.1	0.9	4.9	-nan	-nan	2.75358e-13
0.1	0.9	5	-nan	-nan	1.80089e-13
0.1	0.9	5.1	-nan	-nan	1.17818e-13
0.1	0.9	5.2	-nan	-nan	7.71025e-14
0.1	0.9	5.3	-nan	-nan	5.04723e-14
0.1	0.9	5.4	-nan	-nan	3.30493e-14
0.1	0.9	5.5	-nan	-nan	2.16468e-14
0.1	0.9	5.6	-nan	-nan	1.41822e-14
0.1	0.9	5.7	-nan	-nan	9.29419e-15
0.1	0.9	5.8	-nan	-nan	6.09244e-15
0.1	0.9	5.9	-nan	-nan	3.99468e-15
0.1	0.9	6	-nan	-nan	2.61988e-15
0.1	0.9	6.1	-nan	-nan	1.71865e-15
0.1	0.9	6.2	-nan	-nan	1.1277e-15
0.1	0.9	6.3	-nan	-nan	7.40124e-16
0.1	0.9	6.4	-nan	-nan	4.85862e-16
0.1	0.9	6.5	-nan	-nan	3.1902e-16
0.1	0.9	6.6	-nan	-nan	2.09516e-16
0.1	0.9	6.7	-nan	-nan	1.37629e-16
0.1	0.9	6.8	-nan	-nan	9.0426e-17
0.1	0.9	6.9	-nan	-nan	5.94245e-17
0.1	0.9	7	-nan	-nan	3.90593e-17
0.1	0.9	7.1	-nan	-nan	2.56784e-17
0.1	0.9	7.2	-nan	-nan	1.68848e-17
0.1	0.9	7.3	-nan	-nan	1.11047e-17
0.1	0.9	7.4	-nan	-nan	7.30458e-18
0.1	0.9	7.5	-nan	-nan	4.80577e-18
0.1	0.9	7.6	-nan	-nan	3.16234e-18
0.1	0.9	7.7	-nan	-nan	2.08128e-18
0.1	0.9	7.8	-nan	-nan	1.37001e-18
0.1	0.9	7.9	-nan	-nan	9.01973e-19
0.1	0.9	8	-nan	-nan	5.93927e-19
0.1	0.9	8.1	-nan	-nan	3.9115e-19
0.1	0.9	8.2	-nan	-nan	2.57645e-19
0.1	0.9	8.3	-nan	-nan	1.69734e-19
0.1	0.9	8.4	-nan	-nan	1.11836e-19
0.1	0.9	8.5	-nan	-nan	7.36984e-20
