# Filename: 2DKT_FPquench_vst_T_0.95_0.85_lmax10_dl0.008_tmax10000_dt01e-05.dat
# Source: 2DKT_FPquench.c
# Source version: 1 (2011 Jan 12 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: iTfrac=0.95, qTfrac=0.85, lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, tmax=10000, dt0=1e-05, a0=1, a04=1, K0c=0.747853
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	G	vpdens
0	0	0.95	0.05	10	0.749835	0.952518	1.08539e-24	0.000928136
1	1e-05	0.85	0.15	10	0.832909	0.946674	1.12708e-24	0.000927091
2	2e-05	0.85	0.15	10	0.832913	0.946678	1.12708e-24	0.000926847
3	3e-05	0.85	0.15	10	0.832916	0.946682	1.12708e-24	0.000926615
4	4e-05	0.85	0.15	10	0.83292	0.946686	1.12708e-24	0.000926394
6	6e-05	0.85	0.15	10	0.832926	0.946693	1.12708e-24	0.000925973
8	8e-05	0.85	0.15	10	0.832932	0.946699	1.12708e-24	0.000925574
10	0.0001	0.85	0.15	10	0.832937	0.946706	1.12708e-24	0.00092519
12	0.00012	0.85	0.15	10	0.832943	0.946712	1.12708e-24	0.000924818
14	0.00014	0.85	0.15	10	0.832948	0.946718	1.12708e-24	0.000924456
17	0.00017	0.85	0.15	10	0.832956	0.946727	1.12708e-24	0.000923926
20	0.0002	0.85	0.15	10	0.832964	0.946736	1.12708e-24	0.000923409
24	0.00024	0.85	0.15	10	0.832974	0.946748	1.12708e-24	0.000922737
28	0.00028	0.85	0.15	10	0.832984	0.946759	1.12708e-24	0.000922081
32	0.00032	0.85	0.15	10	0.832994	0.94677	1.12708e-24	0.000921438
37	0.00037	0.85	0.15	10	0.833006	0.946784	1.12708e-24	0.00092065
43	0.00043	0.85	0.15	10	0.83302	0.9468	1.12708e-24	0.000919722
49	0.00049	0.85	0.15	10	0.833034	0.946816	1.12708e-24	0.000918813
56	0.00056	0.85	0.15	10	0.83305	0.946834	1.12708e-24	0.000917771
64	0.00064	0.85	0.15	10	0.833068	0.946854	1.12708e-24	0.000916602
73	0.00073	0.85	0.15	10	0.833088	0.946877	1.12708e-24	0.000915311
83	0.00083	0.85	0.15	10	0.83311	0.946902	1.12708e-24	0.000913902
94	0.00094	0.85	0.15	10	0.833134	0.946929	1.12708e-24	0.00091238
107	0.00107	0.85	0.15	10	0.833162	0.946961	1.12708e-24	0.000910613
121	0.00121	0.85	0.15	10	0.833191	0.946994	1.12708e-24	0.000908746
137	0.00137	0.85	0.15	10	0.833225	0.947032	1.12708e-24	0.000906652
155	0.00155	0.85	0.15	10	0.833262	0.947074	1.12708e-24	0.00090434
175	0.00175	0.85	0.15	10	0.833302	0.94712	1.12708e-24	0.00090182
197	0.00197	0.85	0.15	10	0.833346	0.94717	1.12708e-24	0.000899102
222	0.00222	0.85	0.15	10	0.833395	0.947226	1.12708e-24	0.000896075
