# Filename: 2DKT_FPquench_vst_T_0.85_0.95_lmax10_dl0.008_tmax10000_dt01e-05.dat
# Source: 2DKT_FPquench.c
# Source version: 1 (2011 Jan 12 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: iTfrac=0.85, qTfrac=0.95, lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, tmax=10000, dt0=1e-05, a0=1, a04=1, K0c=0.747853
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	G	vpdens
0	0	0.85	0.15	10	0.869079	0.987784	3.11919e-28	0.000307613
1	1e-05	0.95	0.05	10	0.778483	0.98891	3.25847e-28	0.000307159
2	2e-05	0.95	0.05	10	0.778484	0.988911	3.25847e-28	0.000307063
3	3e-05	0.95	0.05	10	0.778486	0.988913	3.25847e-28	0.000306972
4	4e-05	0.95	0.05	10	0.778487	0.988914	3.25847e-28	0.000306886
6	6e-05	0.95	0.05	10	0.778488	0.988916	3.25847e-28	0.000306724
8	8e-05	0.95	0.05	10	0.77849	0.988919	3.25847e-28	0.000306571
10	0.0001	0.95	0.05	10	0.778492	0.988921	3.25847e-28	0.000306425
12	0.00012	0.95	0.05	10	0.778494	0.988923	3.25847e-28	0.000306285
14	0.00014	0.95	0.05	10	0.778495	0.988925	3.25847e-28	0.000306148
17	0.00017	0.95	0.05	10	0.778498	0.988928	3.25847e-28	0.000305949
20	0.0002	0.95	0.05	10	0.7785	0.988931	3.25847e-28	0.000305756
24	0.00024	0.95	0.05	10	0.778503	0.988935	3.25847e-28	0.000305506
28	0.00028	0.95	0.05	10	0.778506	0.988938	3.25847e-28	0.000305263
32	0.00032	0.95	0.05	10	0.778508	0.988942	3.25847e-28	0.000305025
37	0.00037	0.95	0.05	10	0.778512	0.988946	3.25847e-28	0.000304735
43	0.00043	0.95	0.05	10	0.778516	0.988951	3.25847e-28	0.000304394
49	0.00049	0.95	0.05	10	0.77852	0.988956	3.25847e-28	0.000304061
56	0.00056	0.95	0.05	10	0.778525	0.988962	3.25847e-28	0.000303681
64	0.00064	0.95	0.05	10	0.77853	0.988969	3.25847e-28	0.000303255
73	0.00073	0.95	0.05	10	0.778535	0.988976	3.25847e-28	0.000302787
83	0.00083	0.95	0.05	10	0.778541	0.988984	3.25847e-28	0.000302277
94	0.00094	0.95	0.05	10	0.778548	0.988992	3.25847e-28	0.000301727
107	0.00107	0.95	0.05	10	0.778556	0.989002	3.25847e-28	0.000301091
121	0.00121	0.95	0.05	10	0.778564	0.989012	3.25847e-28	0.00030042
137	0.00137	0.95	0.05	10	0.778573	0.989024	3.25847e-28	0.00029967
155	0.00155	0.95	0.05	10	0.778583	0.989037	3.25847e-28	0.000298843
175	0.00175	0.95	0.05	10	0.778594	0.989051	3.25847e-28	0.000297945
