# Filename: 2DKT_FPinject_vst_IC0_T0.1_lmax4_dl0.0032_tmax10000_dt01e-05_linj3_InjConst1e+100.dat
# Source: 2DKT_FPinject.c
# Source version: 3 (2011 Jun 04 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: RESUME=0, IC=0, iTfrac=0.1, qTfrac=0.95, lmax=4, lsteps=1250, (dl=0.0032), lpts=1251, ldatamax=250, linj=3, InjConst=1e+100, tmax=10000, dt0=1e-05, a0=1, a04=1, K0c=0.747853
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	G	vpdens
0	0	0.1	0.9	4	7.47853	1	2.07408e-114	1.23166e-33
1	1e-05	0.95	0.05	4	7.47853	1	2.04814e-114	1.23162e-33
2	2e-05	0.95	0.05	4	7.47853	1	2.04813e-114	1.23158e-33
3	3e-05	0.95	0.05	4	7.47853	1	2.04812e-114	1.23154e-33
4	4e-05	0.95	0.05	4	7.47853	1	2.04812e-114	1.23151e-33
6	6e-05	0.95	0.05	4	7.47853	1	2.0481e-114	1.23144e-33
8	8e-05	0.95	0.05	4	7.47853	1	2.04809e-114	1.23138e-33
10	0.0001	0.95	0.05	4	7.47853	1	2.04807e-114	1.23134e-33
12	0.00012	0.95	0.05	4	7.47853	1	2.04805e-114	1.23136e-33
14	0.00014	0.95	0.05	4	7.47853	1	2.04804e-114	1.23171e-33
17	0.00017	0.95	0.05	4	7.47853	1	2.04802e-114	1.22529e-33
20	0.0002	0.95	0.05	4	7.47853	1	2.04799e-114	1.30273e-33
24	0.00024	0.95	0.05	4	7.47853	1	2.04796e-114	3.32615e-33
28	0.00028	0.95	0.05	4	7.47853	1	2.04793e-114	6.39165e-32
32	0.00032	0.95	0.05	4	7.47853	1	2.0479e-114	1.90144e-30
37	0.00037	0.95	0.05	4	7.47853	1	2.04786e-114	-1.36573e-28
43	0.00043	0.95	0.05	4	7.47853	1	2.04781e-114	-2.3271e-26
49	0.00049	0.95	0.05	4	7.47853	1	2.04777e-114	-3.983e-24
56	0.00056	0.95	0.05	4	7.47853	1	2.04771e-114	1.61063e-21
64	0.00064	0.95	0.05	4	7.47853	1	2.04765e-114	1.53766e-18
73	0.00073	0.95	0.05	4	7.47853	1	2.04758e-114	-3.46376e-15
83	0.00083	0.95	0.05	4	7.47853	1	2.04751e-114	-1.84038e-11
94	0.00094	0.95	0.05	4	7.47827	0.999966	2.04742e-114	2.30602e-07
107	0.00107	0.95	0.05	4	-nan	-nan	-nan	-nan
121	0.00121	0.95	0.05	4	-nan	-nan	-nan	-nan
137	0.00137	0.95	0.05	4	-nan	-nan	-nan	-nan
155	0.00155	0.95	0.05	4	-nan	-nan	-nan	-nan
175	0.00175	0.95	0.05	4	-nan	-nan	-nan	-nan
197	0.00197	0.95	0.05	4	-nan	-nan	-nan	-nan
222	0.00222	0.95	0.05	4	-nan	-nan	-nan	-nan
250	0.0025	0.95	0.05	4	-nan	-nan	-nan	-nan
282	0.00282	0.95	0.05	4	-nan	-nan	-nan	-nan
318	0.00318	0.95	0.05	4	-nan	-nan	-nan	-nan
357	0.00357	0.95	0.05	4	-nan	-nan	-nan	-nan
402	0.00402	0.95	0.05	4	-nan	-nan	-nan	-nan
452	0.00452	0.95	0.05	4	-nan	-nan	-nan	-nan
508	0.00508	0.95	0.05	4	-nan	-nan	-nan	-nan
572	0.00572	0.95	0.05	4	-nan	-nan	-nan	-nan
642	0.00642	0.95	0.05	4	-nan	-nan	-nan	-nan
722	0.00722	0.95	0.05	4	-nan	-nan	-nan	-nan
811	0.00811	0.95	0.05	4	-nan	-nan	-nan	-nan
911	0.00911	0.95	0.05	4	-nan	-nan	-nan	-nan
1023	0.01023	0.95	0.05	4	-nan	-nan	-nan	-nan
1149	0.01149	0.95	0.05	4	-nan	-nan	-nan	-nan
1290	0.0129	0.95	0.05	4	-nan	-nan	-nan	-nan
1449	0.01449	0.95	0.05	4	-nan	-nan	-nan	-nan
1627	0.01627	0.95	0.05	4	-nan	-nan	-nan	-nan
1826	0.01826	0.95	0.05	4	-nan	-nan	-nan	-nan
2050	0.0205	0.95	0.05	4	-nan	-nan	-nan	-nan
2301	0.02301	0.95	0.05	4	-nan	-nan	-nan	-nan
