# Filename: 3Dvlt_macro_Tv_Op12_Cc0.55_lmax10_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=0.55, K0c=0.464697047039484, lmax=10, lsteps=1000000, (dl=1e-05), lpts=1000001, a0=1, a03=1, a06=1
T/Tc	1-T/Tc	l	K	y	e	K/K0	Kr/K0
1	1e-08	10	0.400467	0.0574744	0	0.861782	3.91248e-05	5.03275e-28
1	1.25893e-08	10	0.403847	0.0562622	0	0.869054	3.9455e-05	4.9266e-28
1	1.58489e-08	10	0.408115	0.0547744	0	0.878239	3.9872e-05	4.79632e-28
1	1.99526e-08	10	0.41351	0.0529602	0	0.889848	4.0399e-05	4.63747e-28
1	2.51189e-08	10	0.420333	0.0507664	0	0.904532	4.10657e-05	4.44536e-28
1	3.16228e-08	10	0.428974	0.0481406	0	0.923125	4.19098e-05	4.21544e-28
1	3.98107e-08	10	0.439926	0.0450386	0	0.946693	4.29798e-05	3.94381e-28
1	5.01187e-08	10	0.453825	0.0414332	0	0.976603	4.43377e-05	3.6281e-28
1	6.30957e-08	10	0.471484	0.0373272	0	1.01461	4.6063e-05	3.26856e-28
1	7.94328e-08	10	0.493945	0.0327686	0	1.06294	4.82574e-05	2.86939e-28
1	1e-07	10	0.522528	0.027865	0	1.12445	5.10499e-05	2.44e-28
1	1.25893e-07	10	0.5589	0.0227923	0	1.20272	5.46034e-05	1.99581e-28
1	1.58489e-07	10	0.605121	0.0177897	0	1.30218	5.9119e-05	1.55775e-28
1	1.99526e-07	10	0.663677	0.0131337	0	1.42819	6.48398e-05	1.15005e-28
1	2.51189e-07	10	0.737461	0.00908879	0	1.58697	7.20484e-05	7.95861e-29
1	3.16228e-07	10	0.829698	0.00584571	0	1.78546	8.10597e-05	5.1188e-29
1	3.98107e-07	10	0.943803	0.00347108	0	2.03101	9.22075e-05	3.03945e-29
0.999999	5.01187e-07	10	1.08333	0.00185491	0	2.33126	0.000105839	1.62425e-29
0.999999	6.30957e-07	10	1.25269	0.000792149	0	2.6957	0.000122385	6.93647e-30
0.999999	7.94328e-07	10	1.45617	0.000254633	0	3.13359	0.000142265	2.2297e-30
0.999999	1e-06	10	1.69744	5.83188e-05	0	3.65277	0.000165836	5.10669e-31
0.999999	1.25893e-06	10	1.98073	8.95575e-06	0	4.26242	0.000193513	7.84212e-32
0.999998	1.58489e-06	10	2.31193	8.61163e-07	0	4.97512	0.00022587	7.54078e-33
0.999998	1.99526e-06	10	2.69862	4.79269e-08	0	5.80725	0.000263649	4.19672e-34
0.999997	2.51189e-06	10	3.15	1.40874e-09	0	6.77859	0.000307747	1.23357e-35
0.999997	3.16228e-06	10	3.67688	1.96548e-11	0	7.9124	0.000359222	1.72108e-37
0.999996	3.98107e-06	10	4.29189	1.1491e-13	0	9.23585	0.000419307	1.00621e-39
0.999995	5.01187e-06	10	5.00977	2.43397e-16	0	10.7807	0.000489441	2.13131e-42
0.999994	6.30957e-06	10	5.84772	1.57611e-19	0	12.5839	0.000571307	1.38013e-45
0.999992	7.94328e-06	10	6.82584	2.55906e-23	0	14.6887	0.000666865	2.24085e-49
0.99999	1e-05	10	7.96757	8.26614e-28	0	17.1456	0.000778407	7.23826e-54
0.999987	1.25893e-05	10	9.30027	4.05461e-33	0	20.0134	0.000908605	3.55042e-59
0.999984	1.58489e-05	10	10.8559	2.20338e-39	0	23.3608	0.00106058	1.92939e-65
0.99998	1.99526e-05	10	12.6717	9.18088e-47	0	27.2682	0.00123798	8.03925e-73
0.999975	2.51189e-05	10	14.7913	1.90878e-55	0	31.8292	0.00144504	1.67142e-81
0.999968	3.16228e-05	10	17.2654	1.19922e-65	0	37.153	0.00168674	1.0501e-91
0.99996	3.98107e-05	10	20.1534	1.26785e-77	0	43.3672	0.00196887	1.11019e-103
0.99995	5.01187e-05	10	23.5245	1.13883e-91	0	50.6208	0.00229818	9.97218e-118
0.999937	6.30957e-05	10	27.4596	3.91373e-108	0	59.0876	0.00268257	3.42706e-134
0.999921	7.94328e-05	10	32.053	2.02754e-127	0	68.9706	0.00313126	1.77542e-153
0.9999	0.0001	10	37.4148	5.33784e-150	0	80.5064	0.00365499	4.67408e-176
0.999874	0.000125893	10	43.6738	2.0065e-176	0	93.9716	0.0042663	1.757e-202
0.999842	0.000158489	10	50.9801	2.44603e-207	0	109.689	0.00497986	2.14187e-233
