# Filename: 3Dvlt_macro_T_Cc1.05_lmax100_dl0.001_Op3.dat
# Source: 3Dvlt_macro.c
# Source version: 9 (2011 Aug 17 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=204.013123190187599221, THETA=0.6918
# Parameter values: N=3, Cc=1.05, K0c=0.632049, lmax=100, lsteps=100000, (dl=0.001), lpts=100001, ldatamax=10, a0=1, a03=1, a06=1
# Option values: Op=3
T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	e
0.205672	0.794328	100	8.26085e+43	2.68812e+43	1	0	-1.81914e-15
0.369043	0.630957	100	4.60386e+43	2.68812e+43	0.999999	0	-5.02577e-09
0.498813	0.501187	100	3.40577e+43	2.68783e+43	0.999892	0	-7.79383e-07
0.601893	0.398107	100	2.81902e+43	2.68452e+43	0.998661	0	-9.8894e-06
0.683772	0.316228	100	2.46963e+43	2.67173e+43	0.993904	0	-4.43109e-05
0.748811	0.251189	100	2.2326e+43	2.64504e+43	0.983976	0	-0.000113913
0.800474	0.199526	100	2.05663e+43	2.60467e+43	0.968958	0	-0.000216282
0.841511	0.158489	100	1.91838e+43	2.55413e+43	0.950156	0	-0.000341388
0.874107	0.125893	100	1.8063e+43	2.49807e+43	0.929301	0	-0.000477282
0.9	0.1	100	1.71412e+43	2.4408e+43	0.907997	0	-0.00061361
0.920567	0.0794328	100	1.63794e+43	2.38563e+43	0.887471	0	-0.000742917
0.936904	0.0630957	100	1.57502e+43	2.3347e+43	0.868526	0	-0.000860659
0.949881	0.0501187	100	1.52323e+43	2.2892e+43	0.851598	0	-0.000964653
0.960189	0.0398107	100	1.48077e+43	2.24954e+43	0.836845	0	-0.0010544
0.968377	0.0316228	100	1.44612e+43	2.21564e+43	0.824233	0	-0.0011305
0.974881	0.0251189	100	1.41797e+43	2.18709e+43	0.813614	0	-0.00119412
0.980047	0.0199526	100	1.39518e+43	2.16334e+43	0.80478	0	-0.00124676
0.984151	0.0158489	100	1.37679e+43	2.14377e+43	0.797499	0	-0.00128993
0.987411	0.0125893	100	1.362e+43	2.12777e+43	0.791545	0	-0.0013251
0.99	0.01	100	1.35013e+43	2.11475e+43	0.786704	0	-0.00135361
0.992057	0.00794328	100	1.34062e+43	2.10422e+43	0.782786	0	-0.00137662
0.99369	0.00630957	100	1.33302e+43	2.09573e+43	0.779629	0	-0.00139513
0.994988	0.00501187	100	1.32695e+43	2.08891e+43	0.777091	0	-0.00140998
0.996019	0.00398107	100	1.3221e+43	2.08344e+43	0.775056	0	-0.00142187
0.996838	0.00316228	100	1.31824e+43	2.07907e+43	0.773428	0	-0.00143137
0.997488	0.00251189	100	1.31517e+43	2.07557e+43	0.772127	0	-0.00143896
0.998005	0.00199526	100	1.31272e+43	2.07278e+43	0.771089	0	-0.00144501
0.998415	0.00158489	100	1.31077e+43	2.07055e+43	0.770261	0	-0.00144984
0.998741	0.00125893	100	1.30922e+43	2.06878e+43	0.769602	0	-0.00145368
0.999	0.001	100	1.30799e+43	2.06737e+43	0.769077	0	-0.00145673
1.00126	-0.00125893	100	1.29718e+43	2.05493e+43	0.76445	0	-0.00148363
1.00158	-0.00158489	100	1.29562e+43	2.05312e+43	0.763775	0	-0.00148754
1.002	-0.00199526	100	1.29364e+43	2.05083e+43	0.762924	0	-0.00149249
1.00251	-0.00251189	100	1.29115e+43	2.04793e+43	0.761847	0	-0.00149873
1.00316	-0.00316228	100	1.28801e+43	2.04427e+43	0.760486	0	-0.00150662
1.00398	-0.00398107	100	1.28404e+43	2.03964e+43	0.758762	0	-0.0015166
1.00501	-0.00501187	100	1.27903e+43	2.03376e+43	0.756575	0	-0.00152924
1.00631	-0.00630957	100	1.27269e+43	2.02629e+43	0.753796	0	-0.00154529
1.00794	-0.00794328	100	1.26466e+43	2.01678e+43	0.750257	0	-0.00156569
1.01	-0.01	100	1.25447e+43	2.00462e+43	0.745734	0	-0.0015917
1.01259	-0.0125893	100	1.24153e+43	1.98902e+43	0.739931	0	-0.00162497
1.01585	-0.0158489	100	1.22504e+43	1.96892e+43	0.732451	0	-0.00166769
1.01995	-0.0199526	100	1.20394e+43	1.94283e+43	0.722748	0	-0.00172283
1.02512	-0.0251189	100	1.17685e+43	1.90872e+43	0.71006	0	-0.00179448
1.03162	-0.0316228	100	1.14182e+43	1.86366e+43	0.693297	0	-0.00188831
1.03981	-0.0398107	100	1.09616e+43	1.80334e+43	0.670857	0	-0.00201249
1.05012	-0.0501187	100	1.03595e+43	1.72118e+43	0.640291	0	-0.00217896
1.0631	-0.0630957	100	9.5519e+42	1.60661e+43	0.597672	0	-0.00240588
1.07943	-0.0794328	100	8.4408e+42	1.44155e+43	0.536266	0	-0.002722
1.1	-0.1	100	6.84625e+42	1.1915e+43	0.443248	0	-0.00317548
1.12589	-0.125893	100	4.354e+42	7.75595e+42	0.288527	0	-0.0038551
1.15849	-0.158489	100	nan	nan	nan	nan	nan
1.19953	-0.199526	100	nan	nan	nan	nan	nan
1.25119	-0.251189	100	nan	nan	nan	nan	nan
1.31623	-0.316228	100	nan	nan	nan	nan	nan
1.39811	-0.398107	100	nan	nan	nan	nan	nan
1.50119	-0.501187	100	nan	nan	nan	nan	nan
1.63096	-0.630957	100	nan	nan	nan	nan	nan
1.79433	-0.794328	100	nan	nan	nan	nan	nan
2	-1	100	nan	nan	nan	nan	nan
