# Filename: 3Dvlt_macro_T_Cc1.00_lmax100_dl0.001_Op3.dat
# Source: 3Dvlt_macro.c
# Source version: 9 (2011 Aug 17 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=204.013123190187599221, THETA=0.6918
# Parameter values: N=3, Cc=1, K0c=0.656613, lmax=100, lsteps=100000, (dl=0.001), lpts=100001, ldatamax=10, a0=1, a03=1, a06=1
# Option values: Op=3
T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	e
0.205672	0.794328	100	8.58189e+43	2.68812e+43	1	0	-2.43818e-15
0.369043	0.630957	100	4.78278e+43	2.68811e+43	0.999999	0	-5.76461e-09
0.498813	0.501187	100	3.53809e+43	2.6878e+43	0.999882	0	-8.46671e-07
0.601893	0.398107	100	2.92836e+43	2.68432e+43	0.998587	0	-1.04431e-05
0.683772	0.316228	100	2.56494e+43	2.67103e+43	0.993644	0	-4.65704e-05
0.748811	0.251189	100	2.31787e+43	2.64334e+43	0.983341	0	-0.000119772
0.800474	0.199526	100	2.13419e+43	2.60178e+43	0.967882	0	-0.000226838
0.841511	0.158489	100	1.9898e+43	2.55011e+43	0.948662	0	-0.000357077
0.874107	0.125893	100	1.8728e+43	2.49314e+43	0.927467	0	-0.000498034
0.9	0.1	100	1.77666e+43	2.43522e+43	0.905919	0	-0.000639042
0.920567	0.0794328	100	1.69732e+43	2.37963e+43	0.88524	0	-0.000772494
0.936904	0.0630957	100	1.63188e+43	2.32849e+43	0.866214	0	-0.000893799
0.949881	0.0501187	100	1.57808e+43	2.28291e+43	0.849259	0	-0.00100079
0.960189	0.0398107	100	1.53403e+43	2.24327e+43	0.834514	0	-0.00109304
0.968377	0.0316228	100	1.49812e+43	2.20945e+43	0.82193	0	-0.00117117
0.974881	0.0251189	100	1.46897e+43	2.18101e+43	0.81135	0	-0.00123646
0.980047	0.0199526	100	1.4454e+43	2.15737e+43	0.802559	0	-0.00129044
0.984151	0.0158489	100	1.42639e+43	2.13791e+43	0.79532	0	-0.0013347
0.987411	0.0125893	100	1.4111e+43	2.12201e+43	0.789404	0	-0.00137074
0.99	0.01	100	1.39884e+43	2.10909e+43	0.784597	0	-0.00139995
0.992057	0.00794328	100	1.38903e+43	2.09864e+43	0.780709	0	-0.00142351
0.99369	0.00630957	100	1.38118e+43	2.09022e+43	0.777577	0	-0.00144247
0.994988	0.00501187	100	1.37491e+43	2.08345e+43	0.77506	0	-0.00145767
0.996019	0.00398107	100	1.36991e+43	2.07803e+43	0.773042	0	-0.00146985
0.996838	0.00316228	100	1.36593e+43	2.07369e+43	0.771428	0	-0.00147958
0.997488	0.00251189	100	1.36276e+43	2.07022e+43	0.770139	0	-0.00148735
0.998005	0.00199526	100	1.36023e+43	2.06746e+43	0.76911	0	-0.00149354
0.998415	0.00158489	100	1.35822e+43	2.06525e+43	0.76829	0	-0.00149848
0.998741	0.00125893	100	1.35663e+43	2.0635e+43	0.767636	0	-0.00150241
0.999	0.001	100	1.35536e+43	2.0621e+43	0.767116	0	-0.00150554
1.00126	-0.00125893	100	1.34422e+43	2.04978e+43	0.762533	0	-0.00153306
1.00158	-0.00158489	100	1.3426e+43	2.04798e+43	0.761865	0	-0.00153707
1.002	-0.00199526	100	1.34057e+43	2.04572e+43	0.761022	0	-0.00154212
1.00251	-0.00251189	100	1.338e+43	2.04285e+43	0.759956	0	-0.00154851
1.00316	-0.00316228	100	1.33476e+43	2.03923e+43	0.758608	0	-0.00155658
1.00398	-0.00398107	100	1.33067e+43	2.03464e+43	0.756902	0	-0.00156679
1.00501	-0.00501187	100	1.32551e+43	2.02882e+43	0.754738	0	-0.00157972
1.00631	-0.00630957	100	1.31898e+43	2.02143e+43	0.751989	0	-0.00159614
1.00794	-0.00794328	100	1.31071e+43	2.01202e+43	0.748488	0	-0.001617
1.01	-0.01	100	1.30023e+43	2e+43	0.744016	0	-0.0016436
1.01259	-0.0125893	100	1.28691e+43	1.98459e+43	0.738283	0	-0.0016776
1.01585	-0.0158489	100	1.26994e+43	1.96474e+43	0.730897	0	-0.00172126
1.01995	-0.0199526	100	1.24827e+43	1.939e+43	0.721324	0	-0.00177759
1.02512	-0.0251189	100	1.22045e+43	1.90539e+43	0.70882	0	-0.00185075
1.03162	-0.0316228	100	1.18453e+43	1.86105e+43	0.692325	0	-0.0019465
1.03981	-0.0398107	100	1.13779e+43	1.8018e+43	0.670285	0	-0.00207311
1.05012	-0.0501187	100	1.07629e+43	1.72131e+43	0.640339	0	-0.00224268
1.0631	-0.0630957	100	9.94072e+42	1.60946e+43	0.598733	0	-0.00247352
1.07943	-0.0794328	100	8.81502e+42	1.44914e+43	0.53909	0	-0.00279451
1.1	-0.1	100	7.21215e+42	1.20823e+43	0.449469	0	-0.00325376
1.12589	-0.125893	100	4.74644e+42	8.13871e+42	0.302766	0	-0.00393911
1.15849	-0.158489	100	nan	nan	nan	nan	nan
1.19953	-0.199526	100	nan	nan	nan	nan	nan
1.25119	-0.251189	100	nan	nan	nan	nan	nan
1.31623	-0.316228	100	nan	nan	nan	nan	nan
1.39811	-0.398107	100	nan	nan	nan	nan	nan
1.50119	-0.501187	100	nan	nan	nan	nan	nan
1.63096	-0.630957	100	nan	nan	nan	nan	nan
1.79433	-0.794328	100	nan	nan	nan	nan	nan
2	-1	100	nan	nan	nan	nan	nan
