# Filename: 2Dvpt_constT_0.8_lmax10_dl0.008.dat
# Source: 2Dvpt_constT.c
# Source version: 2 (2011 Jun 16 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, a0=1, a02=1, a04=1, K0c=0.747853
# Option values: Op=1
T/Tc	1-T/Tc	l	K	K/K0	y	G
0.8	0.2	0.04	0.934409	0.999564	0.00955606	7.78163e-05
0.8	0.2	0.08	0.934031	0.99916	0.00920529	6.1532e-05
0.8	0.2	0.12	0.93368	0.998785	0.0088678	4.86598e-05
0.8	0.2	0.16	0.933355	0.998437	0.00854305	3.84837e-05
0.8	0.2	0.2	0.933054	0.998115	0.00823051	3.04381e-05
0.8	0.2	0.24	0.932774	0.997815	0.0079297	2.40763e-05
0.8	0.2	0.28	0.932515	0.997538	0.00764014	1.90455e-05
0.8	0.2	0.32	0.932274	0.99728	0.00736138	1.50668e-05
0.8	0.2	0.36	0.932051	0.997042	0.007093	1.192e-05
0.8	0.2	0.4	0.931843	0.99682	0.00683459	9.43093e-06
0.8	0.2	0.44	0.931651	0.996614	0.00658577	7.46198e-06
0.8	0.2	0.48	0.931472	0.996423	0.00634614	5.90438e-06
0.8	0.2	0.52	0.931307	0.996246	0.00611537	4.67211e-06
0.8	0.2	0.56	0.931153	0.996081	0.00589311	3.69717e-06
0.8	0.2	0.6	0.93101	0.995928	0.00567903	2.92578e-06
0.8	0.2	0.64	0.930877	0.995787	0.00547283	2.31542e-06
0.8	0.2	0.68	0.930754	0.995655	0.00527419	1.83244e-06
0.8	0.2	0.72	0.93064	0.995533	0.00508284	1.45026e-06
0.8	0.2	0.76	0.930534	0.995419	0.0048985	1.14781e-06
0.8	0.2	0.8	0.930435	0.995314	0.00472091	9.08467e-07
0.8	0.2	0.84	0.930344	0.995216	0.00454981	7.19047e-07
0.8	0.2	0.88	0.930259	0.995125	0.00438496	5.69134e-07
