# Filename: 2Dvpt_constT_0_lmax10_dl0.008.dat
# Source: 2Dvpt_constT.c
# Source version: 2 (2011 Jun 16 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, a0=1, a02=1, a04=1, K0c=0.747853
# Option values: Op=1
T/Tc	1-T/Tc	l	K	K/K0	y	G
0	1	0.04	-nan	-nan	-nan	-nan
0	1	0.08	-nan	-nan	-nan	-nan
0	1	0.12	-nan	-nan	-nan	-nan
0	1	0.16	-nan	-nan	-nan	-nan
0	1	0.2	-nan	-nan	-nan	-nan
0	1	0.24	-nan	-nan	-nan	-nan
0	1	0.28	-nan	-nan	-nan	-nan
0	1	0.32	-nan	-nan	-nan	-nan
0	1	0.36	-nan	-nan	-nan	-nan
0	1	0.4	-nan	-nan	-nan	-nan
0	1	0.44	-nan	-nan	-nan	-nan
0	1	0.48	-nan	-nan	-nan	-nan
0	1	0.52	-nan	-nan	-nan	-nan
0	1	0.56	-nan	-nan	-nan	-nan
0	1	0.6	-nan	-nan	-nan	-nan
0	1	0.64	-nan	-nan	-nan	-nan
0	1	0.68	-nan	-nan	-nan	-nan
0	1	0.72	-nan	-nan	-nan	-nan
0	1	0.76	-nan	-nan	-nan	-nan
0	1	0.8	-nan	-nan	-nan	-nan
0	1	0.84	-nan	-nan	-nan	-nan
0	1	0.88	-nan	-nan	-nan	-nan
0	1	0.92	-nan	-nan	-nan	-nan
0	1	0.96	-nan	-nan	-nan	-nan
0	1	1	-nan	-nan	-nan	-nan
0	1	1.04	-nan	-nan	-nan	-nan
0	1	1.08	-nan	-nan	-nan	-nan
0	1	1.12	-nan	-nan	-nan	-nan
0	1	1.16	-nan	-nan	-nan	-nan
0	1	1.2	-nan	-nan	-nan	-nan
0	1	1.24	-nan	-nan	-nan	-nan
0	1	1.28	-nan	-nan	-nan	-nan
0	1	1.32	-nan	-nan	-nan	-nan
0	1	1.36	-nan	-nan	-nan	-nan
0	1	1.4	-nan	-nan	-nan	-nan
0	1	1.44	-nan	-nan	-nan	-nan
0	1	1.48	-nan	-nan	-nan	-nan
0	1	1.52	-nan	-nan	-nan	-nan
0	1	1.56	-nan	-nan	-nan	-nan
0	1	1.6	-nan	-nan	-nan	-nan
0	1	1.64	-nan	-nan	-nan	-nan
0	1	1.68	-nan	-nan	-nan	-nan
0	1	1.72	-nan	-nan	-nan	-nan
0	1	1.76	-nan	-nan	-nan	-nan
0	1	1.8	-nan	-nan	-nan	-nan
0	1	1.84	-nan	-nan	-nan	-nan
0	1	1.88	-nan	-nan	-nan	-nan
0	1	1.92	-nan	-nan	-nan	-nan
0	1	1.96	-nan	-nan	-nan	-nan
0	1	2	-nan	-nan	-nan	-nan
0	1	2.04	-nan	-nan	-nan	-nan
0	1	2.08	-nan	-nan	-nan	-nan
0	1	2.12	-nan	-nan	-nan	-nan
0	1	2.16	-nan	-nan	-nan	-nan
0	1	2.2	-nan	-nan	-nan	-nan
0	1	2.24	-nan	-nan	-nan	-nan
0	1	2.28	-nan	-nan	-nan	-nan
0	1	2.32	-nan	-nan	-nan	-nan
0	1	2.36	-nan	-nan	-nan	-nan
0	1	2.4	-nan	-nan	-nan	-nan
0	1	2.44	-nan	-nan	-nan	-nan
0	1	2.48	-nan	-nan	-nan	-nan
0	1	2.52	-nan	-nan	-nan	-nan
0	1	2.56	-nan	-nan	-nan	-nan
0	1	2.6	-nan	-nan	-nan	-nan
0	1	2.64	-nan	-nan	-nan	-nan
0	1	2.68	-nan	-nan	-nan	-nan
0	1	2.72	-nan	-nan	-nan	-nan
0	1	2.76	-nan	-nan	-nan	-nan
0	1	2.8	-nan	-nan	-nan	-nan
0	1	2.84	-nan	-nan	-nan	-nan
0	1	2.88	-nan	-nan	-nan	-nan
0	1	2.92	-nan	-nan	-nan	-nan
0	1	2.96	-nan	-nan	-nan	-nan
0	1	3	-nan	-nan	-nan	-nan
0	1	3.04	-nan	-nan	-nan	-nan
0	1	3.08	-nan	-nan	-nan	-nan
0	1	3.12	-nan	-nan	-nan	-nan
0	1	3.16	-nan	-nan	-nan	-nan
0	1	3.2	-nan	-nan	-nan	-nan
0	1	3.24	-nan	-nan	-nan	-nan
0	1	3.28	-nan	-nan	-nan	-nan
0	1	3.32	-nan	-nan	-nan	-nan
0	1	3.36	-nan	-nan	-nan	-nan
0	1	3.4	-nan	-nan	-nan	-nan
0	1	3.44	-nan	-nan	-nan	-nan
0	1	3.48	-nan	-nan	-nan	-nan
0	1	3.52	-nan	-nan	-nan	-nan
0	1	3.56	-nan	-nan	-nan	-nan
0	1	3.6	-nan	-nan	-nan	-nan
0	1	3.64	-nan	-nan	-nan	-nan
0	1	3.68	-nan	-nan	-nan	-nan
0	1	3.72	-nan	-nan	-nan	-nan
0	1	3.76	-nan	-nan	-nan	-nan
0	1	3.8	-nan	-nan	-nan	-nan
0	1	3.84	-nan	-nan	-nan	-nan
0	1	3.88	-nan	-nan	-nan	-nan
0	1	3.92	-nan	-nan	-nan	-nan
0	1	3.96	-nan	-nan	-nan	-nan
0	1	4	-nan	-nan	-nan	-nan
0	1	4.04	-nan	-nan	-nan	-nan
0	1	4.08	-nan	-nan	-nan	-nan
0	1	4.12	-nan	-nan	-nan	-nan
0	1	4.16	-nan	-nan	-nan	-nan
0	1	4.2	-nan	-nan	-nan	-nan
0	1	4.24	-nan	-nan	-nan	-nan
0	1	4.28	-nan	-nan	-nan	-nan
0	1	4.32	-nan	-nan	-nan	-nan
0	1	4.36	-nan	-nan	-nan	-nan
0	1	4.4	-nan	-nan	-nan	-nan
0	1	4.44	-nan	-nan	-nan	-nan
0	1	4.48	-nan	-nan	-nan	-nan
0	1	4.52	-nan	-nan	-nan	-nan
0	1	4.56	-nan	-nan	-nan	-nan
0	1	4.6	-nan	-nan	-nan	-nan
0	1	4.64	-nan	-nan	-nan	-nan
0	1	4.68	-nan	-nan	-nan	-nan
0	1	4.72	-nan	-nan	-nan	-nan
0	1	4.76	-nan	-nan	-nan	-nan
0	1	4.8	-nan	-nan	-nan	-nan
0	1	4.84	-nan	-nan	-nan	-nan
0	1	4.88	-nan	-nan	-nan	-nan
0	1	4.92	-nan	-nan	-nan	-nan
0	1	4.96	-nan	-nan	-nan	-nan
0	1	5	-nan	-nan	-nan	-nan
