# Filename: 2Dvpt_constT_0.2_lmax10_dl0.008.dat
# Source: 2Dvpt_constT.c
# Source version: 2 (2011 Jun 16 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, a0=1, a02=1, a04=1, K0c=0.747853
# Option values: Op=1
T/Tc	1-T/Tc	l	K	K/K0	y	G
0.2	0.8	0.04	3.73926	1	6.55907e-09	3.66604e-17
0.2	0.8	0.08	3.73926	1	4.44138e-09	1.43239e-17
0.2	0.8	0.12	3.73926	1	3.00741e-09	5.59661e-18
0.2	0.8	0.16	3.73926	1	2.03643e-09	2.1867e-18
0.2	0.8	0.2	3.73926	1	1.37894e-09	8.54382e-19
0.2	0.8	0.24	3.73926	1	9.33726e-10	3.33823e-19
0.2	0.8	0.28	3.73926	1	6.32259e-10	1.30431e-19
0.2	0.8	0.32	3.73926	1	4.28125e-10	5.09617e-20
0.2	0.8	0.36	3.73926	1	2.89898e-10	1.99117e-20
0.2	0.8	0.4	3.73926	1	1.963e-10	7.77985e-21
0.2	0.8	0.44	3.73926	1	1.32922e-10	3.03973e-21
0.2	0.8	0.48	3.73926	1	9.00061e-11	1.18768e-21
0.2	0.8	0.52	3.73926	1	6.09463e-11	4.64048e-22
0.2	0.8	0.56	3.73926	1	4.12689e-11	1.81312e-22
0.2	0.8	0.6	3.73926	1	2.79446e-11	7.08419e-23
0.2	0.8	0.64	3.73926	1	1.89223e-11	2.76792e-23
0.2	0.8	0.68	3.73926	1	1.2813e-11	1.08148e-23
0.2	0.8	0.72	3.73926	1	8.67611e-12	4.22553e-24
0.2	0.8	0.76	3.73926	1	5.8749e-12	1.65099e-24
0.2	0.8	0.8	3.73926	1	3.9781e-12	6.45073e-25
0.2	0.8	0.84	3.73926	1	2.69371e-12	2.52042e-25
0.2	0.8	0.88	3.73926	1	1.82401e-12	9.84774e-26
0.2	0.8	0.92	3.73926	1	1.2351e-12	3.84769e-26
0.2	0.8	0.96	3.73926	1	8.3633e-13	1.50336e-26
0.2	0.8	1	3.73926	1	5.66308e-13	5.87392e-27
0.2	0.8	1.04	3.73926	1	3.83467e-13	2.29505e-27
0.2	0.8	1.08	3.73926	1	2.59659e-13	8.96717e-28
0.2	0.8	1.12	3.73926	1	1.75824e-13	3.50364e-28
0.2	0.8	1.16	3.73926	1	1.19057e-13	1.36894e-28
