# Filename: 2Dvpt_constT_0.4_lmax10_dl0.008.dat
# Source: 2Dvpt_constT.c
# Source version: 2 (2011 Jun 16 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, a0=1, a02=1, a04=1, K0c=0.747853
# Option values: Op=1
T/Tc	1-T/Tc	l	K	K/K0	y	G
0.4	0.6	0.04	1.86963	1	8.4293e-05	6.05475e-09
0.4	0.6	0.08	1.86963	1	7.21938e-05	3.78465e-09
0.4	0.6	0.12	1.86963	1	6.18313e-05	2.36568e-09
0.4	0.6	0.16	1.86963	1	5.29562e-05	1.47872e-09
0.4	0.6	0.2	1.86963	1	4.5355e-05	9.24303e-10
0.4	0.6	0.24	1.86963	1	3.88448e-05	5.77756e-10
0.4	0.6	0.28	1.86963	1	3.32692e-05	3.61139e-10
0.4	0.6	0.32	1.86963	1	2.84938e-05	2.25737e-10
0.4	0.6	0.36	1.86963	1	2.44039e-05	1.41102e-10
0.4	0.6	0.4	1.86963	1	2.0901e-05	8.81988e-11
0.4	0.6	0.44	1.86963	1	1.79009e-05	5.51305e-11
0.4	0.6	0.48	1.86963	1	1.53315e-05	3.44605e-11
0.4	0.6	0.52	1.86963	1	1.31308e-05	2.15403e-11
0.4	0.6	0.56	1.86963	1	1.12461e-05	1.34642e-11
0.4	0.6	0.6	1.86963	1	9.63183e-06	8.4161e-12
0.4	0.6	0.64	1.86963	1	8.2493e-06	5.26066e-12
0.4	0.6	0.68	1.86963	1	7.06522e-06	3.28829e-12
0.4	0.6	0.72	1.86963	1	6.05109e-06	2.05541e-12
0.4	0.6	0.76	1.86963	1	5.18253e-06	1.28478e-12
0.4	0.6	0.8	1.86963	1	4.43865e-06	8.0308e-13
0.4	0.6	0.84	1.86963	1	3.80153e-06	5.01982e-13
0.4	0.6	0.88	1.86963	1	3.25587e-06	3.13775e-13
0.4	0.6	0.92	1.86963	1	2.78853e-06	1.96132e-13
0.4	0.6	0.96	1.86963	1	2.38827e-06	1.22596e-13
0.4	0.6	1	1.86963	1	2.04547e-06	7.66314e-14
0.4	0.6	1.04	1.86963	1	1.75187e-06	4.79001e-14
0.4	0.6	1.08	1.86963	1	1.50041e-06	2.9941e-14
0.4	0.6	1.12	1.86963	1	1.28504e-06	1.87152e-14
0.4	0.6	1.16	1.86963	1	1.10059e-06	1.16984e-14
0.4	0.6	1.2	1.86963	1	9.42615e-07	7.31231e-15
0.4	0.6	1.24	1.86963	1	8.07314e-07	4.57072e-15
0.4	0.6	1.28	1.86963	1	6.91434e-07	2.85703e-15
0.4	0.6	1.32	1.86963	1	5.92188e-07	1.78584e-15
0.4	0.6	1.36	1.86963	1	5.07186e-07	1.11628e-15
0.4	0.6	1.4	1.86963	1	4.34386e-07	6.97755e-16
0.4	0.6	1.44	1.86963	1	3.72035e-07	4.36147e-16
