# Filename: 2Dvpt_constT_0.5_lmax10_dl0.008.dat
# Source: 2Dvpt_constT.c
# Source version: 2 (2011 Jun 16 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, a0=1, a02=1, a04=1, K0c=0.747853
# Option values: Op=1
T/Tc	1-T/Tc	l	K	K/K0	y	G
0.5	0.5	0.04	1.4957	0.999997	0.000559219	2.66488e-07
0.5	0.5	0.08	1.4957	0.999995	0.000501993	1.82987e-07
0.5	0.5	0.12	1.4957	0.999994	0.000450623	1.25651e-07
0.5	0.5	0.16	1.49569	0.999992	0.00040451	8.62801e-08
0.5	0.5	0.2	1.49569	0.999991	0.000363116	5.92455e-08
0.5	0.5	0.24	1.49569	0.99999	0.000325958	4.06818e-08
0.5	0.5	0.28	1.49569	0.99999	0.000292602	2.79348e-08
0.5	0.5	0.32	1.49569	0.999989	0.00026266	1.91819e-08
0.5	0.5	0.36	1.49569	0.999989	0.000235782	1.31715e-08
0.5	0.5	0.4	1.49569	0.999988	0.000211654	9.04444e-09
0.5	0.5	0.44	1.49569	0.999988	0.000189995	6.21051e-09
0.5	0.5	0.48	1.49569	0.999988	0.000170553	4.26455e-09
0.5	0.5	0.52	1.49569	0.999988	0.0001531	2.92832e-09
0.5	0.5	0.56	1.49569	0.999987	0.000137433	2.01078e-09
0.5	0.5	0.6	1.49569	0.999987	0.00012337	1.38073e-09
0.5	0.5	0.64	1.49569	0.999987	0.000110745	9.48103e-10
0.5	0.5	0.68	1.49569	0.999987	9.94125e-05	6.5103e-10
0.5	0.5	0.72	1.49569	0.999987	8.92396e-05	4.4704e-10
0.5	0.5	0.76	1.49569	0.999987	8.01076e-05	3.06968e-10
0.5	0.5	0.8	1.49569	0.999987	7.19102e-05	2.10784e-10
0.5	0.5	0.84	1.49569	0.999987	6.45515e-05	1.44738e-10
0.5	0.5	0.88	1.49569	0.999987	5.79459e-05	9.9387e-11
0.5	0.5	0.92	1.49569	0.999987	5.20163e-05	6.82457e-11
0.5	0.5	0.96	1.49569	0.999987	4.66934e-05	4.6862e-11
