# Filename: vlt_FPquench_vsl_T_0.85_0.1_P_00.050_lmax1_dl0.0008_tmax10000_dt04e-09.dat
# Source: vlt_FPquench.c
# Source version: 1 (2011 Jan 18)
# Parameter values: iTfrac=0.85, qTfrac=0.1, P=0.05 (Cc=1.10502, K0c=0.295611), lmax=1, lsteps=1250, (dl=0.0008), lpts=1251, ldatamax=250, tmax=10000, dt0=4e-09, a0=1, a06=1, THETA=0.6, CONST=1

# time step n = 0	t = 0.000000e+00	(dt = 4.000000e-09)
# T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G
0.85	0.15	0	0.347778	1	0	0.0225298
0.85	0.15	0.004	0.348719	1.00271	0.998702	0.0220296
0.85	0.15	0.008	0.34966	1.00541	0.997401	0.0215397
0.85	0.15	0.012	0.350602	1.00812	0.996096	0.02106
0.85	0.15	0.016	0.351545	1.01083	0.994787	0.0205901
0.85	0.15	0.02	0.352488	1.01354	0.993474	0.0201299
0.85	0.15	0.024	0.353432	1.01626	0.992158	0.0196793
0.85	0.15	0.028	0.354377	1.01897	0.990839	0.019238
0.85	0.15	0.032	0.355322	1.02169	0.989515	0.0188059
0.85	0.15	0.036	0.356268	1.02441	0.988189	0.0183828
0.85	0.15	0.04	0.357215	1.02713	0.986859	0.0179685
0.85	0.15	0.044	0.358162	1.02986	0.985526	0.0175629
0.85	0.15	0.048	0.35911	1.03258	0.984189	0.0171658
0.85	0.15	0.052	0.360058	1.03531	0.982849	0.016777
0.85	0.15	0.056	0.361007	1.03804	0.981507	0.0163965
0.85	0.15	0.06	0.361957	1.04077	0.980161	0.0160239
0.85	0.15	0.064	0.362908	1.0435	0.978812	0.0156592
0.85	0.15	0.068	0.363859	1.04624	0.97746	0.0153023
0.85	0.15	0.072	0.364811	1.04898	0.976105	0.0149529
0.85	0.15	0.076	0.365764	1.05172	0.974747	0.0146109
0.85	0.15	0.08	0.366717	1.05446	0.973387	0.0142763
0.85	0.15	0.084	0.367671	1.0572	0.972023	0.0139487
0.85	0.15	0.088	0.368626	1.05995	0.970657	0.0136282
0.85	0.15	0.092	0.369582	1.06269	0.969289	0.0133145
0.85	0.15	0.096	0.370538	1.06544	0.967918	0.0130076
0.85	0.15	0.1	0.371495	1.0682	0.966544	0.0127072
0.85	0.15	0.104	0.372453	1.07095	0.965168	0.0124133
0.85	0.15	0.108	0.373412	1.07371	0.96379	0.0121258
0.85	0.15	0.112	0.374372	1.07647	0.962409	0.0118445
0.85	0.15	0.116	0.375332	1.07923	0.961026	0.0115693
0.85	0.15	0.12	0.376293	1.08199	0.959641	0.0113
0.85	0.15	0.124	0.377255	1.08476	0.958253	0.0110366
0.85	0.15	0.128	0.378218	1.08753	0.956864	0.0107789
0.85	0.15	0.132	0.379182	1.0903	0.955473	0.0105269
0.85	0.15	0.136	0.380146	1.09307	0.954079	0.0102804
0.85	0.15	0.14	0.381112	1.09585	0.952684	0.0100392
0.85	0.15	0.144	0.382078	1.09863	0.951287	0.00980337
0.85	0.15	0.148	0.383045	1.10141	0.949888	0.00957271
0.85	0.15	0.152	0.384014	1.10419	0.948487	0.00934713
0.85	0.15	0.156	0.384983	1.10698	0.947085	0.00912652
