# Filename: vlt_FPquench_vst_T_1_0.1_P_00.050_lmax1_dl0.0008_tmax10000_dt04e-09.dat
# Source: vlt_FPquench.c
# Source version: 1 (2011 Jan 18)
# Parameter values: iTfrac=1, qTfrac=0.1, P=0.05 (Cc=1.10502, K0c=0.295611), lmax=1, lsteps=1250, (dl=0.0008), lpts=1251, ldatamax=250, tmax=10000, dt0=4e-09, a0=1, a06=1, THETA=0.6, CONST=1
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	vldens
0	0	1	0	1	0.376362	1.27316	0.468371	0.00014807	0.190841
1	4e-09	0.1	0.9	1	0.649262	0.219634	0.0468371	0.000148897	0.19084
2	8e-09	0.1	0.9	1	0.649261	0.219633	0.0468371	0.000149022	0.19084
3	1.2e-08	0.1	0.9	1	0.64926	0.219633	0.0807985	0.000149128	0.19084
4	1.6e-08	0.1	0.9	1	0.64926	0.219633	0.0807985	0.000149221	0.19084
6	2.4e-08	0.1	0.9	1	0.649258	0.219632	0.0807985	0.000149382	0.19084
8	3.2e-08	0.1	0.9	1	0.649257	0.219632	0.0807985	0.00014952	0.19084
10	4e-08	0.1	0.9	1	0.649256	0.219631	0.0807985	0.000149643	0.19084
12	4.8e-08	0.1	0.9	1	0.649254	0.219631	0.0807985	0.000149755	0.19084
14	5.6e-08	0.1	0.9	1	0.649253	0.21963	0.0807985	0.000149859	0.19084
17	6.8e-08	0.1	0.9	1	0.649251	0.21963	0.0807985	0.000150001	0.19084
20	8e-08	0.1	0.9	1	0.649249	0.219629	0.0807985	0.000150132	0.19084
24	9.6e-08	0.1	0.9	1	0.649246	0.219628	0.0807985	0.000150293	0.19084
28	1.12e-07	0.1	0.9	1	0.649243	0.219627	0.0807965	0.000150441	0.190839
32	1.28e-07	0.1	0.9	1	0.64924	0.219626	0.0807965	0.000150579	0.190839
37	1.48e-07	0.1	0.9	1	0.649237	0.219625	0.0807965	0.000150741	0.190839
43	1.72e-07	0.1	0.9	1	0.649232	0.219624	0.0807965	0.000150921	0.190839
49	1.96e-07	0.1	0.9	1	0.649228	0.219622	0.0807965	0.000151089	0.190839
56	2.24e-07	0.1	0.9	1	0.649223	0.219621	0.0807965	0.000151274	0.190839
64	2.56e-07	0.1	0.9	1	0.649218	0.219619	0.0807965	0.000151471	0.190839
73	2.92e-07	0.1	0.9	1	0.649211	0.219616	0.0807965	0.000151679	0.190839
83	3.32e-07	0.1	0.9	1	0.649204	0.219614	0.0807965	0.000151896	0.190838
94	3.76e-07	0.1	0.9	1	0.649197	0.219611	0.0807965	0.00015212	0.190838
107	4.28e-07	0.1	0.9	1	0.649188	0.219608	0.0807965	0.000152369	0.190838
121	4.84e-07	0.1	0.9	1	0.649178	0.219605	0.0807965	0.000152622	0.190838
137	5.48e-07	0.1	0.9	1	0.649167	0.219601	0.0807965	0.000152894	0.190837
155	6.2e-07	0.1	0.9	1	0.649154	0.219597	0.0807965	0.000153182	0.190837
175	7e-07	0.1	0.9	1	0.64914	0.219592	0.0807965	0.000153483	0.190837
197	7.88e-07	0.1	0.9	1	0.649125	0.219587	0.0807965	0.000153796	0.190836
222	8.88e-07	0.1	0.9	1	0.649107	0.219581	0.0807965	0.000154132	0.190836
250	1e-06	0.1	0.9	1	0.649088	0.219575	0.0807965	0.000154487	0.190835
282	1.128e-06	0.1	0.9	1	0.649065	0.219567	0.0807769	0.00015487	0.190835
318	1.272e-06	0.1	0.9	1	0.64904	0.219559	0.0807769	0.000155277	0.190834
357	1.428e-06	0.1	0.9	1	0.649013	0.219549	0.0807769	0.000155693	0.190833
402	1.608e-06	0.1	0.9	1	0.648982	0.219539	0.0807769	0.000156148	0.190832
452	1.808e-06	0.1	0.9	1	0.648947	0.219527	0.0807769	0.000156625	0.190831
508	2.032e-06	0.1	0.9	1	0.648908	0.219514	0.0807769	0.000157131	0.19083
572	2.288e-06	0.1	0.9	1	0.648863	0.219499	0.0807769	0.000157677	0.190829
642	2.568e-06	0.1	0.9	1	0.648814	0.219482	0.0807769	0.000158243	0.190828
722	2.888e-06	0.1	0.9	1	0.648759	0.219463	0.0807769	0.000158855	0.190826
811	3.244e-06	0.1	0.9	1	0.648697	0.219442	0.0807769	0.000159499	0.190824
911	3.644e-06	0.1	0.9	1	0.648627	0.219419	0.0807769	0.000160185	0.190823
1023	4.092e-06	0.1	0.9	1	0.648549	0.219393	0.0807769	0.000160913	0.19082
1149	4.596e-06	0.1	0.9	1	0.648462	0.219363	0.0807769	0.000161689	0.190818
1290	5.16e-06	0.1	0.9	1	0.648364	0.21933	0.0807769	0.000162512	0.190815
1449	5.796e-06	0.1	0.9	1	0.648254	0.219293	0.0807769	0.000163393	0.190813
1627	6.508e-06	0.1	0.9	1	0.64813	0.219251	0.0807769	0.000164328	0.190809
1826	7.304e-06	0.1	0.9	1	0.647993	0.219204	0.0807769	0.000165319	0.190806
2050	8.2e-06	0.1	0.9	1	0.647838	0.219152	0.0807769	0.000166379	0.190802
2301	9.204e-06	0.1	0.9	1	0.647664	0.219093	0.0807769	0.000167507	0.190797
2583	1.0332e-05	0.1	0.9	1	0.647469	0.219027	0.0805827	0.000168711	0.190792
2899	1.1596e-05	0.1	0.9	1	0.647251	0.218953	0.0805827	0.000169993	0.190787
3254	1.3016e-05	0.1	0.9	1	0.647006	0.218871	0.0805827	0.000171363	0.19078
3652	1.4608e-05	0.1	0.9	1	0.646732	0.218778	0.0805827	0.000172824	0.190774
4099	1.6396e-05	0.1	0.9	1	0.646424	0.218674	0.0805827	0.000174386	0.190766
4600	1.84e-05	0.1	0.9	1	0.646079	0.218557	0.0805827	0.000176053	0.190758
5162	2.0648e-05	0.1	0.9	1	0.645693	0.218426	0.0805827	0.000177835	0.190748
5793	2.3172e-05	0.1	0.9	1	0.64526	0.21828	0.0805827	0.000179743	0.190738
6501	2.6004e-05	0.1	0.9	1	0.644774	0.218115	0.0805827	0.000181786	0.190727
7296	2.9184e-05	0.1	0.9	1	0.644229	0.217931	0.0805827	0.000183976	0.190714
8187	3.2748e-05	0.1	0.9	1	0.643618	0.217724	0.0805827	0.000186321	0.190701
9187	3.6748e-05	0.1	0.9	1	0.642933	0.217493	0.0805827	0.000188839	0.190686
10309	4.1236e-05	0.1	0.9	1	0.642166	0.217233	0.0805827	0.000191542	0.190669
11568	4.6272e-05	0.1	0.9	1	0.641305	0.216942	0.0805827	0.000194448	0.190651
12980	5.192e-05	0.1	0.9	1	0.640341	0.216616	0.0805827	0.000197573	0.190631
14565	5.826e-05	0.1	0.9	1	0.639258	0.21625	0.0805827	0.000200941	0.19061
16343	6.5372e-05	0.1	0.9	1	0.638045	0.215839	0.0805827	0.000204572	0.190587
18339	7.3356e-05	0.1	0.9	1	0.636684	0.215379	0.0805827	0.000208493	0.190562
20577	8.2308e-05	0.1	0.9	1	0.635158	0.214862	0.0805827	0.00021273	0.190535
23089	9.2356e-05	0.1	0.9	1	0.633446	0.214283	0.0805827	0.000217317	0.190507
25908	0.000103632	0.1	0.9	1	0.631525	0.213634	0.0786683	0.000222291	0.190476
29070	0.00011628	0.1	0.9	1	0.629371	0.212905	0.0786683	0.000227691	0.190444
32618	0.000130472	0.1	0.9	1	0.626953	0.212087	0.0786683	0.000233564	0.190411
36599	0.000146396	0.1	0.9	1	0.624241	0.211169	0.0786683	0.000239965	0.190377
