# Filename: 3Dvlt_macro_Tv_Op12_Cc0.55_lmax10_dl1e-05.dat
# Source: 3Dvlt_macro.c
# Source version: 10 (2012 Jul 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, A3=41.3417022403997549418, THETA=0.6
# Parameter values: OpA=1, OpB=2, N=3, Cc=0.55, K0c=0.464697047039484, lmax=10, lsteps=1000000, (dl=1e-05), lpts=1000001, a0=1, a03=1, a06=1
Data-pt	l-Step	T/Tc	1-T/Tc	l	K	y	e	K/K0	Ks/K0	G	a/a0	ac'/a
1	1000000	1	1e-08	10	0.400467	0.0574744	-0.0748458	0.861782	3.91248e-05	5.03275e-28	22026.5	0.577484
2	1000000	1	1.25893e-08	10	0.403847	0.0562622	-0.0748458	0.869054	3.9455e-05	4.9266e-28	22026.5	0.580404
3	1000000	1	1.58489e-08	10	0.408115	0.0547744	-0.0748458	0.878239	3.9872e-05	4.79632e-28	22026.5	0.584076
4	1000000	1	1.99526e-08	10	0.41351	0.0529602	-0.0748458	0.889848	4.0399e-05	4.63747e-28	22026.5	0.588696
5	1000000	1	2.51189e-08	10	0.420333	0.0507664	-0.0748458	0.904532	4.10657e-05	4.44536e-28	22026.5	0.594506
6	1000000	1	3.16228e-08	10	0.428974	0.0481406	-0.0748458	0.923125	4.19098e-05	4.21544e-28	22026.5	0.601808
7	1000000	1	3.98107e-08	10	0.439926	0.0450386	-0.0748458	0.946693	4.29798e-05	3.94381e-28	22026.5	0.610981
8	1000000	1	5.01187e-08	10	0.453825	0.0414332	-0.0748458	0.976603	4.43377e-05	3.6281e-28	22026.5	0.622491
9	1000000	1	6.30957e-08	10	0.471484	0.0373272	-0.0748458	1.01461	4.6063e-05	3.26856e-28	22026.5	0.636913
10	1000000	1	7.94328e-08	10	0.493945	0.0327686	-0.0748457	1.06294	4.82574e-05	2.86939e-28	22026.5	0.654948
11	1000000	1	1e-07	10	0.522528	0.027865	-0.0748457	1.12445	5.10499e-05	2.44e-28	22026.5	0.677432
12	1000000	1	1.25893e-07	10	0.5589	0.0227923	-0.0748457	1.20272	5.46034e-05	1.99581e-28	22026.5	0.705343
13	1000000	1	1.58489e-07	10	0.605121	0.0177897	-0.0748457	1.30218	5.9119e-05	1.55775e-28	22026.5	0.739785
14	1000000	1	1.99526e-07	10	0.663677	0.0131337	-0.0748457	1.42819	6.48398e-05	1.15005e-28	22026.5	0.781941
15	1000000	1	2.51189e-07	10	0.737461	0.00908879	-0.0748457	1.58697	7.20484e-05	7.95861e-29	22026.5	0.832997
16	1000000	1	3.16228e-07	10	0.829698	0.00584571	-0.0748457	1.78546	8.10597e-05	5.1188e-29	22026.5	0.89403
17	1000000	1	3.98107e-07	10	0.943803	0.00347108	-0.0748456	2.03101	9.22075e-05	3.03945e-29	22026.5	0.965893
18	1000000	0.999999	5.01187e-07	10	1.08333	0.00185491	-0.0748456	2.33126	0.000105839	1.62425e-29	22026.5	1
19	1000000	0.999999	6.30957e-07	10	1.25269	0.000792149	-0.0748455	2.6957	0.000122385	6.93647e-30	22026.5	1
20	1000000	0.999999	7.94328e-07	10	1.45617	0.000254633	-0.0748455	3.13359	0.000142265	2.2297e-30	22026.5	1
21	1000000	0.999999	1e-06	10	1.69744	5.83188e-05	-0.0748454	3.65277	0.000165836	5.10669e-31	22026.5	1
22	1000000	0.999999	1.25893e-06	10	1.98073	8.95575e-06	-0.0748453	4.26242	0.000193513	7.84212e-32	22026.5	1
23	1000000	0.999998	1.58489e-06	10	2.31193	8.61163e-07	-0.0748452	4.97512	0.00022587	7.54078e-33	22026.5	1
24	1000000	0.999998	1.99526e-06	10	2.69862	4.79269e-08	-0.074845	5.80725	0.000263649	4.19672e-34	22026.5	1
25	1000000	0.999997	2.51189e-06	10	3.15	1.40874e-09	-0.0748448	6.77859	0.000307747	1.23357e-35	22026.5	1
