# Filename: 3Dvlt_constT_1.010_Cc1.10_lmax10_dl0.001_Op1.dat
# Source: 3Dvlt_constT.c
# Source version: 9 (2011 Sep 02 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6
# Parameter values: N=3, Tfrac=1.01, tempv=-0.01, Cc=1.1, K0c=0.296469, lmax=10, lsteps=10000, (dl=0.001), lpts=10001, ldatamax=250, a0=1, a03=1, a06=1
# Option values: Op=1
T/Tc	1-T/Tc	l	K	y	e	K/K0	Kr/K0	G
1.01	-0.01	0	0.293534	0.0413052	0	1	1	0.0413052
1.01	-0.01	0.04	0.299272	0.0428879	-0.00498727	1.01955	0.979573	0.0337368
1.01	-0.01	0.08	0.304767	0.0444203	-0.00957438	1.03827	0.958442	0.0274865
1.01	-0.01	0.12	0.310004	0.0458991	-0.0137832	1.05611	0.936687	0.0223415
1.01	-0.01	0.16	0.314975	0.0473219	-0.0176361	1.07305	0.914391	0.0181192
1.01	-0.01	0.2	0.319673	0.048687	-0.0211556	1.08905	0.89164	0.0146642
1.01	-0.01	0.24	0.324093	0.0499939	-0.024364	1.10411	0.868523	0.0118449
1.01	-0.01	0.28	0.328233	0.0512425	-0.0272834	1.11821	0.845127	0.00955027
1.01	-0.01	0.32	0.332093	0.0524338	-0.029935	1.13136	0.821539	0.00768716
1.01	-0.01	0.36	0.335676	0.0535692	-0.0323397	1.14357	0.797841	0.00617788
1.01	-0.01	0.4	0.338986	0.0546507	-0.034517	1.15484	0.774115	0.0049578
1.01	-0.01	0.44	0.342027	0.0556807	-0.0364858	1.16521	0.750435	0.00397345
1.01	-0.01	0.48	0.344807	0.0566622	-0.0382639	1.17468	0.726871	0.00318072
1.01	-0.01	0.52	0.347334	0.0575983	-0.0398678	1.18328	0.703487	0.00254338
1.01	-0.01	0.56	0.349615	0.0584923	-0.0413131	1.19106	0.680342	0.00203175
