# Filename: 2DKT_FPquench_inject_SteadyState_vsl_T_1_lmax10_dl0.008_linj3_InjConst1_dGdl0-0.01.dat
# Source: 2DKT_FPquench.c
# Source version: 1 (2011 May 11 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: iTfrac=1, qTfrac=0.95, lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, linj=3, InjConst=1, dGdl0=-0.01, tmax=10000, dt0=1e-05, a0=1, a04=1, K0c=0.747853

# time step n = 0	t = 0.000000e+00	(dt = 1.000000e-05)
# T/Tc	1-T/Tc	l	K	K/K0	G
1	0	0	0.747853	1	0.000622969
1	0	0.04	0.746571	0.998286	0.000258375
1	0	0.08	0.746227	0.997826	-4.37766e-05
1	0	0.12	0.746949	0.998791	-0.000294239
1	0	0.16	0.748898	1.0014	-0.000501727
1	0	0.2	0.752276	1.00591	-0.000673297
1	0	0.24	0.757339	1.01268	-0.000814646
1	0	0.28	0.764407	1.02214	-0.000930354
1	0	0.32	0.773892	1.03482	-0.00102407
1	0	0.36	0.786318	1.05143	-0.00109864
1	0	0.4	0.802371	1.0729	-0.00115627
1	0	0.44	0.822954	1.10042	-0.00119856
1	0	0.48	0.849276	1.13562	-0.00122656
1	0	0.52	0.882992	1.1807	-0.00124087
1	0	0.56	0.926407	1.23876	-0.00124158
1	0	0.6	0.982823	1.31419	-0.00122832
1	0	0.64	1.0571	1.41351	-0.0012002
1	0	0.68	1.1566	1.54657	-0.00115584
1	0	0.72	1.29295	1.72888	-0.0010933
1	0	0.76	1.48509	1.9858	-0.00101024
1	0	0.8	1.76525	2.36042	-0.000904181
1	0	0.84	2.19002	2.92841	-0.000773517
1	0	0.88	2.86028	3.82465	-0.000619938
1	0	0.92	3.94945	5.28105	-0.00045316
1	0	0.96	5.71987	7.64838	-0.000295829
1	0	1	8.50525	11.3729	-0.000176542
1	0	1.04	12.8308	17.1568	-0.000104283
1	0	1.08	19.9407	26.6639	-6.28542e-05
1	0	1.12	32.6383	43.6427	-3.70166e-05
1	0	1.16	57.1576	76.4289	-2.07692e-05
1	0	1.2	-118.518	-158.477	-0.00052358
1	0	1.24	-nan	-nan	-nan
1	0	1.28	-nan	-nan	-nan
1	0	1.32	-nan	-nan	-nan
1	0	1.36	-nan	-nan	-nan
1	0	1.4	-nan	-nan	-nan
1	0	1.44	-nan	-nan	-nan
1	0	1.48	-nan	-nan	-nan
1	0	1.52	-nan	-nan	-nan
1	0	1.56	-nan	-nan	-nan
1	0	1.6	-nan	-nan	-nan
1	0	1.64	-nan	-nan	-nan
1	0	1.68	-nan	-nan	-nan
1	0	1.72	-nan	-nan	-nan
1	0	1.76	-nan	-nan	-nan
1	0	1.8	-nan	-nan	-nan
1	0	1.84	-nan	-nan	-nan
1	0	1.88	-nan	-nan	-nan
1	0	1.92	-nan	-nan	-nan
1	0	1.96	-nan	-nan	-nan
1	0	2	-nan	-nan	-nan
1	0	2.04	-nan	-nan	-nan
1	0	2.08	-nan	-nan	-nan
1	0	2.12	-nan	-nan	-nan
1	0	2.16	-nan	-nan	-nan
1	0	2.2	-nan	-nan	-nan
