# Filename: 2DKT_FPquench_inject_SteadyState_vsl_T_1_lmax10_dl0.008_linj3_InjConst1_dGdl00.01.dat
# Source: 2DKT_FPquench.c
# Source version: 1 (2011 May 11 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: iTfrac=1, qTfrac=0.95, lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, linj=3, InjConst=1, dGdl0=0.01, tmax=10000, dt0=1e-05, a0=1, a04=1, K0c=0.747853

# time step n = 0	t = 0.000000e+00	(dt = 1.000000e-05)
# T/Tc	1-T/Tc	l	K	K/K0	G
1	0	0	0.747853	1	0.000622969
1	0	0.04	0.745426	0.996754	0.000987855
1	0	0.08	0.741452	0.99144	0.00129116
1	0	0.12	0.735739	0.983802	0.00154435
1	0	0.16	0.728085	0.973567	0.0017572
1	0	0.2	0.718281	0.960457	0.001938
1	0	0.24	0.706113	0.944187	0.00209386
1	0	0.28	0.691377	0.924483	0.0022309
1	0	0.32	0.673886	0.901094	0.0023544
1	0	0.36	0.653482	0.873811	0.00246902
1	0	0.4	0.630058	0.842489	0.00257887
1	0	0.44	0.603573	0.807075	0.00268765
1	0	0.48	0.574075	0.767631	0.00279874
1	0	0.52	0.541721	0.724368	0.00291524
1	0	0.56	0.506788	0.677658	0.00304005
1	0	0.6	0.469692	0.628053	0.00317588
1	0	0.64	0.430973	0.57628	0.00332525
1	0	0.68	0.391289	0.523216	0.00349046
1	0	0.72	0.351379	0.46985	0.00367358
1	0	0.76	0.31202	0.417221	0.00387636
1	0	0.8	0.273971	0.366343	0.00410023
1	0	0.84	0.237917	0.318133	0.00434618
1	0	0.88	0.204423	0.273347	0.00461478
1	0	0.92	0.173898	0.232529	0.00490615
1	0	0.96	0.146578	0.195999	0.00521995
1	0	1	0.122538	0.163853	0.00555545
1	0	1.04	0.101706	0.135997	0.00591156
1	0	1.08	0.0838991	0.112187	0.00628695
1	0	1.12	0.0688597	0.0920765	0.00668009
1	0	1.16	0.0562864	0.075264	0.00708938
1	0	1.2	0.0458642	0.0613278	0.00751316
1	0	1.24	0.037285	0.049856	0.00794984
1	0	1.28	0.030262	0.0404652	0.00839787
1	0	1.32	0.0245376	0.0328108	0.00885583
1	0	1.36	0.0198866	0.0265916	0.00932241
1	0	1.4	0.0161163	0.0215501	0.00979646
1	0	1.44	0.0130646	0.0174695	0.0102769
1	0	1.48	0.0105966	0.0141693	0.0107629
1	0	1.52	0.00860128	0.0115013	0.0112535
1	0	1.56	0.00698807	0.00934418	0.0117482
1	0	1.6	0.00568324	0.00759941	0.0122463
1	0	1.64	0.00462713	0.00618722	0.0127472
1	0	1.68	0.00377161	0.00504326	0.0132507
1	0	1.72	0.00307789	0.00411563	0.0137562
1	0	1.76	0.00251474	0.00336261	0.0142635
1	0	1.8	0.00205705	0.00275061	0.0147722
1	0	1.84	0.00168463	0.00225262	0.0152823
1	0	1.88	0.00138121	0.0018469	0.0157934
1	0	1.92	0.0011337	0.00151594	0.0163055
1	0	1.96	0.000931554	0.00124564	0.0168183
1	0	2	0.000766252	0.0010246	0.0173317
1	0	2.04	0.000630921	0.000843643	0.0178458
1	0	2.08	0.000519997	0.000695319	0.0183602
1	0	2.12	0.000428975	0.000573609	0.0188751
1	0	2.16	0.000354205	0.000473629	0.0193903
1	0	2.2	0.000292719	0.000391412	0.0199058
1	0	2.24	0.000242106	0.000323735	0.0204216
1	0	2.28	0.000200403	0.000267971	0.0209375
1	0	2.32	0.000166009	0.000221981	0.0214536
1	0	2.36	0.000137618	0.000184017	0.0219699
1	0	2.4	0.000114161	0.000152652	0.0224863
1	0	2.44	9.47657e-05	0.000126717	0.0230028
1	0	2.48	7.87156e-05	0.000105255	0.0235194
1	0	2.52	6.54237e-05	8.7482e-05	0.024036
1	0	2.56	5.4408e-05	7.27523e-05	0.0245528
1	0	2.6	4.52725e-05	6.05366e-05	0.0250695
1	0	2.64	3.76911e-05	5.0399e-05	0.0255864
1	0	2.68	3.13954e-05	4.19808e-05	0.0261032
1	0	2.72	2.61643e-05	3.49859e-05	0.0266201
1	0	2.76	2.18152e-05	2.91704e-05	0.0271371
1	0	2.8	1.81972e-05	2.43326e-05	0.027654
1	0	2.84	1.5186e-05	2.03061e-05	0.028171
1	0	2.88	1.26784e-05	1.6953e-05	0.028688
1	0	2.92	1.05891e-05	1.41594e-05	0.029205
1	0	2.96	8.84761e-06	1.18307e-05	0.029722
1	0	3	7.39529e-06	9.88869e-06	0.030239
