# Filename: 3Dvlt_macro_T_Cc0.30_lmax100_dl0.001_Op3.dat
# Source: 3Dvlt_macro.c
# Source version: 9 (2011 Aug 17 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6
# Parameter values: N=3, Cc=0.3, K0c=0.701091, lmax=100, lsteps=100000, (dl=0.001), lpts=100001, ldatamax=10, a0=1, a03=1, a06=1
# Option values: Op=3
T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	e
0.205672	0.794328	100	9.1613e+43	2.68755e+43	0.999791	0	-4.10284e-06
0.369043	0.630957	100	4.99742e+43	2.63056e+43	0.978589	0	-0.00067983
0.498813	0.501187	100	3.38247e+43	2.40656e+43	0.89526	0	-0.00429606
0.601893	0.398107	100	2.38725e+43	2.04948e+43	0.762422	0	-0.0116788
0.683772	0.316228	100	1.68326e+43	1.64168e+43	0.610718	0	-0.021997
0.748811	0.251189	100	1.28792e+43	1.37558e+43	0.511726	0	-0.0312346
0.800474	0.199526	100	1.01912e+43	1.16358e+43	0.432862	0	-0.0400501
0.841511	0.158489	100	8.2349e+42	9.88424e+42	0.367701	0	-0.0481921
0.874107	0.125893	100	6.75269e+42	8.41913e+42	0.313198	0	-0.0554963
0.9	0.1	100	5.5966e+42	7.18443e+42	0.267266	0	-0.061909
0.920567	0.0794328	100	4.67505e+42	6.13858e+42	0.22836	0	-0.0674468
0.936904	0.0630957	100	3.92827e+42	5.24955e+42	0.195287	0	-0.0721666
0.949881	0.0501187	100	3.31544e+42	4.49196e+42	0.167104	0	-0.0761466
0.960189	0.0398107	100	2.80766e+42	3.84527e+42	0.143047	0	-0.0794733
0.968377	0.0316228	100	2.38379e+42	3.29259e+42	0.122487	0	-0.0822331
0.974881	0.0251189	100	2.02793e+42	2.81987e+42	0.104901	0	-0.0845084
0.980047	0.0199526	100	1.72783e+42	2.41532e+42	0.0898517	0	-0.086374
0.984151	0.0158489	100	1.4739e+42	2.06897e+42	0.0769673	0	-0.0878967
0.987411	0.0125893	100	1.25844e+42	1.77238e+42	0.065934	0	-0.0891345
0.99	0.01	100	1.07526e+42	1.51836e+42	0.0564841	0	-0.0901373
0.992057	0.00794328	100	9.1926e+41	1.30077e+42	0.0483897	0	-0.0909474
0.99369	0.00630957	100	7.8624e+41	1.11438e+42	0.0414557	0	-0.0916
0.994988	0.00501187	100	6.72702e+41	9.54698e+41	0.0355155	0	-0.0921247
0.996019	0.00398107	100	5.75716e+41	8.17902e+41	0.0304266	0	-0.0925458
0.996838	0.00316228	100	4.92819e+41	7.00709e+41	0.0260669	0	-0.0928831
0.997488	0.00251189	100	4.2193e+41	6.00307e+41	0.0223319	0	-0.093153
0.998005	0.00199526	100	3.61286e+41	5.14291e+41	0.019132	0	-0.0933687
0.998415	0.00158489	100	3.09391e+41	4.406e+41	0.0163906	0	-0.0935409
0.998741	0.00125893	100	2.64972e+41	3.77467e+41	0.0140421	0	-0.0936783
0.999	0.001	100	2.26946e+41	3.2338e+41	0.01203	0	-0.0937878
1.00126	-0.00125893	100	nan	nan	nan	nan	nan
1.00158	-0.00158489	100	nan	nan	nan	nan	nan
1.002	-0.00199526	100	nan	nan	nan	nan	nan
1.00251	-0.00251189	100	nan	nan	nan	nan	nan
1.00316	-0.00316228	100	nan	nan	nan	nan	nan
1.00398	-0.00398107	100	nan	nan	nan	nan	nan
1.00501	-0.00501187	100	nan	nan	nan	nan	nan
1.00631	-0.00630957	100	nan	nan	nan	nan	nan
1.00794	-0.00794328	100	nan	nan	nan	nan	nan
1.01	-0.01	100	nan	nan	nan	nan	nan
1.01259	-0.0125893	100	nan	nan	nan	nan	nan
1.01585	-0.0158489	100	nan	nan	nan	nan	nan
1.01995	-0.0199526	100	nan	nan	nan	nan	nan
1.02512	-0.0251189	100	nan	nan	nan	nan	nan
1.03162	-0.0316228	100	nan	nan	nan	nan	nan
1.03981	-0.0398107	100	nan	nan	nan	nan	nan
1.05012	-0.0501187	100	nan	nan	nan	nan	nan
1.0631	-0.0630957	100	nan	nan	nan	nan	nan
1.07943	-0.0794328	100	nan	nan	nan	nan	nan
1.1	-0.1	100	nan	nan	nan	nan	nan
1.12589	-0.125893	100	nan	nan	nan	nan	nan
1.15849	-0.158489	100	nan	nan	nan	nan	nan
1.19953	-0.199526	100	nan	nan	nan	nan	nan
1.25119	-0.251189	100	nan	nan	nan	nan	nan
1.31623	-0.316228	100	nan	nan	nan	nan	nan
1.39811	-0.398107	100	nan	nan	nan	nan	nan
1.50119	-0.501187	100	nan	nan	nan	nan	nan
1.63096	-0.630957	100	nan	nan	nan	nan	nan
1.79433	-0.794328	100	nan	nan	nan	nan	nan
2	-1	100	nan	nan	nan	nan	nan
