# Filename: vlt_FPquench_vst_3_T_0.95_0.1_P_00.050_lmax10_dl0.008_tmax10000_dt00.0001_equil.dat
# Source: vlt_FPquench.c
# Source version: 3 (2011 Mar 18 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6
# Parameter values: iTfrac=0.95, qTfrac=0.1, P=0.05 (Cc=1.10501, K0c=0.295614), lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, tmax=10000, dt0=0.0001, a0=1, a06=1, CONST=0.6
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	vldens
0	0	0.95	0.05	10	4.09527	13.1608	0.000597497	4.34057e-29	0.155988
1	0.0001	0.1	0.9	10	3.99722	1.35217	6.13886e-05	4.56276e-29	0.155643
2	0.0002	0.1	0.9	10	3.99722	1.35217	6.13886e-05	4.56276e-29	0.15544
3	0.0003	0.1	0.9	10	3.99722	1.35218	6.13887e-05	4.56276e-29	0.15525
4	0.0004	0.1	0.9	10	3.99722	1.35218	6.13887e-05	4.56276e-29	0.155067
6	0.0006	0.1	0.9	10	3.99722	1.35218	6.13887e-05	4.56276e-29	0.154715
8	0.0008	0.1	0.9	10	3.99722	1.35218	6.13887e-05	4.56276e-29	0.154376
10	0.001	0.1	0.9	10	3.99723	1.35218	6.13888e-05	4.56276e-29	0.154045
12	0.0012	0.1	0.9	10	3.99723	1.35218	6.13888e-05	4.56276e-29	0.153721
14	0.0014	0.1	0.9	10	3.99723	1.35218	6.13888e-05	4.56276e-29	0.153404
17	0.0017	0.1	0.9	10	3.99723	1.35218	6.13889e-05	4.56276e-29	0.152936
20	0.002	0.1	0.9	10	3.99724	1.35218	6.13889e-05	4.56276e-29	0.152477
24	0.0024	0.1	0.9	10	3.99724	1.35218	6.1389e-05	4.56276e-29	0.151878
28	0.0028	0.1	0.9	10	3.99725	1.35218	6.13891e-05	4.56276e-29	0.151291
32	0.0032	0.1	0.9	10	3.99725	1.35219	6.13891e-05	4.56276e-29	0.150714
37	0.0037	0.1	0.9	10	3.99726	1.35219	6.13892e-05	4.56276e-29	0.150005
43	0.0043	0.1	0.9	10	3.99726	1.35219	6.13893e-05	4.56276e-29	0.149172
49	0.0049	0.1	0.9	10	3.99727	1.35219	6.13894e-05	4.56276e-29	0.148355
56	0.0056	0.1	0.9	10	3.99728	1.35219	6.13895e-05	4.56276e-29	0.147421
64	0.0064	0.1	0.9	10	3.99728	1.3522	6.13896e-05	4.56276e-29	0.146376
73	0.0073	0.1	0.9	10	3.99729	1.3522	6.13898e-05	4.56276e-29	0.145225
83	0.0083	0.1	0.9	10	3.9973	1.3522	6.13899e-05	4.56276e-29	0.143976
94	0.0094	0.1	0.9	10	3.99731	1.35221	6.13901e-05	4.56276e-29	0.142634
107	0.0107	0.1	0.9	10	3.99733	1.35221	6.13903e-05	4.56276e-29	0.141088
121	0.0121	0.1	0.9	10	3.99734	1.35222	6.13905e-05	4.56276e-29	0.139466
