# Filename: vlt_FPquench_vst_3_T_0.75_0.1_P_00.050_lmax10_dl0.008_tmax10000_dt00.0001_equil.dat
# Source: vlt_FPquench.c
# Source version: 3 (2011 Mar 18 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6
# Parameter values: iTfrac=0.75, qTfrac=0.1, P=0.05 (Cc=1.10501, K0c=0.295614), lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, tmax=10000, dt0=0.0001, a0=1, a03=1, a06=1, CONST=0.6
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	vldens
0	0	0.75	0.25	10	4.05111	10.278	0.000466622	5.26197e-29	0.0461052
1	0.0001	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53932e-29	0.0459541
2	0.0002	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53932e-29	0.0458698
3	0.0003	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53932e-29	0.0457914
4	0.0004	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53932e-29	0.0457164
6	0.0006	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53932e-29	0.045573
8	0.0008	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53932e-29	0.0454357
10	0.001	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53932e-29	0.0453027
12	0.0012	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53932e-29	0.0451732
14	0.0014	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53933e-29	0.0450465
17	0.0017	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53933e-29	0.0448609
20	0.002	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53933e-29	0.0446798
24	0.0024	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53933e-29	0.0444444
28	0.0028	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53933e-29	0.0442148
32	0.0032	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53933e-29	0.0439904
37	0.0037	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53933e-29	0.0437162
43	0.0043	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53933e-29	0.0433955
49	0.0049	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53933e-29	0.0430829
56	0.0056	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53933e-29	0.0427272
64	0.0064	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53933e-29	0.0423316
73	0.0073	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53933e-29	0.0418989
83	0.0083	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53933e-29	0.0414321
94	0.0094	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53933e-29	0.0409339
107	0.0107	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53933e-29	0.040364
121	0.0121	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53933e-29	0.0397708
137	0.0137	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53933e-29	0.0391166
155	0.0155	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53933e-29	0.0384081
175	0.0175	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53933e-29	0.0376519
197	0.0197	0.1	0.9	10	4.00418	1.35453	6.14955e-05	5.53934e-29	0.0368543
222	0.0222	0.1	0.9	10	4.00417	1.35453	6.14955e-05	5.53934e-29	0.0359875
250	0.025	0.1	0.9	10	4.00417	1.35453	6.14954e-05	5.53934e-29	0.0350618
282	0.0282	0.1	0.9	10	4.00417	1.35453	6.14954e-05	5.53934e-29	0.0340568
318	0.0318	0.1	0.9	10	4.00417	1.35453	6.14954e-05	5.53934e-29	0.032987
357	0.0357	0.1	0.9	10	4.00416	1.35452	6.14953e-05	5.53934e-29	0.0318936
402	0.0402	0.1	0.9	10	4.00416	1.35452	6.14952e-05	5.53935e-29	0.0307078
452	0.0452	0.1	0.9	10	4.00415	1.35452	6.14952e-05	5.53935e-29	0.0294758
508	0.0508	0.1	0.9	10	4.00415	1.35452	6.14951e-05	5.53935e-29	0.0281912
572	0.0572	0.1	0.9	10	4.00414	1.35452	6.14949e-05	5.53936e-29	0.0268324
642	0.0642	0.1	0.9	10	4.00413	1.35451	6.14948e-05	5.53936e-29	0.0254643
722	0.0722	0.1	0.9	10	4.00411	1.35451	6.14946e-05	5.53936e-29	0.0240333
811	0.0811	0.1	0.9	10	4.0041	1.3545	6.14943e-05	5.53937e-29	0.0225865
911	0.0911	0.1	0.9	10	4.00408	1.3545	6.1494e-05	5.53938e-29	0.0211193
1023	0.1023	0.1	0.9	10	4.00406	1.35449	6.14936e-05	5.53938e-29	0.0196473
1149	0.1149	0.1	0.9	10	4.00403	1.35448	6.14932e-05	5.53939e-29	0.0181763
1290	0.129	0.1	0.9	10	4.00399	1.35447	6.14927e-05	5.5394e-29	0.0167267
1449	0.1449	0.1	0.9	10	4.00395	1.35445	6.1492e-05	5.53941e-29	0.0153009
1627	0.1627	0.1	0.9	10	4.00389	1.35443	6.14912e-05	5.53942e-29	0.0139227
1826	0.1826	0.1	0.9	10	4.00383	1.35441	6.14902e-05	5.53943e-29	0.0126057
2050	0.205	0.1	0.9	10	4.00373	1.35438	6.14886e-05	5.53944e-29	0.0113524
2301	0.2301	0.1	0.9	10	3.99842	1.35258	6.14072e-05	5.53945e-29	0.0101788
2583	0.2583	0.1	0.9	10	nan	nan	nan	nan	nan
2899	0.2899	0.1	0.9	10	nan	nan	nan	nan	nan
3254	0.3254	0.1	0.9	10	nan	nan	nan	nan	nan
3652	0.3652	0.1	0.9	10	nan	nan	nan	nan	nan
4099	0.4099	0.1	0.9	10	nan	nan	nan	nan	nan
4600	0.46	0.1	0.9	10	nan	nan	nan	nan	nan
