# Filename: vlt_FPquench_vst_3_T_0.5_0.1_P_00.050_lmax10_dl0.008_tmax10000_dt00.0001_equil.dat
# Source: vlt_FPquench.c
# Source version: 3 (2011 Mar 18 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6
# Parameter values: iTfrac=0.5, qTfrac=0.1, P=0.05 (Cc=1.10501, K0c=0.295614), lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, tmax=10000, dt0=0.0001, a0=1, a06=1, CONST=0.6
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	vldens
0	0	0.5	0.5	10	4.17796	7.06657	0.000320822	4.69963e-29	0.0038183
1	0.0001	0.1	0.9	10	4.07822	1.37958	6.26326e-05	4.9254e-29	0.00379819
2	0.0002	0.1	0.9	10	4.07822	1.37958	6.26326e-05	4.9254e-29	0.00378787
3	0.0003	0.1	0.9	10	4.07822	1.37958	6.26326e-05	4.9254e-29	0.00377844
4	0.0004	0.1	0.9	10	4.07822	1.37958	6.26326e-05	4.9254e-29	0.0037695
6	0.0006	0.1	0.9	10	4.07822	1.37957	6.26326e-05	4.9254e-29	0.00375259
8	0.0008	0.1	0.9	10	4.07822	1.37957	6.26326e-05	4.9254e-29	0.00373658
10	0.001	0.1	0.9	10	4.07821	1.37957	6.26326e-05	4.9254e-29	0.00372121
12	0.0012	0.1	0.9	10	4.07821	1.37957	6.26326e-05	4.9254e-29	0.00370634
14	0.0014	0.1	0.9	10	4.07821	1.37957	6.26325e-05	4.9254e-29	0.00369189
17	0.0017	0.1	0.9	10	4.07821	1.37957	6.26325e-05	4.9254e-29	0.00367087
20	0.002	0.1	0.9	10	4.07821	1.37957	6.26325e-05	4.9254e-29	0.00365051
24	0.0024	0.1	0.9	10	4.07821	1.37957	6.26325e-05	4.9254e-29	0.00362424
28	0.0028	0.1	0.9	10	4.07821	1.37957	6.26324e-05	4.9254e-29	0.00359883
32	0.0032	0.1	0.9	10	4.0782	1.37957	6.26324e-05	4.9254e-29	0.00357416
37	0.0037	0.1	0.9	10	4.0782	1.37957	6.26324e-05	4.9254e-29	0.00354426
43	0.0043	0.1	0.9	10	4.0782	1.37957	6.26323e-05	4.9254e-29	0.00350956
49	0.0049	0.1	0.9	10	4.0782	1.37957	6.26323e-05	4.9254e-29	0.00347602
56	0.0056	0.1	0.9	10	4.07819	1.37957	6.26323e-05	4.9254e-29	0.0034382
64	0.0064	0.1	0.9	10	4.07819	1.37957	6.26322e-05	4.9254e-29	0.0033965
73	0.0073	0.1	0.9	10	4.07819	1.37956	6.26321e-05	4.9254e-29	0.00335133
83	0.0083	0.1	0.9	10	4.07818	1.37956	6.26321e-05	4.9254e-29	0.00330308
94	0.0094	0.1	0.9	10	4.07818	1.37956	6.2632e-05	4.92541e-29	0.00325213
107	0.0107	0.1	0.9	10	4.07817	1.37956	6.26319e-05	4.92541e-29	0.00319447
121	0.0121	0.1	0.9	10	4.07816	1.37956	6.26318e-05	4.92541e-29	0.00313517
137	0.0137	0.1	0.9	10	4.07816	1.37955	6.26317e-05	4.92541e-29	0.00307056
155	0.0155	0.1	0.9	10	4.07815	1.37955	6.26316e-05	4.92541e-29	0.00300149
175	0.0175	0.1	0.9	10	4.07814	1.37955	6.26314e-05	4.92541e-29	0.00292876
197	0.0197	0.1	0.9	10	4.07813	1.37955	6.26313e-05	4.92541e-29	0.00285312
222	0.0222	0.1	0.9	10	4.07812	1.37954	6.26311e-05	4.92541e-29	0.00277211
250	0.025	0.1	0.9	10	4.0781	1.37954	6.26309e-05	4.92541e-29	0.00268694
282	0.0282	0.1	0.9	10	4.07809	1.37953	6.26306e-05	4.92541e-29	0.00259598
318	0.0318	0.1	0.9	10	4.07807	1.37953	6.26304e-05	4.92542e-29	0.00250082
357	0.0357	0.1	0.9	10	4.07805	1.37952	6.263e-05	4.92542e-29	0.00240527
402	0.0402	0.1	0.9	10	4.07803	1.37951	6.26297e-05	4.92542e-29	0.00230356
452	0.0452	0.1	0.9	10	4.078	1.3795	6.26292e-05	4.92542e-29	0.00219991
508	0.0508	0.1	0.9	10	4.07794	1.37948	6.26284e-05	4.92542e-29	0.00209395
572	0.0572	0.1	0.9	10	nan	nan	nan	nan	nan
642	0.0642	0.1	0.9	10	nan	nan	nan	nan	nan
722	0.0722	0.1	0.9	10	nan	nan	nan	nan	nan
811	0.0811	0.1	0.9	10	nan	nan	nan	nan	nan
911	0.0911	0.1	0.9	10	nan	nan	nan	nan	nan
1023	0.1023	0.1	0.9	10	nan	nan	nan	nan	nan
1149	0.1149	0.1	0.9	10	nan	nan	nan	nan	nan
1290	0.129	0.1	0.9	10	nan	nan	nan	nan	nan
1449	0.1449	0.1	0.9	10	nan	nan	nan	nan	nan
1627	0.1627	0.1	0.9	10	nan	nan	nan	nan	nan
1826	0.1826	0.1	0.9	10	nan	nan	nan	nan	nan
2050	0.205	0.1	0.9	10	nan	nan	nan	nan	nan
2301	0.2301	0.1	0.9	10	nan	nan	nan	nan	nan
2583	0.2583	0.1	0.9	10	nan	nan	nan	nan	nan
2899	0.2899	0.1	0.9	10	nan	nan	nan	nan	nan
3254	0.3254	0.1	0.9	10	nan	nan	nan	nan	nan
3652	0.3652	0.1	0.9	10	nan	nan	nan	nan	nan
4099	0.4099	0.1	0.9	10	nan	nan	nan	nan	nan
4600	0.46	0.1	0.9	10	nan	nan	nan	nan	nan
5162	0.5162	0.1	0.9	10	nan	nan	nan	nan	nan
5793	0.5793	0.1	0.9	10	nan	nan	nan	nan	nan
6501	0.6501	0.1	0.9	10	nan	nan	nan	nan	nan
7296	0.7296	0.1	0.9	10	nan	nan	nan	nan	nan
8187	0.8187	0.1	0.9	10	nan	nan	nan	nan	nan
