# Filename: 3Dvlt_quench_vsl_T_1_0.7_P_00.050_lmax1_dl0.001_tmax1_dt5e-07_BC1.dat
# Source: 3Dvlt_quench.c
# Source version: 9 (2011 Jun 23 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6
# Parameter values: iTfrac=1, qTfrac=0.7, P=0.05 (Cc=1.10501, K0c=0.295614), lmax=1, lsteps=1000, (dl=0.001), lpts=1001, ldatamax=100, t0, tmax=1, dt=1, (dtfrac=5e-07), a0=1, a02=1, a03=1, a06=1, FPconst=1, NDflowTOL=1, fp1=1e-06, fp2=-1.5, fp3=1.5, fp4=-4.5
# Option values: BC=1, RKv=RK3v1

# time step n_t = 1000000	t = 5.000000e-01	(dt = 5.000000e-07)
# T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	dG
0.7	0.3	0	0.422306	1	1	0.016429
0.7	0.3	0.01	0.425933	1.00859	0.998555	0.0160643
0.7	0.3	0.02	0.429582	1.01723	0.997088	0.0157001
0.7	0.3	0.03	0.433253	1.02592	0.995602	0.0153365
0.7	0.3	0.04	0.436945	1.03466	0.994095	0.014974
0.7	0.3	0.05	0.440659	1.04346	0.992569	0.0146129
0.7	0.3	0.06	0.444394	1.05231	0.991024	0.0142535
0.7	0.3	0.07	0.448153	1.0612	0.98946	0.0138962
0.7	0.3	0.08	0.451933	1.07016	0.987879	0.0135412
0.7	0.3	0.09	0.455737	1.07916	0.986281	0.0131889
0.7	0.3	0.1	0.459564	1.08823	0.984667	0.0128395
0.7	0.3	0.11	0.463414	1.09734	0.983037	0.0124933
0.7	0.3	0.12	0.467288	1.10652	0.981393	0.0121505
0.7	0.3	0.13	0.471187	1.11575	0.979734	0.0118114
0.7	0.3	0.14	0.47511	1.12504	0.978061	0.0114761
0.7	0.3	0.15	0.479058	1.13439	0.976376	0.011145
0.7	0.3	0.16	0.483032	1.1438	0.974679	0.0108181
0.7	0.3	0.17	0.487031	1.15327	0.972971	0.0104958
0.7	0.3	0.18	0.491057	1.1628	0.971253	0.0101781
0.7	0.3	0.19	0.49511	1.1724	0.969525	0.00986519
0.7	0.3	0.2	0.49919	1.18206	0.967788	0.00955726
0.7	0.3	0.21	0.503299	1.19179	0.966044	0.00925442
0.7	0.3	0.22	0.507435	1.20158	0.964293	0.0089568
0.7	0.3	0.23	0.511601	1.21145	0.962535	0.00866451
0.7	0.3	0.24	0.515797	1.22138	0.960773	0.00837765
0.7	0.3	0.25	0.520022	1.23139	0.959006	0.00809632
0.7	0.3	0.26	0.524279	1.24147	0.957236	0.00782058
0.7	0.3	0.27	0.528568	1.25162	0.955463	0.00755051
0.7	0.3	0.28	0.532888	1.26185	0.953689	0.00728616
0.7	0.3	0.29	0.537242	1.27216	0.951914	0.00702759
0.7	0.3	0.3	0.54163	1.28255	0.950139	0.00677483
0.7	0.3	0.31	0.546052	1.29302	0.948365	0.00652792
0.7	0.3	0.32	0.550509	1.30358	0.946593	0.00628687
0.7	0.3	0.33	0.555003	1.31422	0.944824	0.00605169
0.7	0.3	0.34	0.559533	1.32495	0.943059	0.0058224
0.7	0.3	0.35	0.564101	1.33577	0.941298	0.00559898
0.7	0.3	0.36	0.568708	1.34667	0.939542	0.00538142
0.7	0.3	0.37	0.573354	1.35768	0.937793	0.0051697
0.7	0.3	0.38	0.578041	1.36877	0.936051	0.0049638
0.7	0.3	0.39	0.582769	1.37997	0.934317	0.00476368
0.7	0.3	0.4	0.587539	1.39126	0.932592	0.0045693
0.7	0.3	0.41	0.592352	1.40266	0.930876	0.00438061
0.7	0.3	0.42	0.597209	1.41416	0.929171	0.00419757
0.7	0.3	0.43	0.602111	1.42577	0.927477	0.00402012
0.7	0.3	0.44	0.60706	1.43749	0.925795	0.00384819
0.7	0.3	0.45	0.612055	1.44932	0.924125	0.00368171
0.7	0.3	0.46	0.617098	1.46126	0.922469	0.00352062
0.7	0.3	0.47	0.622191	1.47332	0.920827	0.00336484
0.7	0.3	0.48	0.627333	1.4855	0.9192	0.00321428
0.7	0.3	0.49	0.632527	1.49779	0.917588	0.00306886
0.7	0.3	0.5	0.637773	1.51022	0.915993	0.00292851
0.7	0.3	0.51	0.643072	1.52276	0.914414	0.00279311
0.7	0.3	0.52	0.648426	1.53544	0.912852	0.00266259
0.7	0.3	0.53	0.653835	1.54825	0.911308	0.00253684
0.7	0.3	0.54	0.659301	1.56119	0.909782	0.00241577
0.7	0.3	0.55	0.664824	1.57427	0.908276	0.00229927
0.7	0.3	0.56	0.670406	1.58749	0.906789	0.00218726
0.7	0.3	0.57	0.676048	1.60085	0.905321	0.00207961
0.7	0.3	0.58	0.681751	1.61435	0.903874	0.00197623
0.7	0.3	0.59	0.687516	1.62801	0.902448	0.001877
0.7	0.3	0.6	0.693344	1.64181	0.901043	0.00178184
0.7	0.3	0.61	0.699237	1.65576	0.899659	0.00169062
0.7	0.3	0.62	0.705195	1.66987	0.898297	0.00160323
0.7	0.3	0.63	0.71122	1.68414	0.896957	0.00151958
0.7	0.3	0.64	0.717312	1.69856	0.895639	0.00143955
0.7	0.3	0.65	0.723474	1.71315	0.894344	0.00136304
0.7	0.3	0.66	0.729705	1.72791	0.893071	0.00128993
0.7	0.3	0.67	0.736007	1.74283	0.891821	0.00122012
0.7	0.3	0.68	0.742382	1.75793	0.890595	0.00115351
0.7	0.3	0.69	0.74883	1.77319	0.889392	0.00108998
0.7	0.3	0.7	0.755352	1.78864	0.888212	0.00102944
0.7	0.3	0.71	0.76195	1.80426	0.887055	0.000971785
0.7	0.3	0.72	0.768625	1.82007	0.885922	0.000916906
0.7	0.3	0.73	0.775377	1.83606	0.884812	0.000864705
0.7	0.3	0.74	0.782208	1.85223	0.883726	0.000815084
0.7	0.3	0.75	0.789119	1.8686	0.882663	0.000767945
0.7	0.3	0.76	0.796111	1.88515	0.881623	0.000723192
0.7	0.3	0.77	0.803185	1.9019	0.880606	0.000680732
0.7	0.3	0.78	0.810342	1.91885	0.879613	0.000640473
0.7	0.3	0.79	0.817583	1.936	0.878642	0.000602324
0.7	0.3	0.8	0.824909	1.95335	0.877695	0.000566197
0.7	0.3	0.81	0.832321	1.9709	0.87677	0.000532007
0.7	0.3	0.82	0.839821	1.98866	0.875867	0.000499669
0.7	0.3	0.83	0.847409	2.00662	0.874987	0.000469102
0.7	0.3	0.84	0.855086	2.0248	0.874129	0.000440226
0.7	0.3	0.85	0.862853	2.04319	0.873292	0.000412964
0.7	0.3	0.86	0.870711	2.0618	0.872477	0.000387241
0.7	0.3	0.87	0.878662	2.08063	0.871683	0.000362985
0.7	0.3	0.88	0.886705	2.09968	0.87091	0.000340125
0.7	0.3	0.89	0.894843	2.11895	0.870157	0.000318592
0.7	0.3	0.9	0.903076	2.13844	0.869425	0.000298322
0.7	0.3	0.91	0.911404	2.15816	0.868713	0.00027925
0.7	0.3	0.92	0.91983	2.17811	0.86802	0.000261316
0.7	0.3	0.93	0.928353	2.1983	0.867346	0.000244459
0.7	0.3	0.94	0.936976	2.21871	0.866691	0.000228624
0.7	0.3	0.95	0.945697	2.23937	0.866055	0.000213756
0.7	0.3	0.96	0.95452	2.26026	0.865437	0.000199803
0.7	0.3	0.97	0.963444	2.28139	0.864836	0.000186714
0.7	0.3	0.98	0.97247	2.30276	0.864253	0.00017444
0.7	0.3	0.99	0.9816	2.32438	0.863686	0.000162937
0.7	0.3	1	0.990834	2.34625	0.863137	0.000152159
