#DataThief C:\home\zero\DataThief_files\RotonEnergyVsTemp_d2.png Wednesday 27-May-2009 9:05:24 PM
1.0254, 8.5366
1.0273, 8.5366
1.0292, 8.5367
1.0312, 8.5367
1.0331, 8.5368
1.035, 8.5368
1.037, 8.5369
1.0389, 8.5369
1.0408, 8.537
1.0428, 8.537
1.0447, 8.5371
1.0466, 8.5371
1.0485, 8.5372
1.0505, 8.5372
1.0524, 8.5372
1.0543, 8.5373
1.0563, 8.5373
1.0582, 8.5373
1.0601, 8.5373
1.062, 8.5375
1.064, 8.5375
1.0659, 8.5375
1.0678, 8.5375
1.0698, 8.5377
1.0717, 8.5377
1.0735, 8.5377
1.0756, 8.5377
1.0775, 8.5379
1.0794, 8.5379
1.0813, 8.5379
1.0833, 8.538
1.0852, 8.538
1.0871, 8.5381
1.0891, 8.5381
1.091, 8.5382
1.0929, 8.5382
1.0948, 8.5383
1.0968, 8.5383
1.0987, 8.5384
1.1006, 8.5384
1.1026, 8.5385
1.1045, 8.5192
1.1064, 8.5192
1.1083, 8.5192
1.1103, 8.5192
1.1122, 8.5194
1.1141, 8.5387
1.1161, 8.5388
1.1179, 8.5388
1.1199, 8.5389
1.1219, 8.5389
1.1238, 8.539
1.1257, 8.539
1.1276, 8.5391
1.1296, 8.5391
1.1315, 8.5392
1.1334, 8.5392
1.1354, 8.5393
1.1373, 8.5393
1.1392, 8.5393
1.1411, 8.5394
1.1431, 8.5394
1.145, 8.5394
1.1469, 8.5394
1.1489, 8.5396
1.1508, 8.5396
1.1527, 8.5396
1.1547, 8.5396
1.1566, 8.5398
1.1585, 8.5398
1.1604, 8.5399
1.1623, 8.5399
1.1643, 8.54
1.1662, 8.54
1.1682, 8.54
1.1701, 8.5401
1.172, 8.5401
1.1739, 8.5402
1.1759, 8.5402
1.1778, 8.5403
1.1797, 8.5403
1.1817, 8.5404
1.1836, 8.5404
1.1855, 8.5405
1.1874, 8.5405
1.1894, 8.5406
1.1913, 8.5406
1.1932, 8.5407
1.1952, 8.5407
1.1971, 8.5407
1.199, 8.5408
1.201, 8.5408
1.2029, 8.5409
1.2048, 8.5409
1.2067, 8.541
1.2086, 8.541
1.2106, 8.5411
1.2125, 8.5411
1.2145, 8.5412
1.2164, 8.5412
1.2183, 8.5413
1.2202, 8.5413
1.2222, 8.5413
1.2241, 8.5413
1.226, 8.5413
1.228, 8.5415
1.2299, 8.5415
1.2318, 8.5415
1.2338, 8.5415
1.2357, 8.5417
1.2376, 8.5417
1.2395, 8.5417
1.2415, 8.5417
1.2434, 8.5419
1.2453, 8.5419
1.2473, 8.542
1.2492, 8.542
