# Filename: 2DKT_FPquench_vst_T_0.999_0.95_lmax10_dl0.008_tmax10000_dt01e-05.dat
# Source: 2DKT_FPquench.c
# Source version: 2 (2011 Apr 06 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: iTfrac=0.999, qTfrac=0.95, lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, tmax=10000, dt0=1e-05, a0=1, a04=1, K0c=0.747853
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	G	vpdens
0	0	0.999	0.001	10	0.664421	0.887549	1.22333e-22	0.00149727
1	1e-05	0.95	0.05	10	0.693206	0.880582	1.22229e-22	0.00149721
2	2e-05	0.95	0.05	10	0.693206	0.880582	1.22229e-22	0.00149718
3	3e-05	0.95	0.05	10	0.693207	0.880583	1.22229e-22	0.00149716
4	4e-05	0.95	0.05	10	0.693207	0.880583	1.22229e-22	0.00149713
6	6e-05	0.95	0.05	10	0.693208	0.880584	1.22229e-22	0.00149707
8	8e-05	0.95	0.05	10	0.693209	0.880585	1.22229e-22	0.00149701
10	0.0001	0.95	0.05	10	0.693209	0.880586	1.22229e-22	0.00149695
12	0.00012	0.95	0.05	10	0.69321	0.880587	1.22229e-22	0.00149689
14	0.00014	0.95	0.05	10	0.693211	0.880588	1.22229e-22	0.00149683
17	0.00017	0.95	0.05	10	0.693212	0.880589	1.22229e-22	0.00149673
20	0.0002	0.95	0.05	10	0.693213	0.880591	1.22229e-22	0.00149664
24	0.00024	0.95	0.05	10	0.693214	0.880593	1.22229e-22	0.00149651
28	0.00028	0.95	0.05	10	0.693216	0.880595	1.22229e-22	0.00149637
32	0.00032	0.95	0.05	10	0.693218	0.880597	1.22229e-22	0.00149623
37	0.00037	0.95	0.05	10	0.69322	0.880599	1.22229e-22	0.00149606
43	0.00043	0.95	0.05	10	0.693222	0.880602	1.22229e-22	0.00149584
49	0.00049	0.95	0.05	10	0.693225	0.880606	1.22229e-22	0.00149562
56	0.00056	0.95	0.05	10	0.693228	0.88061	1.22229e-22	0.00149536
64	0.00064	0.95	0.05	10	0.693231	0.880614	1.22229e-22	0.00149504
73	0.00073	0.95	0.05	10	0.693236	0.880619	1.22229e-22	0.00149469
83	0.00083	0.95	0.05	10	0.69324	0.880625	1.22229e-22	0.00149428
94	0.00094	0.95	0.05	10	0.693246	0.880632	1.22229e-22	0.00149382
107	0.00107	0.95	0.05	10	0.693252	0.88064	1.22229e-22	0.00149326
121	0.00121	0.95	0.05	10	0.693259	0.880649	1.22228e-22	0.00149265
137	0.00137	0.95	0.05	10	0.693267	0.88066	1.22228e-22	0.00149193
155	0.00155	0.95	0.05	10	0.693277	0.880672	1.22228e-22	0.00149109
