# Filename: 2Dvpt_constT_1_lmax100_dl0.001_Op1.dat
# Source: 2Dvpt_constT.c
# Source version: 3 (2011 Sep 02 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: Tfrac=1, tempv=0, lmax=100, lsteps=100000, (dl=0.001), lpts=100001, ldatamax=250, a0=1, a02=1, a04=1, K0c=0.747853
# Option values: Op=1
T/Tc	1-T/Tc	l	K	K/K0	y	G	d(lnG)/dl
1	0	0	0.747853	1	0.0249594	0.000622969	
1	0	0.4	0.732996	0.980133	0.0219172	9.69835e-05	-4.60565
1	0	0.8	0.721757	0.965105	0.0195608	1.55966e-05	-4.53501
1	0	1.2	0.71294	0.953315	0.0176774	2.57173e-06	-4.47959
1	0	1.6	0.705827	0.943804	0.0161352	4.32578e-07	-4.43489
1	0	2	0.699962	0.935961	0.0148475	7.39523e-08	-4.39803
1	0	2.4	0.695038	0.929377	0.0137552	1.28146e-08	-4.36709
1	0	2.8	0.690843	0.923768	0.0128162	2.24605e-09	-4.34072
1	0	3.2	0.687224	0.918929	0.0119999	3.97544e-10	-4.31798
1	0	3.6	0.68407	0.914711	0.0112834	7.09641e-11	-4.29816
1	0	4	0.681294	0.911	0.0106492	1.27621e-11	-4.28072
1	0	4.4	0.678833	0.907709	0.0100837	2.31024e-12	-4.26525
1	0	4.8	0.676635	0.90477	0.0095762	4.20661e-13	-4.25144
1	0	5.2	0.674659	0.902128	0.00911808	7.69984e-14	-4.23902
1	0	5.6	0.672874	0.899741	0.00870239	1.41606e-14	-4.22781
1	0	6	0.671253	0.897573	0.00832342	2.61539e-15	-4.21762
1	0	6.4	0.669773	0.895595	0.00797647	4.84934e-16	-4.20832
1	0	6.8	0.668418	0.893783	0.00765759	9.02349e-17	-4.19981
1	0	7.2	0.667172	0.892116	0.00736348	1.68455e-17	-4.19197
1	0	7.6	0.666022	0.890579	0.00709132	3.15429e-18	-4.18475
1	0	8	0.664958	0.889155	0.00683872	5.92279e-19	-4.17806
1	0	8.4	0.663969	0.887834	0.00660363	1.11499e-19	-4.17185
1	0	8.8	0.66305	0.886604	0.00638426	2.10404e-20	-4.16607
1	0	9.2	0.662191	0.885456	0.00617907	3.97933e-21	-4.16068
1	0	9.6	0.661388	0.884383	0.00598672	7.54171e-22	-4.15563
1	0	10	0.660635	0.883376	0.00580603	1.43212e-22	-4.1509
1	0	10.4	0.659928	0.882431	0.00563596	2.72449e-23	-4.14646
1	0	10.8	0.659263	0.881541	0.00547558	5.19205e-24	-4.14228
1	0	11.2	0.658636	0.880702	0.00532409	9.91056e-25	-4.13833
1	0	11.6	0.658043	0.87991	0.00518076	1.89462e-25	-4.13461
1	0	12	0.657483	0.87916	0.00504494	3.62725e-26	-4.13109
1	0	12.4	0.656952	0.87845	0.00491605	6.95386e-27	-4.12775
1	0	12.8	0.656448	0.877777	0.00479357	1.33487e-27	-4.12459
1	0	13.2	0.65597	0.877137	0.00467702	2.5656e-28	-4.12158
1	0	13.6	0.655515	0.876529	0.00456598	4.93683e-29	-4.11872
1	0	14	0.655081	0.875949	0.00446007	9.51024e-30	-4.116
1	0	14.4	0.654668	0.875397	0.00435893	1.83399e-30	-4.1134
1	0	14.8	0.654274	0.874869	0.00426224	3.54032e-31	-4.11093
1	0	15.2	0.653897	0.874365	0.00416972	6.84085e-32	-4.10856
1	0	15.6	0.653536	0.873883	0.0040811	1.32306e-32	-4.10629
1	0	16	0.653191	0.873422	0.00399613	2.56114e-33	-4.10412
1	0	16.4	0.652861	0.87298	0.0039146	4.96199e-34	-4.10205
1	0	16.8	0.652544	0.872556	0.00383628	9.62126e-35	-4.10005
1	0	17.2	0.652239	0.872149	0.003761	1.86701e-35	-4.09814
1	0	17.6	0.651947	0.871758	0.00368858	3.62567e-36	-4.09631
1	0	18	0.651666	0.871382	0.00361886	7.04598e-37	-4.09454
1	0	18.4	0.651395	0.871021	0.00355169	1.37024e-37	-4.09284
1	0	18.8	0.651135	0.870673	0.00348692	2.66649e-38	-4.0912
1	0	19.2	0.650884	0.870337	0.00342444	5.19234e-39	-4.08963
1	0	19.6	0.650643	0.870014	0.00336412	1.01171e-39	-4.08811
1	0	20	0.650409	0.869702	0.00330584	1.97245e-40	-4.08664
1	0	20.4	0.650184	0.869401	0.00324951	3.84775e-41	-4.08523
1	0	20.8	0.649967	0.86911	0.00319503	7.51017e-42	-4.08386
1	0	21.2	0.649757	0.868829	0.00314231	1.46665e-42	-4.08254
1	0	21.6	0.649553	0.868558	0.00309126	2.86568e-43	-4.08127
1	0	22	0.649357	0.868295	0.0030418	5.60205e-44	-4.08003
1	0	22.4	0.649167	0.86804	0.00299386	1.09566e-44	-4.07884
1	0	22.8	0.648982	0.867794	0.00294737	2.14394e-45	-4.07768
1	0	23.2	0.648804	0.867555	0.00290226	4.19707e-46	-4.07656
1	0	23.6	0.648631	0.867324	0.00285848	8.21998e-47	-4.07547
1	0	24	0.648463	0.8671	0.00281596	1.61058e-47	-4.07441
1	0	24.4	0.6483	0.866882	0.00277464	3.15699e-48	-4.07339
1	0	24.8	0.648142	0.866671	0.00273449	6.19069e-49	-4.0724
1	0	25.2	0.647989	0.866465	0.00269544	1.21444e-49	-4.07143
1	0	25.6	0.64784	0.866266	0.00265745	2.38329e-50	-4.0705
1	0	26	0.647695	0.866072	0.00262049	4.67884e-51	-4.06959
1	0	26.4	0.647554	0.865884	0.0025845	9.18874e-52	-4.0687
1	0	26.8	0.647417	0.865701	0.00254945	1.8052e-52	-4.06784
1	0	27.2	0.647284	0.865523	0.0025153	3.54765e-53	-4.06701
1	0	27.6	0.647154	0.86535	0.00248202	6.97431e-54	-4.06619
1	0	28	0.647028	0.865181	0.00244958	1.37151e-54	-4.0654
1	0	28.4	0.646905	0.865017	0.00241793	2.69796e-55	-4.06463
1	0	28.8	0.646786	0.864857	0.00238706	5.30889e-56	-4.06388
1	0	29.2	0.646669	0.864701	0.00235694	1.04496e-56	-4.06314
1	0	29.6	0.646555	0.864549	0.00232753	2.05742e-57	-4.06243
1	0	30	0.646445	0.864401	0.00229881	4.05198e-58	-4.06173
1	0	30.4	0.646336	0.864256	0.00227076	7.98237e-59	-4.06105
1	0	30.8	0.646231	0.864115	0.00224335	1.57294e-59	-4.06039
1	0	31.2	0.646128	0.863977	0.00221656	3.10032e-60	-4.05974
1	0	31.6	0.646028	0.863843	0.00219037	6.11241e-61	-4.05911
1	0	32	0.64593	0.863712	0.00216476	1.20539e-61	-4.0585
1	0	32.4	0.645834	0.863584	0.00213971	2.37764e-62	-4.05789
1	0	32.8	0.64574	0.863459	0.0021152	4.69104e-63	-4.05731
1	0	33.2	0.645649	0.863337	0.00209122	9.25748e-64	-4.05673
1	0	33.6	0.64556	0.863217	0.00206774	1.82732e-64	-4.05617
1	0	34	0.645472	0.8631	0.00204476	3.60773e-65	-4.05562
1	0	34.4	0.645387	0.862986	0.00202225	7.12438e-66	-4.05509
1	0	34.8	0.645303	0.862875	0.00200019	1.40719e-66	-4.05456
1	0	35.2	0.645222	0.862765	0.00197859	2.78002e-67	-4.05405
1	0	35.6	0.645142	0.862659	0.00195741	5.49327e-68	-4.05355
1	0	36	0.645064	0.862554	0.00193666	1.08568e-68	-4.05306
1	0	36.4	0.644987	0.862452	0.00191631	2.14613e-69	-4.05257
1	0	36.8	0.644912	0.862352	0.00189636	4.24319e-70	-4.0521
1	0	37.2	0.644839	0.862253	0.00187678	8.39092e-71	-4.05164
1	0	37.6	0.644767	0.862157	0.00185758	1.65961e-71	-4.05119
1	0	38	0.644697	0.862063	0.00183874	3.28308e-72	-4.05075
1	0	38.4	0.644628	0.861971	0.00182026	6.49579e-73	-4.05032
1	0	38.8	0.64456	0.861881	0.00180211	1.28546e-73	-4.04989
1	0	39.2	0.644494	0.861792	0.00178429	2.54422e-74	-4.04948
1	0	39.6	0.644429	0.861706	0.00176679	5.03646e-75	-4.04907
1	0	40	0.644365	0.86162	0.00174961	9.9716e-76	-4.04867
1	0	40.4	0.644303	0.861537	0.00173273	1.97457e-76	-4.04828
1	0	40.8	0.644242	0.861455	0.00171615	3.91065e-77	-4.04789
1	0	41.2	0.644182	0.861375	0.00169985	7.74625e-78	-4.04751
1	0	41.6	0.644123	0.861296	0.00168384	1.53461e-78	-4.04714
1	0	42	0.644065	0.861219	0.0016681	3.04067e-79	-4.04678
1	0	42.4	0.644009	0.861143	0.00165262	6.02562e-80	-4.04643
1	0	42.8	0.643953	0.861069	0.0016374	1.19425e-80	-4.04608
1	0	43.2	0.643898	0.860996	0.00162244	2.36729e-81	-4.04573
1	0	43.6	0.643845	0.860924	0.00160772	4.69315e-82	-4.0454
1	0	44	0.643792	0.860854	0.00159324	9.30542e-83	-4.04507
1	0	44.4	0.643741	0.860785	0.001579	1.84529e-83	-4.04474
1	0	44.8	0.64369	0.860717	0.00156498	3.65973e-84	-4.04442
1	0	45.2	0.64364	0.86065	0.00155119	7.25918e-85	-4.04411
1	0	45.6	0.643591	0.860585	0.00153761	1.44006e-85	-4.0438
1	0	46	0.643543	0.860521	0.00152425	2.85711e-86	-4.0435
1	0	46.4	0.643496	0.860457	0.00151109	5.66924e-87	-4.0432
1	0	46.8	0.643449	0.860395	0.00149813	1.12506e-87	-4.04291
1	0	47.2	0.643403	0.860334	0.00148537	2.23292e-88	-4.04262
1	0	47.6	0.643359	0.860274	0.00147281	4.43224e-89	-4.04234
1	0	48	0.643314	0.860215	0.00146043	8.79874e-90	-4.04206
1	0	48.4	0.643271	0.860157	0.00144823	1.74689e-90	-4.04179
1	0	48.8	0.643228	0.8601	0.00143622	3.46863e-91	-4.04152
1	0	49.2	0.643187	0.860044	0.00142438	6.88805e-92	-4.04126
1	0	49.6	0.643145	0.859989	0.00141271	1.36798e-92	-4.041
1	0	50	0.643105	0.859935	0.00140121	2.71712e-93	-4.04075
1	0	50.4	0.643065	0.859881	0.00138987	5.39736e-94	-4.0405
1	0	50.8	0.643025	0.859829	0.00137869	1.07225e-94	-4.04025
1	0	51.2	0.642987	0.859777	0.00136767	2.13037e-95	-4.04001
1	0	51.6	0.642949	0.859726	0.00135681	4.23306e-96	-4.03977
1	0	52	0.642911	0.859676	0.00134609	8.41193e-97	-4.03953
1	0	52.4	0.642875	0.859627	0.00133552	1.67177e-97	-4.0393
1	0	52.8	0.642838	0.859578	0.00132509	3.32276e-98	-4.03907
1	0	53.2	0.642803	0.859531	0.00131481	6.6048e-99	-4.03885
1	0	53.6	0.642768	0.859484	0.00130466	1.31298e-99	-4.03863
1	0	54	0.642733	0.859438	0.00129465	2.61034e-100	-4.03841
1	0	54.4	0.642699	0.859392	0.00128477	5.19005e-101	-4.0382
1	0	54.8	0.642665	0.859347	0.00127502	1.03201e-101	-4.03799
1	0	55.2	0.642632	0.859303	0.0012654	2.05226e-102	-4.03778
1	0	55.6	0.6426	0.85926	0.0012559	4.08146e-103	-4.03757
1	0	56	0.642568	0.859217	0.00124652	8.11773e-104	-4.03737
1	0	56.4	0.642536	0.859174	0.00123726	1.61469e-104	-4.03717
1	0	56.8	0.642505	0.859133	0.00122812	3.21201e-105	-4.03698
1	0	57.2	0.642475	0.859092	0.0012191	6.38996e-106	-4.03679
1	0	57.6	0.642444	0.859052	0.00121018	1.27131e-106	-4.0366
1	0	58	0.642415	0.859012	0.00120138	2.52953e-107	-4.03641
