# Filename: vlt_FPquench_vst_4_T_1_0.1_P_00.050_lmax10_dl0.008_tmax10000_dt00.0001.dat
# Source: vlt_FPquench.c
# Source version: 3 (2011 Mar 18 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6
# Parameter values: iTfrac=1, qTfrac=0.1, P=0.05 (Cc=1.10501, K0c=0.295614), lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, tmax=10000, dt0=0.0001, a0=1, a06=1, CONST=0.6
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	vldens
0	0	1	0	10	0.387511	1.31087	5.95133e-05	5.46582e-28	0.205342
1	0.0001	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.20499
2	0.0002	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.204799
3	0.0003	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.204623
4	0.0004	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.204454
6	0.0006	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.20413
8	0.0008	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.203819
10	0.001	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.203518
12	0.0012	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.203223
14	0.0014	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.202933
17	0.0017	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.202508
20	0.002	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.202091
24	0.0024	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.201547
28	0.0028	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.201014
32	0.0032	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.20049
37	0.0037	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.199846
43	0.0043	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.199088
49	0.0049	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.198345
56	0.0056	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.197494
64	0.0064	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.196541
73	0.0073	0.1	0.9	10	0.378293	0.127969	5.80976e-06	5.73458e-28	0.19549
83	0.0083	0.1	0.9	10	0.378293	0.127968	5.80976e-06	5.73458e-28	0.194348
94	0.0094	0.1	0.9	10	0.378293	0.127968	5.80976e-06	5.73458e-28	0.193117
107	0.0107	0.1	0.9	10	0.378293	0.127968	5.80976e-06	5.73458e-28	0.191697
121	0.0121	0.1	0.9	10	0.378293	0.127968	5.80976e-06	5.73458e-28	0.190203
137	0.0137	0.1	0.9	10	0.378293	0.127968	5.80976e-06	5.73458e-28	0.188539
155	0.0155	0.1	0.9	10	0.378293	0.127968	5.80976e-06	5.73458e-28	0.186716
175	0.0175	0.1	0.9	10	0.378293	0.127968	5.80976e-06	5.73458e-28	0.184747
197	0.0197	0.1	0.9	10	0.378292	0.127968	5.80976e-06	5.73459e-28	0.182644
222	0.0222	0.1	0.9	10	0.378292	0.127968	5.80975e-06	5.73459e-28	0.180326
250	0.025	0.1	0.9	10	0.378292	0.127968	5.80975e-06	5.73459e-28	0.177816
282	0.0282	0.1	0.9	10	0.378292	0.127968	5.80975e-06	5.73459e-28	0.175046
318	0.0318	0.1	0.9	10	0.378292	0.127968	5.80975e-06	5.73459e-28	0.172048
357	0.0357	0.1	0.9	10	0.378292	0.127968	5.80975e-06	5.73459e-28	0.168927
402	0.0402	0.1	0.9	10	0.378292	0.127968	5.80975e-06	5.7346e-28	0.165477
452	0.0452	0.1	0.9	10	0.378292	0.127968	5.80974e-06	5.7346e-28	0.161815
508	0.0508	0.1	0.9	10	0.378292	0.127968	5.80974e-06	5.7346e-28	0.157909
572	0.0572	0.1	0.9	10	0.378291	0.127968	5.80974e-06	5.73461e-28	0.153674
642	0.0642	0.1	0.9	10	0.378291	0.127968	5.80974e-06	5.73461e-28	0.149294
722	0.0722	0.1	0.9	10	0.378291	0.127968	5.80973e-06	5.73461e-28	0.144579
811	0.0811	0.1	0.9	10	0.378291	0.127968	5.80973e-06	5.73462e-28	0.139658
911	0.0911	0.1	0.9	10	0.37829	0.127968	5.80972e-06	5.73462e-28	0.134495
1023	0.1023	0.1	0.9	10	0.37829	0.127968	5.80972e-06	5.73463e-28	0.129118
1149	0.1149	0.1	0.9	10	0.37829	0.127967	5.80971e-06	5.73464e-28	0.123522
1290	0.129	0.1	0.9	10	0.378289	0.127967	5.80971e-06	5.73465e-28	0.11776
1449	0.1449	0.1	0.9	10	0.378289	0.127967	5.8097e-06	5.73465e-28	0.111815
1627	0.1627	0.1	0.9	10	0.378288	0.127967	5.80969e-06	5.73466e-28	0.105762
1826	0.1826	0.1	0.9	10	0.378288	0.127967	5.80969e-06	5.73467e-28	0.0996453
2050	0.205	0.1	0.9	10	0.378287	0.127967	5.80968e-06	5.73469e-28	0.0934617
2301	0.2301	0.1	0.9	10	0.378287	0.127966	5.80967e-06	5.7347e-28	0.0872828
2583	0.2583	0.1	0.9	10	0.378286	0.127966	5.80965e-06	5.73472e-28	0.0811374
2899	0.2899	0.1	0.9	10	0.378285	0.127966	5.80964e-06	5.73473e-28	0.0750875
3254	0.3254	0.1	0.9	10	0.378284	0.127966	5.80963e-06	5.73475e-28	0.069164
3652	0.3652	0.1	0.9	10	0.378283	0.127965	5.80961e-06	5.73477e-28	0.0634242
4099	0.4099	0.1	0.9	10	0.378282	0.127965	5.80959e-06	5.7348e-28	0.0579001
4600	0.46	0.1	0.9	10	0.378281	0.127964	5.80958e-06	5.73483e-28	0.0526411
5162	0.5162	0.1	0.9	10	0.378279	0.127964	5.80955e-06	5.73486e-28	0.0476748
