# Filename: 3Dvlt_macro_T_Cc1.05_lmax200_dl0.002_Op3.dat
# Source: 3Dvlt_macro.c
# Source version: 9 (2011 Aug 17 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=204.013123190187599221, THETA=0.6918
# Parameter values: N=3, Cc=1.05, K0c=0.632049, lmax=200, lsteps=100000, (dl=0.002), lpts=100001, ldatamax=10, a0=1, a03=1, a06=1
# Option values: Op=3
T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	e
0.205672	0.794328	200	2.22061e+87	7.22597e+86	1	0	-1.82048e-15
0.369043	0.630957	200	1.23757e+87	7.22597e+86	0.999999	0	-5.02952e-09
0.498813	0.501187	200	9.1551e+86	7.22519e+86	0.999892	0	-7.79966e-07
0.601893	0.398107	200	7.57786e+86	7.2163e+86	0.998661	0	-9.8968e-06
0.683772	0.316228	200	6.63866e+86	7.18193e+86	0.993904	0	-4.43441e-05
0.748811	0.251189	200	6.00149e+86	7.11018e+86	0.983976	0	-0.000113998
0.800474	0.199526	200	5.52847e+86	7.00167e+86	0.968958	0	-0.000216444
0.841511	0.158489	200	5.15683e+86	6.86581e+86	0.950156	0	-0.000341644
0.874107	0.125893	200	4.85556e+86	6.71511e+86	0.929301	0	-0.00047764
0.9	0.1	200	4.60775e+86	6.56116e+86	0.907997	0	-0.00061407
0.920567	0.0794328	200	4.40297e+86	6.41284e+86	0.887471	0	-0.000743474
0.936904	0.0630957	200	4.23384e+86	6.27595e+86	0.868526	0	-0.000861304
0.949881	0.0501187	200	4.09461e+86	6.15363e+86	0.851598	0	-0.000965377
0.960189	0.0398107	200	3.98048e+86	6.04702e+86	0.836845	0	-0.0010552
0.968377	0.0316228	200	3.88734e+86	5.95589e+86	0.824233	0	-0.00113134
0.974881	0.0251189	200	3.81166e+86	5.87915e+86	0.813614	0	-0.00119502
0.980047	0.0199526	200	3.7504e+86	5.81532e+86	0.80478	0	-0.00124769
0.984151	0.0158489	200	3.70097e+86	5.76271e+86	0.797499	0	-0.00129089
0.987411	0.0125893	200	3.66121e+86	5.71968e+86	0.791545	0	-0.00132609
0.99	0.01	200	3.6293e+86	5.6847e+86	0.786704	0	-0.00135462
0.992057	0.00794328	200	3.60374e+86	5.65639e+86	0.782786	0	-0.00137765
0.99369	0.00630957	200	3.58331e+86	5.63358e+86	0.779629	0	-0.00139617
0.994988	0.00501187	200	3.56698e+86	5.61524e+86	0.777091	0	-0.00141103
0.996019	0.00398107	200	3.55396e+86	5.60054e+86	0.775056	0	-0.00142293
0.996838	0.00316228	200	3.54358e+86	5.58877e+86	0.773428	0	-0.00143245
0.997488	0.00251189	200	3.53532e+86	5.57937e+86	0.772127	0	-0.00144004
0.998005	0.00199526	200	3.52874e+86	5.57187e+86	0.771089	0	-0.0014461
0.998415	0.00158489	200	3.5235e+86	5.56589e+86	0.770261	0	-0.00145092
0.998741	0.00125893	200	3.51933e+86	5.56112e+86	0.769602	0	-0.00145477
0.999	0.001	200	3.51602e+86	5.55733e+86	0.769077	0	-0.00145782
1.00126	-0.00125893	200	3.48698e+86	5.5239e+86	0.76445	0	-0.00148474
1.00158	-0.00158489	200	3.48277e+86	5.51902e+86	0.763775	0	-0.00148866
1.002	-0.00199526	200	3.47746e+86	5.51287e+86	0.762924	0	-0.00149361
1.00251	-0.00251189	200	3.47077e+86	5.50509e+86	0.761847	0	-0.00149985
1.00316	-0.00316228	200	3.46232e+86	5.49525e+86	0.760486	0	-0.00150775
1.00398	-0.00398107	200	3.45165e+86	5.48279e+86	0.758762	0	-0.00151773
1.00501	-0.00501187	200	3.43818e+86	5.46699e+86	0.756575	0	-0.00153039
1.00631	-0.00630957	200	3.42113e+86	5.44691e+86	0.753796	0	-0.00154645
1.00794	-0.00794328	200	3.39955e+86	5.42133e+86	0.750257	0	-0.00156686
1.01	-0.01	200	3.37217e+86	5.38865e+86	0.745734	0	-0.00159289
1.01259	-0.0125893	200	3.33738e+86	5.34672e+86	0.739931	0	-0.00162619
1.01585	-0.0158489	200	3.29304e+86	5.29267e+86	0.732451	0	-0.00166894
1.01995	-0.0199526	200	3.23634e+86	5.22256e+86	0.722748	0	-0.00172413
1.02512	-0.0251189	200	3.1635e+86	5.13087e+86	0.71006	0	-0.00179582
1.03162	-0.0316228	200	3.06935e+86	5.00975e+86	0.693297	0	-0.00188973
1.03981	-0.0398107	200	2.94661e+86	4.8476e+86	0.670857	0	-0.002014
1.05012	-0.0501187	200	2.78475e+86	4.62673e+86	0.640291	0	-0.00218059
1.0631	-0.0630957	200	2.56766e+86	4.31876e+86	0.597672	0	-0.00240769
1.07943	-0.0794328	200	2.26899e+86	3.87504e+86	0.536266	0	-0.00272404
1.1	-0.1	200	1.84035e+86	3.2029e+86	0.443248	0	-0.00317786
1.12589	-0.125893	200	1.17041e+86	2.08489e+86	0.288527	0	-0.00385799
1.15849	-0.158489	200	nan	nan	nan	nan	nan
1.19953	-0.199526	200	nan	nan	nan	nan	nan
1.25119	-0.251189	200	nan	nan	nan	nan	nan
1.31623	-0.316228	200	nan	nan	nan	nan	nan
1.39811	-0.398107	200	nan	nan	nan	nan	nan
1.50119	-0.501187	200	nan	nan	nan	nan	nan
1.63096	-0.630957	200	nan	nan	nan	nan	nan
1.79433	-0.794328	200	nan	nan	nan	nan	nan
2	-1	200	nan	nan	nan	nan	nan
