# Filename: 3Dvlt_macro_T_Cc1.11_lmax2_dl0.001_Op3.dat
# Source: 3Dvlt_macro.c
# Source version: 8 (2011 Jun 30 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6
# Parameter values: N=3, Cc=1.10501, K0c=0.295614, lmax=2, lsteps=2000, (dl=0.001), lpts=2001, ldatamax=250, a0=1, a03=1, a06=1
# Option values: Op=3
T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	e
0.205672	0.794328	1.247	5.00167	3.47988	0.999999	8.20973e-23	-3.97175e-08
0.369043	0.630957	1.833	5.00058	6.2427	0.998413	1.39182e-22	-7.58545e-05
0.498813	0.501187	2.001	4.30721	7.2679	0.98262	8.93762e-20	-0.000910738
0.601893	0.398107	2.001	3.42091	6.96524	0.9417	3.03988e-16	-0.00319831
0.683772	0.316228	2.001	2.80999	6.49967	0.878756	5.99751e-14	-0.00681783
0.748811	0.251189	2.001	2.34333	5.93582	0.802523	2.62287e-12	-0.0112638
0.800474	0.199526	2.001	1.96974	5.33374	0.721122	4.35114e-11	-0.0160369
0.841511	0.158489	2.001	1.66408	4.73707	0.640452	3.5985e-10	-0.020767
0.874107	0.125893	2.001	1.41214	4.17558	0.564538	1.75262e-09	-0.0252174
0.9	0.1	2.001	1.20525	3.6694	0.496103	5.64509e-09	-0.0292572
0.920567	0.0794328	2.001	1.03699	3.22927	0.436598	1.31325e-08	-0.0328294
0.936904	0.0630957	2.001	0.900953	2.85543	0.386055	2.44795e-08	-0.0359262
0.949881	0.0501187	2.001	0.791716	2.54398	0.343946	4.11607e-08	-0.0385693
0.960189	0.0398107	2.001	0.704843	2.28941	0.309529	6.3322e-08	-0.0407969
0.968377	0.0316228	2.001	0.636292	2.08437	0.281808	9.01377e-08	-0.0426549
0.974881	0.0251189	2.001	0.582484	1.92092	0.259709	1.20098e-07	-0.0441914
0.980047	0.0199526	2.001	0.54037	1.79149	0.242209	1.51416e-07	-0.0454528
0.984151	0.0158489	2.001	0.507442	1.68937	0.228402	1.82411e-07	-0.0464823
0.987411	0.0125893	2.001	0.481687	1.60893	0.217528	2.11755e-07	-0.0473181
0.99	0.01	2.001	0.461519	1.54561	0.208966	2.38561e-07	-0.047994
0.992057	0.00794328	2.001	0.445701	1.49574	0.202223	2.62358e-07	-0.0485387
0.99369	0.00630957	2.001	0.433273	1.45642	0.196908	2.83008e-07	-0.0489764
0.994988	0.00501187	2.001	0.423493	1.42541	0.192715	3.00603e-07	-0.0493274
0.996019	0.00398107	2.001	0.415784	1.40091	0.189403	3.15382e-07	-0.0496082
0.996838	0.00316228	2.001	0.4097	1.38155	0.186785	3.27652e-07	-0.0498326
0.997488	0.00251189	2.001	0.404893	1.36623	0.184714	3.37747e-07	-0.0500118
0.998005	0.00199526	2.001	0.401091	1.3541	0.183074	3.45994e-07	-0.0501546
0.998415	0.00158489	2.001	0.398082	1.34449	0.181775	3.52691e-07	-0.0502684
0.998741	0.00125893	2.001	0.395698	1.33688	0.180746	3.58105e-07	-0.050359
0.999	0.001	2.001	0.393808	1.33084	0.179929	3.62466e-07	-0.0504311
1.00126	-0.00125893	2.001	0.377489	1.27857	0.172863	4.02893e-07	-0.0510656
1.00158	-0.00158489	2.001	0.375159	1.2711	0.171852	4.09095e-07	-0.0511579
1.002	-0.00199526	2.001	0.372235	1.26171	0.170583	4.17041e-07	-0.0512745
1.00251	-0.00251189	2.001	0.368568	1.24992	0.168989	4.27269e-07	-0.0514216
1.00316	-0.00316228	2.001	0.363976	1.23515	0.166992	4.40507e-07	-0.0516077
1.00398	-0.00398107	2.001	0.358233	1.21665	0.164491	4.57767e-07	-0.0518431
1.00501	-0.00501187	2.001	0.351063	1.19353	0.161365	4.80472e-07	-0.0521413
1.00631	-0.00630957	2.001	0.342138	1.16468	0.157465	5.10682e-07	-0.0525197
1.00794	-0.00794328	2.001	0.331063	1.12881	0.152615	5.5145e-07	-0.0530011
1.01	-0.01	2.001	0.317387	1.08439	0.14661	6.0745e-07	-0.0536151
1.01259	-0.0125893	2.001	0.300608	1.0297	0.139215	6.86093e-07	-0.0544012
1.01585	-0.0158489	2.001	0.280211	0.962919	0.130187	7.99603e-07	-0.0554125
1.01995	-0.0199526	2.001	0.255738	0.882369	0.119296	9.69072e-07	-0.0567216
