# Filename: 2DKT_FPquench_vst_T_1_0.5_lmax10_dl0.008_tmax10_dt01e-05_BC1.dat
# Source: 2DKT_FPquench.c
# Source version: 4 (2011 May 26 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: iTfrac=1, qTfrac=0.5, lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, tmax=10, dt0=1e-05, a0=1, a04=1, K0c=0.747853
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	G	vpdens
0	0	1	0	10	0.661641	0.884721	1.37963e-22	0.00151145
1	1e-05	0.5	0.5	10	1.18216	0.790368	1.34629e-22	0.00149559
2	2e-05	0.5	0.5	10	1.18217	0.790374	1.34629e-22	0.0014954
3	3e-05	0.5	0.5	10	1.18218	0.79038	1.34629e-22	0.0014952
4	4e-05	0.5	0.5	10	1.18219	0.790387	1.34629e-22	0.001495
6	6e-05	0.5	0.5	10	1.1822	0.790399	1.34628e-22	0.00149461
8	8e-05	0.5	0.5	10	1.18222	0.790412	1.34628e-22	0.00149421
10	0.0001	0.5	0.5	10	1.18224	0.790425	1.34628e-22	0.00149381
12	0.00012	0.5	0.5	10	1.18226	0.790437	1.34628e-22	0.00149341
14	0.00014	0.5	0.5	10	1.18228	0.79045	1.34628e-22	0.00149302
17	0.00017	0.5	0.5	10	1.18231	0.790469	1.34628e-22	0.00149241
20	0.0002	0.5	0.5	10	1.18234	0.790488	1.34628e-22	0.00149181
24	0.00024	0.5	0.5	10	1.18238	0.790513	1.34627e-22	0.00149101
28	0.00028	0.5	0.5	10	1.18241	0.790539	1.34627e-22	0.0014902
32	0.00032	0.5	0.5	10	1.18245	0.790564	1.34627e-22	0.00148939
37	0.00037	0.5	0.5	10	1.1825	0.790596	1.34627e-22	0.00148838
43	0.00043	0.5	0.5	10	1.18256	0.790635	1.34626e-22	0.00148716
49	0.00049	0.5	0.5	10	1.18261	0.790673	1.34626e-22	0.00148594
56	0.00056	0.5	0.5	10	1.18268	0.790718	1.34625e-22	0.00148451
64	0.00064	0.5	0.5	10	1.18276	0.790769	1.34625e-22	0.00148287
73	0.00073	0.5	0.5	10	1.18284	0.790827	1.34624e-22	0.00148103
83	0.00083	0.5	0.5	10	1.18294	0.790892	1.34624e-22	0.00147898
94	0.00094	0.5	0.5	10	1.18305	0.790962	1.34623e-22	0.00147672
107	0.00107	0.5	0.5	10	1.18317	0.791046	1.34622e-22	0.00147404
121	0.00121	0.5	0.5	10	1.18331	0.791136	1.34621e-22	0.00147116
137	0.00137	0.5	0.5	10	1.18346	0.791239	1.3462e-22	0.00146786
155	0.00155	0.5	0.5	10	1.18363	0.791355	1.34619e-22	0.00146415
175	0.00175	0.5	0.5	10	1.18383	0.791484	1.34618e-22	0.00146004
197	0.00197	0.5	0.5	10	1.18404	0.791626	1.34617e-22	0.00145551
222	0.00222	0.5	0.5	10	1.18428	0.791787	1.34615e-22	0.00145038
250	0.0025	0.5	0.5	10	1.18455	0.791966	1.34613e-22	0.00144465
282	0.00282	0.5	0.5	10	1.18486	0.792171	1.34612e-22	0.00143812
318	0.00318	0.5	0.5	10	1.1852	0.792401	1.34609e-22	0.0014308
357	0.00357	0.5	0.5	10	1.18557	0.79265	1.34607e-22	0.00142292
402	0.00402	0.5	0.5	10	1.186	0.792935	1.34604e-22	0.00141388
452	0.00452	0.5	0.5	10	1.18647	0.79325	1.34601e-22	0.00140392
508	0.00508	0.5	0.5	10	1.18699	0.793602	1.34598e-22	0.00139287
572	0.00572	0.5	0.5	10	1.18759	0.794	1.34594e-22	0.00138038
642	0.00642	0.5	0.5	10	1.18824	0.794432	1.3459e-22	0.00136689
722	0.00722	0.5	0.5	10	1.18897	0.794922	1.34585e-22	0.0013517
811	0.00811	0.5	0.5	10	1.18977	0.79546	1.3458e-22	0.0013351
911	0.00911	0.5	0.5	10	1.19067	0.796057	1.34574e-22	0.00131679
1023	0.01023	0.5	0.5	10	1.19165	0.796717	1.34568e-22	0.00129675
1149	0.01149	0.5	0.5	10	1.19275	0.797446	1.34561e-22	0.00127475
1290	0.0129	0.5	0.5	10	1.19394	0.798248	1.34553e-22	0.00125082
1449	0.01449	0.5	0.5	10	1.19527	0.799133	1.34545e-22	0.00122469
1627	0.01627	0.5	0.5	10	1.19672	0.800101	1.34536e-22	0.00119645
1826	0.01826	0.5	0.5	10	1.19829	0.801155	1.34526e-22	0.00116612
2050	0.0205	0.5	0.5	10	1.20001	0.802307	1.34515e-22	0.00113344
2301	0.02301	0.5	0.5	10	1.20188	0.803556	1.34503e-22	0.00109857
2583	0.02583	0.5	0.5	10	1.20391	0.804911	1.3449e-22	0.00106145
2899	0.02899	0.5	0.5	10	1.20609	0.806369	1.34476e-22	0.00102226
3254	0.03254	0.5	0.5	10	1.20844	0.807938	1.34461e-22	0.000981019
3652	0.03652	0.5	0.5	10	1.21095	0.809615	1.34445e-22	0.000937975
4099	0.04099	0.5	0.5	10	1.21362	0.811402	1.34428e-22	0.000893268
4600	0.046	0.5	0.5	10	1.21645	0.813295	1.3441e-22	0.000847248
5162	0.05162	0.5	0.5	10	1.21944	0.815292	1.34391e-22	0.00080018
5793	0.05793	0.5	0.5	10	1.22258	0.81739	1.34371e-22	0.000752362
6501	0.06501	0.5	0.5	10	1.22585	0.819581	1.3435e-22	0.000704199
7296	0.07296	0.5	0.5	10	1.22926	0.82186	1.34328e-22	0.000656048
8187	0.08187	0.5	0.5	10	1.23278	0.824214	1.34306e-22	0.000608399
9187	0.09187	0.5	0.5	10	1.2364	0.826636	1.34283e-22	0.000561578
10309	0.10309	0.5	0.5	10	1.24011	0.829115	1.3426e-22	0.000515978
11568	0.11568	0.5	0.5	10	1.24389	0.831639	1.34236e-22	0.000471941
12980	0.1298	0.5	0.5	10	1.24771	0.834197	1.34211e-22	0.000429795
