# Filename: vlt_FPquench_vst_T_1_0.1_P_00.050_lmax10_dl0.008_tmax10000_dt00.0001.dat
# Source: vlt_FPquench.c
# Source version: 1 (2011 Jan 18)
# Parameter values: iTfrac=1, qTfrac=0.1, P=0.05 (Cc=1.10502, K0c=0.295611), lmax=10, lsteps=1250, (dl=0.008), lpts=1251, ldatamax=250, tmax=10000, dt0=0.0001, a0=1, a06=1, THETA=0.6, CONST=1
# time-step	t	T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	vldens
0	0	1	0	10	0.387511	1.31088	5.95138e-05	5.46582e-28	0.20534
1	0.0001	0.1	0.9	10	0.378293	0.12797	5.80982e-06	5.73458e-28	0.204344
2	0.0002	0.1	0.9	10	0.378293	0.12797	5.80982e-06	5.73458e-28	0.20353
3	0.0003	0.1	0.9	10	0.378293	0.12797	5.80982e-06	5.73458e-28	0.202742
4	0.0004	0.1	0.9	10	0.378293	0.12797	5.80982e-06	5.73458e-28	0.201972
6	0.0006	0.1	0.9	10	0.378293	0.12797	5.80982e-06	5.73458e-28	0.200474
8	0.0008	0.1	0.9	10	0.378293	0.12797	5.80982e-06	5.73458e-28	0.199021
10	0.001	0.1	0.9	10	0.378294	0.12797	5.80982e-06	5.73458e-28	0.197606
12	0.0012	0.1	0.9	10	0.378294	0.12797	5.80982e-06	5.73458e-28	0.196223
14	0.0014	0.1	0.9	10	0.378294	0.12797	5.80983e-06	5.73458e-28	0.19487
17	0.0017	0.1	0.9	10	0.378294	0.12797	5.80983e-06	5.73458e-28	0.192892
20	0.002	0.1	0.9	10	0.378294	0.12797	5.80983e-06	5.73458e-28	0.190968
24	0.0024	0.1	0.9	10	0.378294	0.12797	5.80983e-06	5.73458e-28	0.188481
28	0.0028	0.1	0.9	10	0.378294	0.12797	5.80984e-06	5.73458e-28	0.186075
32	0.0032	0.1	0.9	10	0.378295	0.12797	5.80984e-06	5.73458e-28	0.183743
37	0.0037	0.1	0.9	10	0.378295	0.12797	5.80984e-06	5.73458e-28	0.180923
43	0.0043	0.1	0.9	10	0.378295	0.12797	5.80985e-06	5.73458e-28	0.177666
49	0.0049	0.1	0.9	10	0.378295	0.12797	5.80985e-06	5.73458e-28	0.174536
56	0.0056	0.1	0.9	10	0.378296	0.127971	5.80986e-06	5.73458e-28	0.171031
64	0.0064	0.1	0.9	10	0.378296	0.127971	5.80986e-06	5.73458e-28	0.1672
73	0.0073	0.1	0.9	10	0.378297	0.127971	5.80987e-06	5.73458e-28	0.163092
83	0.0083	0.1	0.9	10	0.378297	0.127971	5.80988e-06	5.73458e-28	0.158756
94	0.0094	0.1	0.9	10	0.378297	0.127971	5.80988e-06	5.73458e-28	0.154235
107	0.0107	0.1	0.9	10	0.378298	0.127971	5.80989e-06	5.73458e-28	0.149194
121	0.0121	0.1	0.9	10	0.378299	0.127972	5.8099e-06	5.73458e-28	0.144093
137	0.0137	0.1	0.9	10	0.378299	0.127972	5.80991e-06	5.73458e-28	0.138631
155	0.0155	0.1	0.9	10	0.3783	0.127972	5.80992e-06	5.73458e-28	0.132905
175	0.0175	0.1	0.9	10	0.378301	0.127972	5.80994e-06	5.73458e-28	0.126999
197	0.0197	0.1	0.9	10	0.378302	0.127973	5.80995e-06	5.73459e-28	0.120991
222	0.0222	0.1	0.9	10	0.378303	0.127973	5.80996e-06	5.73459e-28	0.114708
250	0.025	0.1	0.9	10	0.378304	0.127973	5.80998e-06	5.73459e-28	0.108268
282	0.0282	0.1	0.9	10	0.378305	0.127974	5.81e-06	5.73459e-28	0.101576
318	0.0318	0.1	0.9	10	0.378307	0.127974	5.81002e-06	5.73459e-28	0.0947795
357	0.0357	0.1	0.9	10	0.378308	0.127975	5.81005e-06	5.73459e-28	0.088164
402	0.0402	0.1	0.9	10	0.37831	0.127975	5.81007e-06	5.7346e-28	0.0813503
452	0.0452	0.1	0.9	10	0.378312	0.127976	5.8101e-06	5.7346e-28	0.0746485
508	0.0508	0.1	0.9	10	0.378314	0.127977	5.81013e-06	5.7346e-28	0.0680511
572	0.0572	0.1	0.9	10	0.378316	0.127977	5.81017e-06	5.73461e-28	0.0614866
642	0.0642	0.1	0.9	10	0.378318	0.127978	5.8102e-06	5.73461e-28	0.0552872
722	0.0722	0.1	0.9	10	0.378321	0.127979	5.81025e-06	5.73461e-28	0.0492244
811	0.0811	0.1	0.9	10	0.378324	0.12798	5.81029e-06	5.73462e-28	0.0435142
911	0.0911	0.1	0.9	10	0.378328	0.127981	5.81035e-06	5.73462e-28	0.0381362
1023	0.1023	0.1	0.9	10	0.378331	0.127983	5.8104e-06	5.73463e-28	0.0331425
1149	0.1149	0.1	0.9	10	0.378335	0.127984	5.81046e-06	5.73464e-28	0.0285386
1290	0.129	0.1	0.9	10	0.37834	0.127985	5.81053e-06	5.73465e-28	0.0243665
1449	0.1449	0.1	0.9	10	0.378345	0.127987	5.81061e-06	5.73465e-28	0.0206036
1627	0.1627	0.1	0.9	10	0.37835	0.127989	5.81069e-06	5.73466e-28	0.0172766
1826	0.1826	0.1	0.9	10	0.378356	0.127991	5.81078e-06	5.73467e-28	0.0143732
2050	0.205	0.1	0.9	10	0.378362	0.127993	5.81088e-06	5.73469e-28	0.011853
2301	0.2301	0.1	0.9	10	0.378369	0.127995	5.81098e-06	5.7347e-28	0.00970183
2583	0.2583	0.1	0.9	10	0.378377	0.127998	5.8111e-06	5.73472e-28	0.00788179
2899	0.2899	0.1	0.9	10	0.378385	0.128001	5.81123e-06	5.73473e-28	0.00636268
3254	0.3254	0.1	0.9	10	0.378394	0.128004	5.81137e-06	5.73475e-28	0.00510444
3652	0.3652	0.1	0.9	10	0.378404	0.128007	5.81152e-06	5.73477e-28	0.00407422
4099	0.4099	0.1	0.9	10	0.378415	0.128011	5.81168e-06	5.7348e-28	0.0032364
4600	0.46	0.1	0.9	10	0.378426	0.128015	5.81186e-06	5.73482e-28	0.00256161
5162	0.5162	0.1	0.9	10	0.378439	0.128019	5.81206e-06	5.73485e-28	0.00202119
5793	0.5793	0.1	0.9	10	0.378453	0.128024	5.81227e-06	5.73489e-28	0.00159051
6501	0.6501	0.1	0.9	10	0.378468	0.128029	5.8125e-06	5.73493e-28	0.00124925
7296	0.7296	0.1	0.9	10	0.378484	0.128034	5.81274e-06	5.73497e-28	0.00097976
8187	0.8187	0.1	0.9	10	0.378501	0.12804	5.81301e-06	5.73502e-28	0.000768039
9187	0.9187	0.1	0.9	10	0.37852	0.128047	5.8133e-06	5.73507e-28	0.000601871
10309	1.0309	0.1	0.9	10	0.378541	0.128053	5.81362e-06	5.73513e-28	0.000471751
11568	1.1568	0.1	0.9	10	0.378563	0.128061	5.81396e-06	5.7352e-28	0.000369986
12980	1.298	0.1	0.9	10	0.378587	0.128069	5.81433e-06	5.73528e-28	0.000290497
14565	1.4565	0.1	0.9	10	0.378613	0.128078	5.81473e-06	5.73536e-28	0.000228373
16343	1.6343	0.1	0.9	10	0.378641	0.128087	5.81516e-06	5.73546e-28	0.00017985
18339	1.8339	0.1	0.9	10	0.378671	0.128098	5.81562e-06	5.73557e-28	0.000141907
20577	2.0577	0.1	0.9	10	0.378704	0.128109	5.81612e-06	5.73569e-28	0.000112249
23089	2.3089	0.1	0.9	10	0.378739	0.128121	5.81667e-06	5.73582e-28	8.90157e-05
25908	2.5908	0.1	0.9	10	0.378777	0.128133	5.81725e-06	5.73597e-28	7.07965e-05
29070	2.907	0.1	0.9	10	0.378818	0.128147	5.81788e-06	5.73615e-28	5.64941e-05
32618	3.2618	0.1	0.9	10	0.378863	0.128162	5.81856e-06	5.73634e-28	4.52431e-05
36599	3.6599	0.1	0.9	10	0.378911	0.128179	5.8193e-06	5.73655e-28	3.63768e-05
41066	4.1066	0.1	0.9	10	0.378962	0.128196	5.82009e-06	5.73679e-28	2.93764e-05
46078	4.6078	0.1	0.9	10	0.379018	0.128215	5.82095e-06	5.73706e-28	2.38392e-05
51701	5.1701	0.1	0.9	10	0.379078	0.128235	5.82187e-06	5.73736e-28	1.94513e-05
58011	5.8011	0.1	0.9	10	0.379143	0.128257	5.82287e-06	5.7377e-28	1.59674e-05
65090	6.509	0.1	0.9	10	0.379213	0.128281	5.82395e-06	5.73808e-28	1.31978e-05
73034	7.3034	0.1	0.9	10	0.379289	0.128307	5.82511e-06	5.7385e-28	1.09929e-05
81946	8.1946	0.1	0.9	10	0.37937	0.128334	5.82636e-06	5.73898e-28	9.23663e-06
91946	9.1946	0.1	0.9	10	0.379459	0.128364	5.82771e-06	5.73951e-28	7.83708e-06
103166	10.3166	0.1	0.9	10	0.379554	0.128396	5.82918e-06	5.74011e-28	6.72183e-06
115756	11.5756	0.1	0.9	10	0.379656	0.128431	5.83075e-06	5.74078e-28	5.83276e-06
129881	12.9881	0.1	0.9	10	0.379767	0.128468	5.83246e-06	5.74152e-28	5.1233e-06
145730	14.573	0.1	0.9	10	0.379887	0.128509	5.8343e-06	5.74236e-28	4.55641e-06
163513	16.3513	0.1	0.9	10	0.380016	0.128553	5.83628e-06	5.74329e-28	4.1043e-06
183465	18.3465	0.1	0.9	10	0.380156	0.1286	5.83843e-06	5.74434e-28	3.74442e-06
205852	20.5852	0.1	0.9	10	0.380307	0.128651	5.84075e-06	5.74551e-28	3.45408e-06
230971	23.0971	0.1	0.9	10	0.38047	0.128706	5.84325e-06	5.74681e-28	3.222e-06
259155	25.9155	0.1	0.9	10	0.380646	0.128766	5.84595e-06	5.74827e-28	3.05316e-06
290778	29.0778	0.1	0.9	10	0.380836	0.12883	5.84887e-06	5.7499e-28	2.88545e-06
326259	32.6259	0.1	0.9	10	0.381042	0.1289	5.85203e-06	5.75171e-28	2.67376e-06
366070	36.607	0.1	0.9	10	0.381263	0.128974	5.85542e-06	5.75374e-28	2.59879e-06
410738	41.0738	0.1	0.9	10	0.381501	0.129055	5.85908e-06	5.75599e-28	2.54277e-06
460857	46.0857	0.1	0.9	10	-nan	-nan	-nan	-nan	-nan
517091	51.7091	0.1	0.9	10	-nan	-nan	-nan	-nan	-nan
