# Filename: vlt_FPquench_vsl_3_T_1_0.5_P_00.050_lmax10_dl0.004_tmax100_dt00.0001.dat
# Source: vlt_FPquench.c
# Source version: 7 (2011 Apr 29 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=41.3417022403997549418, THETA=0.6
# Parameter values: iTfrac=1, qTfrac=0.5, P=0.05 (Cc=1.10501, K0c=0.295614), lmax=10, lsteps=2500, (dl=0.004), lpts=2501, ldatamax=250, tmax=100, dt0=0.0001, a0=1, a03=1, a06=1, FPconst=1, Lconst=1
newlpts = 2501

# time step n_t = 0	t = 0.000000e+00	(dt = 1.000000e-04)
# T/Tc	1-T/Tc	l	K	K/K0	Kr/K0	G	dG
1	0	0	0.295614	1	1	0.039797	0
1	0	0.04	0.301579	1.02018	0.980177	0.0324732	0	2501
1	0	0.08	0.307318	1.03959	0.959666	0.0264288	0	2501
1	0	0.12	0.31282	1.0582	0.938543	0.0214566	0	2501
1	0	0.16	0.318075	1.07598	0.91689	0.0173793	0	2501
1	0	0.2	0.323077	1.0929	0.894791	0.0140459	0	2501
1	0	0.24	0.327821	1.10895	0.872332	0.0113283	0	2501
1	0	0.28	0.332308	1.12413	0.849598	0.0091187	0	2501
1	0	0.32	0.336537	1.13844	0.826674	0.0073267	0	2501
1	0	0.36	0.340513	1.15188	0.803641	0.00587683	0	2501
1	0	0.4	0.344239	1.16449	0.780579	0.00470639	0	2501
1	0	0.44	0.347722	1.17627	0.75756	0.00376348	0	2501
1	0	0.48	0.350969	1.18726	0.734654	0.00300534	0	2501
1	0	0.52	0.353991	1.19748	0.711925	0.00239688	0	2501
1	0	0.56	0.356796	1.20697	0.68943	0.00190936	0	2501
1	0	0.6	0.359394	1.21576	0.667221	0.00151935	0	2501
1	0	0.64	0.361797	1.22388	0.645344	0.0012078	0	2501
1	0	0.68	0.364014	1.23138	0.62384	0.000959244	0	2501
1	0	0.72	0.366058	1.2383	0.602744	0.000761197	0	2501
1	0	0.76	0.367938	1.24466	0.582084	0.000603571	0	2501
1	0	0.8	0.369666	1.2505	0.561886	0.000478244	0	2501
1	0	0.84	0.371251	1.25586	0.542169	0.000378694	0	2501
1	0	0.88	0.372704	1.26078	0.522949	0.000299687	0	2501
1	0	0.92	0.374034	1.26528	0.504237	0.000237034	0	2501
1	0	0.96	0.37525	1.26939	0.486042	0.000187387	0	2501
1	0	1	0.376362	1.27315	0.468367	0.00014807	0	2501
1	0	1.04	0.377377	1.27659	0.451216	0.000116955	0	2501
1	0	1.08	0.378303	1.27972	0.434587	9.23433e-05	0	2501
1	0	1.12	0.379147	1.28257	0.418478	7.28858e-05	0	2501
1	0	1.16	0.379916	1.28518	0.402885	5.75102e-05	0	2501
1	0	1.2	0.380616	1.28755	0.387801	4.53652e-05	0	2501
1	0	1.24	0.381254	1.2897	0.373219	3.57758e-05	0	2501
1	0	1.28	0.381833	1.29166	0.35913	2.82068e-05	0	2501
1	0	1.32	0.38236	1.29344	0.345525	2.22344e-05	0	2501
1	0	1.36	0.382839	1.29507	0.332392	1.75231e-05	0	2501
1	0	1.4	0.383275	1.29654	0.319722	1.38077e-05	0	2501
1	0	1.44	0.38367	1.29787	0.307502	1.08784e-05	0	2501
1	0	1.48	0.384029	1.29909	0.295721	8.56924e-06	0	2501
1	0	1.52	0.384354	1.30019	0.284367	6.74937e-06	0	2501
1	0	1.56	0.38465	1.30119	0.273427	5.31536e-06	0	2501
1	0	1.6	0.384918	1.3021	0.262889	4.18558e-06	0	2501
1	0	1.64	0.385161	1.30292	0.25274	3.29561e-06	0	2501
1	0	1.68	0.385382	1.30367	0.242969	2.59464e-06	0	2501
1	0	1.72	0.385582	1.30434	0.233563	2.0426e-06	0	2501
1	0	1.76	0.385763	1.30496	0.224511	1.60789e-06	0	2501
1	0	1.8	0.385927	1.30551	0.2158	1.26562e-06	0	2501
1	0	1.84	0.386076	1.30602	0.207418	9.96145e-07	0	2501
1	0	1.88	0.386211	1.30647	0.199355	7.84005e-07	0	2501
1	0	1.92	0.386334	1.30689	0.191599	6.17011e-07	0	2501
1	0	1.96	0.386445	1.30726	0.184139	4.85566e-07	0	2501
1	0	2	0.386545	1.3076	0.176964	3.82108e-07	0	2501
1	0	2.04	0.386636	1.30791	0.170066	3.00682e-07	0	2501
1	0	2.08	0.386718	1.30819	0.163432	2.366e-07	0	2501
1	0	2.12	0.386793	1.30844	0.157054	1.8617e-07	0	2501
1	0	2.16	0.386861	1.30867	0.150922	1.46485e-07	0	2501
1	0	2.2	0.386922	1.30887	0.145027	1.15256e-07	0	2501
1	0	2.24	0.386977	1.30906	0.139361	9.0683e-08	0	2501
1	0	2.28	0.387027	1.30923	0.133914	7.13476e-08	0	2501
1	0	2.32	0.387073	1.30939	0.128678	5.61338e-08	0	2501
1	0	2.36	0.387114	1.30953	0.123646	4.41634e-08	0	2501
1	0	2.4	0.387151	1.30965	0.118809	3.47452e-08	0	2501
1	0	2.44	0.387185	1.30977	0.11416	2.73351e-08	0	2501
1	0	2.48	0.387216	1.30987	0.109693	2.15051e-08	0	2501
1	0	2.52	0.387243	1.30996	0.105399	1.69183e-08	0	2501
1	0	2.56	0.387268	1.31005	0.101273	1.33097e-08	0	2501
1	0	2.6	0.387291	1.31012	0.0973076	1.04707e-08	0	2501
1	0	2.64	0.387312	1.31019	0.0934971	8.23717e-09	0	2501
1	0	2.68	0.38733	1.31026	0.0898354	6.48005e-09	0	2501
1	0	2.72	0.387347	1.31031	0.0863166	5.09772e-09	0	2501
1	0	2.76	0.387362	1.31037	0.0829354	4.01024e-09	0	2501
1	0	2.8	0.387376	1.31041	0.0796863	3.15474e-09	0	2501
1	0	2.84	0.387389	1.31045	0.0765642	2.48172e-09	0	2501
1	0	2.88	0.3874	1.31049	0.0735642	1.95228e-09	0	2501
1	0	2.92	0.38741	1.31053	0.0706816	1.53578e-09	0	2501
1	0	2.96	0.38742	1.31056	0.0679117	1.20813e-09	0	2501
