# Filename: 3Dvlt_K0cFind3_Plot_Output1_OpC4.dat
# Source: 3Dvlt_K0cFind3_Plot.c
# Source version: 1 (2012 Jun 07 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063
# Parameter values: OpA=2, OpAa=1, OpB=1, OpC=4, B=41.3417022403997549418, THETA=0.6, N=2, initialdl=1e-05, trajectorydl=0.0001, initialds=1e-05, trajectorydsMax=1e-05, uncertainty=1e-17, dataskipdl=100, dataskipds=999
# Option-dependent values: K=0.387508189712343409372, y=0.0624210054576019024442, Kstar=0.387508189712343409372, ystar=0.0624210054576019024442, c=0.596855989378173079629, Z=3.70526847921412993969, lambda=-2.48878567955778740028, initialKdir=0, flowdir=0, Max_steps=100000
# Initialized values: Deltas=0, Deltal=0, count_steps=0, count_loops=0, K0c=0, oldK0c=-100
# Cc	K0c
              1.2	0.28054495134375529
1.1000000000000001	0.29646935649143541
                1	0.31503613423777765
0.90000000000000002	0.33703572562355871
0.80000000000000004	0.36362328098687552
0.69999999999999996	0.39656769657928215
0.59999999999999998	0.43873124654678075
              0.5	0.49510832040014741
0.40000000000000002	0.57534354153108569
0.29999999999999999	0.70109101110648309
0.20000000000000001	0.93465511478679608
0.10000000000000001	1.5761873302064728
